iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,beta0,beta1,beta2,beta3,beta4
0,6.130311922584351,0.02069231100413176,0.28319758299039677,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387
1,6.130311922584351,0.020692321271858067,0.35723541700281203,17.425257482812448,9.999999999999972e-07,1.2500022360697307,1.2499977639322983,1.2500022360697267,1.2499977639322706,1.2499977639322706,1.0000003356543368e-06,0.2817525251250071,0.43404378278062417,0.5310628054041457,0.5987785940560387
2,6.130311398293911,0.020692351944532783,0.30857133300742134,17.26611042636061,2.980000000000002e-06,1.2500089010893984,1.249991098939752,1.2500089010865811,1.2499910989418461,1.2499910989406293,3.972397303298893e-06,0.28174954444328737,0.4340467634590792,0.5310598247231727,0.5987785940560387
3,6.130309850018003,0.020692403023850857,0.0034851660020649433,17.266249523142466,4.960000000000007e-06,1.2500199954255053,1.249980004719708,1.2500199953990427,1.2499800047347864,1.2499800047180005,8.916995593445377e-06,0.2817445829278076,0.43405172495002065,0.5310548632141338,0.5987785940560387
4,6.130307278000939,0.020692474503070615,0.003090540994890034,17.266494220196684,6.939999999999998e-06,1.250035519127318,1.2499644813175046,1.25003551900865,1.249964481378299,1.249964481302659,1.5834118627892e-05,0.28173764057124856,0.43405866721421066,0.5310479208812403,0.5987785940560387
5,6.130366171158588,0.020692567028782142,0.0034100000048056245,17.231039704033364,8.919999999999989e-06,1.2500554675437918,1.249944511525674,1.250055457416722,1.2499445199907078,1.2499445252077224,2.4722263857488303e-05,0.281728706774958,0.4340675746453495,0.5310389946160247,0.5987785940560387
6,6.130361598033154,0.020692680589466043,0.0031987089896574616,17.231514722169074,1.0899999999999994e-05,1.2500798407592004,1.249920095368285,1.2500798106510251,1.2499201207284496,1.2499201365020258,3.558179095634355e-05,0.2817177814596192,0.43407844730866757,0.5310280844439393,0.5987785940560387
7,6.130356083774425,0.020692815160892546,0.0034084999933838844,17.232118415764194,1.2879999999999999e-05,1.2501086389208613,1.2498912333005994,1.250108578888468,1.2498912839969827,1.2498913153431042,4.841305241871782e-05,0.28170486479941464,0.434091285426313,0.5310151904740015,0.5987785940560387
8,6.130349625088374,0.02069297071422249,0.0031552910222671926,17.232788391139106,1.4860000000000003e-05,1.2501418622461546,1.2498579258885323,1.2501417623524074,1.2498580102979766,1.24985806187919,6.321640277474453e-05,0.2816899570442958,0.4341060892449214,0.5310003128380513,0.5987785940560387
9,6.1303422180394165,0.0206931472178407,0.0032848750124685466,17.233565675254557,1.6840000000000008e-05,1.2501795109938512,1.2498201737886174,1.2501793612402916,1.249820300207983,1.2498203762497426,7.999219355105554e-05,0.2816730584966199,0.43412285898719283,0.5309834516867552,0.5987785940560387
10,6.13033385832448,0.020693344638670036,0.0032125840079970658,17.234477246536986,1.8819999999999986e-05,1.2502215854509824,1.2497779776719569,1.250221375722251,1.2497781543687798,1.2497782585593786,9.874076895922428e-05,0.28165416945665506,0.43414159485016623,0.5309646071891055,0.5987785940560387
11,6.13032454149487,0.020693562944377904,0.0032528340234421194,17.235464635707636,2.079999999999999e-05,1.250268085930534,1.2497313382225765,1.2502678058481813,1.24973157345947,1.2497317088677222,0.00011946246640653647,0.2816332902230207,0.43416229691524677,0.5309437795173049,0.5987785940560387
12,6.130314263236337,0.020693802103166552,0.0031400000443682075,17.236561230507075,2.2779999999999995e-05,1.250319012786436,1.2496802560789575,1.250318651587886,1.2496805581835044,1.2496807271721189,0.00014215762376161301,0.28161042107216405,0.43418496519047767,0.5309209688445948,0.5987785940560387
13,6.130303019353494,0.020694062083517758,0.0031837080023251474,17.23778476565498,2.476e-05,1.250374366358774,1.249624731938051,1.2503739127586622,1.2496251093168667,1.249625313430158,0.00016682655581966063,0.281585562292293,0.43420959957593386,0.5308961753689236,0.5987785940560387
14,6.1302908057541625,0.02069434285682005,0.0031119160121306777,17.239097994487548,2.6740000000000005e-05,1.250434147005665,1.24956476638133,1.2504335890357021,1.249565227661011,1.2495654675408832,0.00019346956878360877,0.2815587141020572,0.43423619983401324,0.5308693992882785,0.5987785940560387
15,6.130277618833452,0.02069464439632423,0.003135459031909704,17.24051495457305,2.8719999999999996e-05,1.2504983551378706,1.2495003599026537,1.250497679983543,1.249500914027066,1.2495011892887646,0.0002220869749628314,0.2815298766749037,0.4342647656259259,0.5308406407957533,0.5987785940560387
16,6.130263455279282,0.02069496667804395,0.003408582997508347,17.242044229734674,3.07e-05,1.2505669911786825,1.2494315129479538,1.250566184995574,1.2494321692446688,1.2494324783809128,0.0002526790765134994,0.2814990501347858,0.43429529646371956,0.530809900084845,0.5987785940560387
17,6.130248312218743,0.02069530968047664,0.0031439579906873405,17.243681061646512,3.2680000000000006e-05,1.250640055533928,1.2493582259020537,1.2506391032739643,1.2493589942077485,1.249359334471838,0.0002852461506283467,0.2814662345669038,0.43432779171485564,0.5307771773700649,0.5987785940560387
18,6.130232187231024,0.02069567338400571,0.0030795829952694476,17.245426626685934,3.466000000000001e-05,1.2507175486497601,1.249280499178437,1.2507164338243588,1.24928138984053,1.2492817570895032,0.00031978847666163437,0.28143143006165316,0.43436225058803224,0.530742472869133,0.5987785940560387
19,6.13021507814551,0.020696057774014023,0.0032816670136526227,17.24725604078875,3.664e-05,1.2507994709824208,1.2491983329964407,1.2507981754615323,1.2491993570829192,1.2491997456790933,0.00035630632206851853,0.281394636592242,0.43439867211431604,0.5307057867975654,0.5987785940560387
20,6.1301969835986485,0.02069646283843362,0.003153832978568971,17.24920569802536,3.8620000000000006e-05,1.250885823004195,1.2491117275529977,1.250884326800984,1.2491128969007732,1.2491132995923901,0.0003947999450560963,0.28135585411153685,0.4344370551682147,0.5306671193753241,0.5987785940560387
21,6.130177902620788,0.02069688856921127,0.005365625023841858,17.2512574245435,4.0600000000000004e-05,1.250976605190446,1.2490206828624517,1.2509748862910104,1.2490220102976022,1.2490224180617147,0.0004352695879933094,0.28131508247164355,0.43447739848470446,0.5306264708316589,0.5987785940560387
22,6.130157834921605,0.020697334963120297,0.0031480839825235307,17.253406164957504,4.2579999999999996e-05,1.251071818043582,1.2489251988763586,1.2510698520921424,1.2489266983011804,1.2489271002198736,0.0004777154893177006,0.28127232148449316,0.4345197005532427,0.5305838413948689,0.5987785940560387
23,6.130136780906898,0.020697802019352035,0.0029759170138277113,17.255690981665413,4.4559999999999993e-05,1.2511714620790275,1.248825275431713,1.251169222220208,1.248826961972941,1.248827345074933,0.0005221378777202607,0.2812275708983226,0.43456395976538964,0.5305392313059142,0.5987785940560387
24,6.130114741410711,0.020698289741830515,0.0032244170433841646,17.258040688983126,4.654e-05,1.2512755378274871,1.2487209123795262,1.251272994383654,1.2487228023881154,1.2487231515138002,0.0005685369714597933,0.28118083044938025,0.43461017424700643,0.5304926407988497,0.5987785940560387
25,6.130091717918339,0.020698798137948303,0.0032101660035550594,17.260515762429378,4.8519999999999996e-05,1.2513840458065475,1.2486121094777605,1.2513811660617453,1.2486142206997333,1.2486145183546131,0.000616912969394917,0.28113209980848114,0.4346583419514267,0.5304440701352758,0.5987785940560387
26,6.130067712510164,0.020699327221664603,0.003067375044338405,17.263095447936028,5.05e-05,1.2514969865676149,1.2484988661597527,1.251493734531612,1.2485012180325388,1.2485014442832374,0.0006672660689973813,0.28108137850335846,0.43470846065635144,0.5303935195596441,0.5987785940560387
