K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.01,0.1,0.2926635440811665,0.722280131,0.2926635440811665
1.0,1.0,0.021544346900318832,0.1,0.33206530816116425,0.650958492,0.33206530816116425
1.0,2.0,0.046415888336127774,0.1,0.41663389033011516,0.612584402,0.41663389033011516
1.0,3.0,0.1,0.1,0.5022202012003496,0.400068643,0.5022202012003496
2.0,0.0,0.01,0.1,0.22749325863971387,1.10176641,0.22749325863971387
2.0,1.0,0.021544346900318832,0.1,0.25680219443165914,1.132800809,0.25680219443165914
2.0,2.0,0.046415888336127774,0.1,0.3199110614587831,1.069214956,0.3199110614587831
2.0,3.0,0.1,0.1,0.3796918811837309,0.669150944,0.3796918811837309
3.0,0.0,0.01,0.1,0.18069549917202213,1.684303334,0.18069549917202213
3.0,1.0,0.021544346900318832,0.1,0.20401193814198773,1.678032003,0.20401193814198773
3.0,2.0,0.046415888336127774,0.1,0.2542440468684176,1.74771795,0.2542440468684176
3.0,3.0,0.1,0.1,0.3040594935859023,1.144126089,0.3040594935859023
4.0,0.0,0.01,0.1,0.14427479212209593,2.8364950159999998,0.14427479212209593
4.0,1.0,0.021544346900318832,0.1,0.16363792045239997,2.998319758,0.16363792045239997
4.0,2.0,0.046415888336127774,0.1,0.2053544815761266,3.132422374,0.2053544815761266
4.0,3.0,0.1,0.1,0.24209183997807351,1.894176475,0.24209183997807351
5.0,0.0,0.01,0.1,0.11936288566124581,4.690382787,0.11936288566124581
5.0,1.0,0.021544346900318832,0.1,0.13592487062529304,4.332582762,0.13592487062529304
5.0,2.0,0.046415888336127774,0.1,0.17160772602842925,4.549026564,0.17160772602842925
5.0,3.0,0.1,0.1,0.1939315764512961,2.8935088049999997,0.1939315764512961
6.0,0.0,0.01,0.1,0.09921192976960304,7.383545863,0.09921192976960304
6.0,1.0,0.021544346900318832,0.1,0.11368363694898471,6.847127723,0.11368363694898471
6.0,2.0,0.046415888336127774,0.1,0.14486221589516843,7.176269926,0.14486221589516843
6.0,3.0,0.1,0.1,0.1594860141945296,4.432655519,0.1594860141945296
7.0,0.0,0.01,0.1,0.08254127639215017,11.577939174,0.08254127639215017
7.0,1.0,0.021544346900318832,0.1,0.09539268318363078,11.509839716,0.09539268318363078
7.0,2.0,0.046415888336127774,0.1,0.12308092508146824,10.347835755,0.12308092508146824
7.0,3.0,0.1,0.1,0.13266983463377838,6.093036981,0.13266983463377838
8.0,0.0,0.01,0.1,0.06987713054060825,14.546629417,0.06987713054060825
8.0,1.0,0.021544346900318832,0.1,0.08143698074158641,14.306487948000001,0.08143698074158641
8.0,2.0,0.046415888336127774,0.1,0.10634104518305845,14.157254466,0.10634104518305845
8.0,3.0,0.1,0.1,0.11116918974709429,8.665861089,0.11116918974709429
9.0,0.0,0.01,0.1,0.05901049133253508,19.991057621,0.05901049133253508
9.0,1.0,0.021544346900318832,0.1,0.0695154243963082,17.784688368,0.0695154243963082
9.0,2.0,0.046415888336127774,0.1,0.09199996653271088,20.242439571,0.09199996653271088
9.0,3.0,0.1,0.1,0.09321975136753498,12.086914058,0.09321975136753498
10.0,0.0,0.01,0.1,0.051943880725970795,25.265340408,0.051943880725970795
10.0,1.0,0.021544346900318832,0.1,0.06157053039311692,27.447409711,0.06157053039311692
10.0,2.0,0.046415888336127774,0.1,0.07930948195612493,19.308778787,0.07930948195612493
10.0,3.0,0.1,0.1,0.08004924661503542,17.976425578,0.08004924661503542
11.0,0.0,0.01,0.1,0.04475578810432842,31.373128026,0.04475578810432842
11.0,1.0,0.021544346900318832,0.1,0.05364012675405106,34.648830126,0.05364012675405106
11.0,2.0,0.046415888336127774,0.1,0.06839074691389709,22.278414037,0.06839074691389709
11.0,3.0,0.1,0.1,0.06893813204675478,21.140883635,0.06893813204675478
