iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,1.5377221412329167,0.0009719833532335544,0.26170129200909287,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,1.5377221412329167,0.0009719849095022472,0.41287462500622496,13.464276071081095,9.999999999999972e-07,1.2499977639322994,1.250002236069524,1.250002236069693,1.249997763932287,1.2499977639326092,1.250002236069669,1.2500022360696468,1.2499977639322697,1.250002236069728,1.2499977639322737,1.2500022360697212,1.2500022360697147,1.249997763934614,1.250002236069697,-1.000000314567716e-06,0.28175452512561844,0.4340417827838118,0.5310628054041561,0.5987795940562387,0.6489243261227163,0.687644854010274,0.7184988534587985,0.7436900466050501,0.7646637176169719,0.7824082432276799,0.7976233809598181,0.8108189838001901,0.8223766390185734
2,1.5377214065791434,0.0009719887689340012,0.3841944999876432,13.510458732441062,2.980000000000002e-06,1.249991098540682,1.2500089073783596,1.250008902125627,1.2499910997705468,1.2499911078056656,1.2500089084864008,1.2500089047876075,1.2499910999287216,1.2500088986967413,1.2499911015612808,1.250008898196766,1.250008899404999,1.2499916987570743,1.2500088987998343,-3.983048594091876e-06,0.2817575063173966,0.4340417037404653,0.5310598252416757,0.5987825727244941,0.6489273092376524,0.6876418883609045,0.7184958735660252,0.7436870664794659,0.7646607376843362,0.7824052629378775,0.7976204011569318,0.8108159998325585,0.8223766390185734
3,1.5377181198275622,0.0009719953614584338,0.030793416022788733,13.48591564303443,4.960000000000007e-06,1.249980006075988,1.250020004466608,1.2500199952139421,1.2499800083336958,1.249980025435444,1.2500200068294904,1.2500200021128172,1.2499800086048838,1.250019988879634,1.249980011772504,1.250019987949572,1.2500199898968058,1.2499813961478934,1.2500199890208357,-8.949736137185258e-06,0.28176246730666615,0.4340409869981346,0.5310548650784758,0.5987875316288915,0.648932272143363,0.6876369432937061,0.7184909136727603,0.7436821063735501,0.7646557777489499,0.7824003026594661,0.7976154412060381,0.8108110364262243,0.8223766390185734
4,1.5377128726585896,0.0009720041293925728,0.03077958303038031,13.50085987702179,6.939999999999998e-06,1.24996448304453,1.250035542065397,1.2500355198555444,1.2499644890443906,1.2499645290647168,1.2500355542458892,1.2500355326277788,1.249964489284397,1.2500355055920342,1.249964496078333,1.2500355032608728,1.250035507800762,1.2499665382894114,1.2500355058493902,-1.590133057997024e-05,0.28176940998498284,0.43404196961856567,0.5310479248758115,0.5987944708056612,0.6489392200421876,0.6876300310225124,0.7184839739197859,0.7436751661830701,0.7646488379170067,0.7823933620035842,0.7976085016205584,0.8108040797044085,0.8223766390185734
5,1.537704795772446,0.0009720152580731637,0.030344999977387488,13.507532532462141,8.919999999999989e-06,1.249944528109647,1.2500555214012121,1.2500554742120369,1.2499445414257784,1.2499446061131791,1.2500555581985293,1.2500555038417387,1.2499445417888797,1.250055448986921,1.2499445552894262,1.2500554445992995,1.2500554519441425,1.2499470844771838,1.250055448747009,-2.4838304914159346e-05,0.2817783343316546,0.43404392420692633,0.531039004005855,0.598803382810054,0.6489481539409908,0.6876211550158837,0.7184750542716807,0.7436662459197316,0.7646399182815858,0.7823844410600064,0.7975995826127404,0.8107951319652464,0.8223766390185734
6,1.5376941740841008,0.0009720287255015942,0.030310958973132074,13.504670187825578,1.0899999999999994e-05,1.2499201444893466,1.250079954112044,1.2500798562871356,1.249920164295497,1.2499202347467426,1.2500800149802676,1.2500799085645247,1.2499201665996218,1.2500798196389893,1.2499201883016247,1.2500798113876412,1.2500798224915604,1.2499230900729368,1.2500798181570811,-3.575910856010163e-05,0.28178924210014017,0.43404695267388477,0.5310281021330607,0.5988142627863667,0.6489590724916097,0.6876103094870324,0.7184641547543203,0.7436553458568236,0.7646290187843559,0.7823735396807553,0.7975886835850436,0.8107841925418777,0.8223766390185734
7,1.5376809673450371,0.00097204426768733,0.03037283301819116,13.500940920599032,1.2879999999999999e-05,1.2498913317465543,1.2501088255681947,1.2501086703573858,1.2498913590128833,1.249891437864696,1.2501089185334735,1.2501087423160997,1.2498913638561302,1.2501086175078668,1.2498913957405842,1.2501086043455942,1.2501086204082383,1.249894547187795,1.250108614260888,-4.8664062953834617e-05,0.2818021312314908,0.43405211952555905,0.5310152200527706,0.5988271200809693,0.6489719748449173,0.687597491049601,0.7184512752637836,0.7436424657133652,0.7646161394015123,0.7823606580259119,0.7975758048913525,0.8107712629575252,0.8223766390185734
8,1.5376647766475917,0.0009720622187187352,0.030308834044262767,13.489729579239475,1.4860000000000003e-05,1.2498580942849464,1.2501421194645,1.250141909927779,1.249858126321248,1.2498582073161901,1.2501422230509243,1.2501419889552299,1.2498581348593722,1.2501418447461932,1.2498581763864758,1.250141826776899,1.2501418456119164,1.2498617752663608,1.250141838350364,-6.35518263798314e-05,0.28181699997158266,0.43405802286175044,0.5310003578472466,0.5988419597308035,0.648986851674915,0.6875826769709411,0.7184364154782052,0.7436276057421645,0.7646012800470539,0.7823457966527348,0.7975609461685285,0.8107563618935862,0.8223766390185734
9,1.5376461187040384,0.0009720830404487346,0.030274500022642314,13.472451994708788,1.6840000000000008e-05,1.2498204356801275,1.2501797845375848,1.2501795695768756,1.2498204721529724,1.2498205673906146,1.2501798383393734,1.250179611924128,1.24982048192831,1.2501795061999743,1.2498205262488018,1.2501794818006273,1.250179500478305,1.2498253031051387,1.2501794934405923,-8.042310768185574e-05,0.2818338426205104,0.43406271396723517,0.5309835174501111,0.5988587991379246,0.6490036857845676,0.687565831456283,0.718419575075546,0.7436107672985547,0.7645844406613298,0.7823289565451135,0.7975441068144072,0.8107394950018768,0.8223766390185734
