iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,3.5023280145763342,0.010015232323192683,0.23123062500962988,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.5023280145763342,0.01001524796214343,0.38414124998962507,27.95447521464685,9.999999999999159e-07,1.249997763916013,1.2499977639159996,1.2499977639160005,1.2499977639160076,1.2499977639160065,1.2500022360859708,1.2499977639160473,1.249997763916002,1.2500022360859695,1.249997763916006,1.2500022360858811,1.249997763916022
2,3.502331657815916,0.010015576065535093,0.3508655829937197,27.95471693428257,2.097999999999987e-05,1.2499508516431548,1.2499508516442952,1.2499508516456084,1.249950851654468,1.2499508516718603,1.2500491492828418,1.2499508516450617,1.2499508516516147,1.2500491492801034,1.2499508516413425,1.2500491493265495,1.2499508516071707
3,3.5024080931615185,0.0100162166398695,0.014871374994982034,27.960024696839756,4.095999999999993e-05,1.249859265535508,1.2498592655486693,1.2498592655842131,1.2498592661130778,1.2498592672181252,1.2501407406316922,1.2498592653867953,1.2498592660359276,1.250140740209533,1.2498592652439324,1.2501407426000475,1.2498592632204737
4,3.502557324775703,0.010017169704138556,0.014605750038754195,27.97051892137359,6.0939999999999996e-05,1.24972301008573,1.2497230101443888,1.249723010349573,1.2497230136522472,1.2497230206237677,1.2502770098914444,1.2497230090277216,1.2497230132184263,1.2502770070494784,1.249723008192939,1.2502770221421307,1.2497229955565354
5,3.5027793613068163,0.010018435299553591,0.014822666998952627,27.98633881136378,8.091999999999984e-05,1.2495420913486137,1.2495420914788407,1.2495420922322833,1.249542104268118,1.2495421298609428,1.2504579534628528,1.2495420873342464,1.2495421027086182,1.2504579431790972,1.2495420843286642,1.2504579986231588,1.2495420383138938
6,3.5030742173259073,0.010020013493283438,0.014637791959103197,28.007835846263433,0.0001008999999999999,1.2493165172252247,1.2493165173051668,1.249316519400132,1.2493165524253649,1.2493166235885347,1.2506835620393348,1.249316505682329,1.2493165482367445,1.2506835338357514,1.2493164975360362,1.2506836879086503,1.2493163709470512
7,3.5034419134396004,0.010021904384955413,0.015982417040504515,28.035484067568515,0.00012087999999999997,1.2490462972702796,1.249046296698746,1.2490463016019282,1.249046377388517,1.2490465436829161,1.2509538184271194,1.249046269131593,1.2490463680997974,1.2509537534467388,1.2490462509216347,1.2509541131640245,1.2490459589660263
8,3.5038824772194053,0.010024108111416337,0.016706249967683107,28.069831871258266,0.00014085999999999992,1.2487314429830918,1.248731439912534,1.2487314501230575,1.2487316037136504,1.2487319485294497,1.2512686946929896,1.24873138193557,1.2487315857404597,1.251268561755218,1.2487313461602039,1.2512693075792904,1.2487307502318796
9,3.504395943695007,0.010026624856302074,0.016454416036140174,28.111722619167693,0.00016083999999999998,1.2483719676117624,1.248371957708356,1.2483719772156638,1.2483722611374704,1.2483729162907247,1.2516281492737122,1.2483718459887239,1.2483722298253732,1.2516279013075475,1.2483717822334706,1.2516293170248343,1.248370670168519
