k,l2o_t,ldro_pep_t,lpep_t
1,0.1394479930529295,0.1354920875256632,0.1501417978603569
2,0.2270792064772607,0.2204347842844454,0.1490161618500566
3,0.1082061524700666,0.224440088849406,0.159886041086151
4,0.4487732779178439,0.132974072141297,0.1584230906639761
