iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,3.5023280145763342,0.010015232323192683,0.21437070798128843,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.5023280145763342,0.010015247962029648,0.38182125001912937,27.95447521464685,9.999999999999972e-07,1.2499977639322826,1.249997763932269,1.2499977639322701,1.249997763932277,1.2499977639322761,1.2500022360697014,1.2499977639323168,1.2499977639322717,1.2500022360696998,1.2499977639322755,1.2500022360696115,1.2499977639322915
2,3.5023316577893393,0.010015294565760948,0.3325084999669343,27.95472859219173,2.980000000000002e-06,1.2499911004657196,1.2499911004654027,1.2499911004655393,1.2499911004670383,1.2499911004693514,1.2500088995618004,1.2499911004656241,1.2499911004667752,1.250008899559298,1.2499911004651574,1.2500088995648662,1.249991100460176
3,3.502342514577487,0.01001537213460474,0.014874499989673495,27.955476894066766,4.960000000000007e-06,1.2499800096164293,1.2499800096159268,1.2499800096169789,1.2499800096296552,1.2499800096548457,1.250019990502268,1.2499800096143208,1.2499800096280897,1.2500199904882665,1.2499800096100775,1.2500199905469624,1.2499800095611466
4,3.502360585026427,0.01001548066860937,0.014745916007086635,27.956729945697987,6.939999999999998e-06,1.2499644914687182,1.2499644914681407,1.2499644914723327,1.2499644915295787,1.24996449164648,1.250035508851045,1.2499644914542933,1.249964491522199,1.2500355087905926,1.2499644914396326,1.2500355090508477,1.2499644912172097
5,3.502385869192649,0.010015620168358141,0.014978583029005677,27.958497545640043,8.919999999999989e-06,1.2499445460743726,1.2499445460750036,1.249944546086975,1.249944546267409,1.2499445466395283,1.2500554545658813,1.249944546023403,1.2499445462433088,1.2500554544114648,1.2499445459774237,1.2500554552228842,1.2499445452825395
6,3.5024183672631506,0.010015790634727186,0.015020582999568433,27.960759460969516,1.0899999999999994e-05,1.2499201734991174,1.2499201735043912,1.249920173533093,1.2499201739879928,1.249920174931992,1.2500798275712073,1.24992017335953,1.2499201739271395,1.250079827197369,1.2499201732484764,1.2500798292444342,1.2499201715037045
7,3.5024580794851956,0.010015992068754821,0.014938750013243407,27.963536756219494,1.2879999999999999e-05,1.2498913738542876,1.2498913738693163,1.2498913739306545,1.2498913749220755,1.2498913769803832,1.2501086276540228,1.2498913735376418,1.2498913747868374,1.2501086268495205,1.2498913733001853,1.2501086313112562,1.249891369514689
8,3.502505006124711,0.01001622447198115,0.0146304169902578,27.966822423054474,1.4860000000000003e-05,1.2498581472457917,1.2498581472772978,1.2498581473972887,1.2498581493295573,1.2498581533657185,1.2501418545414718,1.2498581466242784,1.249858149072396,1.2501418529496435,1.2498581461512266,1.2501418616958613,1.2498581387594285
9,3.502559147543516,0.010016487846474048,0.014772333961445838,27.970635861780668,1.6840000000000008e-05,1.2498204937849593,1.2498204938457527,1.2498204940606057,1.2498204975453278,1.2498205048414812,1.250179507819753,1.2498204926566319,1.2498204970831528,1.2501795049229578,1.2498204917960496,1.2501795207293833,1.2498204784713054
