iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,0.021984397751923797,0.007061936085499783,3.858620197046548,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.022648046344937972,0.0070619135218619265,7.758639398030937,0.020043848119192104,9.999999999999159e-07,1.2426516371451508,1.242651637144174,1.2426516371431924,1.2426516371421354,1.2426516371409737,1.2426516371396479,1.2426516371381,1.242651637136229,1.242651637133894,1.2426516371323788,1.2426516371319316,1.2426516371391212,1.242651637131014,1.2426516371282688,1.2426516371321885
2,0.022003122218123707,0.007061440344954591,6.922685828991234,0.019760527975114003,2.097999999999987e-05,1.2426983958612745,1.2426983867988166,1.2426983760037051,1.2426983678562227,1.2426983626993588,1.2426983584687783,1.242698355749342,1.2426983540967167,1.2426983532035367,1.24269847435926,1.2426983601379524,1.2426984463084845,1.2426984646823944,1.2426984011542723,1.2426984528438572
3,0.022771559330736102,0.007060516583138192,4.952499691862613,0.02005924005724551,4.095999999999993e-05,1.2427897255662916,1.2427897087631046,1.2427896838602936,1.242789667721847,1.2427896586646165,1.2427896506723024,1.2427896477799056,1.2427896474318612,1.2427896483842569,1.242789511618248,1.2427894712572107,1.2427897513681285,1.2427900328408346,1.24278983809612,1.242789663212959
4,0.02352288970484958,0.007059141134128017,3.9240763252601027,0.020226868509649335,6.0939999999999996e-05,1.242925620667676,1.2429256847429992,1.242925684042175,1.2429256816099465,1.242925682045772,1.24292568408229,1.2429256875235613,1.2429256940677056,1.2429257004393963,1.2429255150640885,1.2429255350810038,1.2429252210696784,1.2429254978065143,1.2429259878048657,1.242925898969892
5,0.02261051962841403,0.007057325562356781,4.585782913956791,0.019831284320418776,8.091999999999984e-05,1.2431061187285652,1.2431061843191389,1.2431062168255804,1.2431062500766816,1.2431062754399147,1.243106303161166,1.2431063222566274,1.24310634389557,1.2431063611514448,1.2431047303059564,1.243103130038273,1.243098522214099,1.2431019513866641,1.243106079867618,1.2431065303448987
6,0.02194734669835042,0.0070550576555305595,5.028687176294625,0.020067901003759124,0.0001008999999999999,1.2433311828502733,1.2433312699017884,1.243331317811134,1.243331353691471,1.2433313685271956,1.2433313768719145,1.2433313764702225,1.2433313756881816,1.2433316890662045,1.2433296935463913,1.2433263133831838,1.2433178819322648,1.243324260804236,1.243331094667444,1.2433307246891705
7,0.02249004271715547,0.007052341477938857,4.878411720041186,0.020312085935221335,0.00012087999999999997,1.2436011234014892,1.2436011177328377,1.2436011513966172,1.243601177751021,1.2436011747880802,1.2436011611200388,1.243601131350289,1.2436010955388468,1.2436016153339162,1.2435983776071748,1.243593542339146,1.2435814104536393,1.243589790581744,1.2436004019709141,1.2436000612192595
8,0.02216606867668778,0.007049172848283426,4.8506303378380835,0.02002975882053155,0.00014085999999999992,1.2439155538813689,1.2439154319206744,1.2439154856641108,1.2439155354641047,1.2439155449524608,1.2439155321111761,1.243915484089849,1.2439154191194268,1.2439160735859567,1.2439132767911376,1.243907437260338,1.243891423888177,1.2439005026820522,1.2439140014210852,1.243914375734513
9,0.01910175990879466,0.007045591145506057,4.461898433975875,0.01843809841310903,0.00016083999999999998,1.2442734967756204,1.2442729228975145,1.2442726094095922,1.244272325695566,1.2442720385540824,1.2442717612816456,1.2442714433060578,1.24427111666756,1.2442716054175351,1.2442657517274542,1.2442592171428446,1.2442397292253058,1.244249879190413,1.244268961178224,1.2442715725038025
10,0.020843556060379704,0.00704159337380722,4.49668910400942,0.019165719093255023,0.00018081999999999983,1.244675776872917,1.244674510467936,1.2446736768726088,1.244672956374599,1.2446722831917891,1.2446716704134082,1.2446710102413778,1.2446703615574644,1.2446705442994472,1.2446583255392232,1.2446456433503479,1.2446186617004802,1.2446359473597088,1.2446662504985515,1.244672258879833
11,0.021854993528210756,0.007037171792983306,4.173569069709629,0.019399729266401808,0.0002007999999999999,1.2451224266547356,1.2451206622397382,1.2451193613741396,1.24511822227571,1.2451171569132278,1.2451162069621813,1.2451151866131183,1.2451142051225648,1.245113986941604,1.2450922446601602,1.2450678941479056,1.2450284716102453,1.2450592865182244,1.2451075166637364,1.245117788188413
12,0.022248310169123795,0.0070323310192631555,4.477355024777353,0.019792344182839677,0.00022077999999999996,1.2456143410765272,1.2456118153514284,1.2456099617437217,1.2456083758741143,1.2456068857951064,1.2456055883790793,1.2456041988352589,1.2456028871037692,1.2456021929979786,1.2455678887197936,1.2455266304900123,1.2454633830397592,1.2455174134659825,1.2455919027038238,1.24560765671273
13,0.023180289576240035,0.007027041789722657,4.54351323004812,0.020033306635077706,0.0002407599999999999,1.2461514150555701,1.2461481674046777,1.246145995371636,1.2461441823679322,1.2461424431563848,1.2461409602497526,1.246139339844244,1.2461378216918904,1.2461366942959364,1.2460871033518335,1.2460282897162167,1.24594006611038,1.2460181111215363,1.2461230414688826,1.2461443505604148
14,0.024116452402263032,0.007021280475398818,4.6490931417793036,0.020449693998675432,0.00026074,1.2467338387818174,1.2467304098760945,1.2467282701516325,1.2467264959281332,1.24672474600135,1.2467232947264988,1.246721646547424,1.2467201022907002,1.2467186499489429,1.2466529788181238,1.2465811466026586,1.2464694568841577,1.246568586367013,1.2467011761302926,1.2467286103576363
15,0.021092649449239304,0.007015066689562996,4.658273020759225,0.019594242982681125,0.00028071999999999993,1.2473601265795482,1.2473570406872658,1.2473550510816251,1.2473532689496052,1.2473514238713244,1.247349880062159,1.2473480525588276,1.2473463146523815,1.2473443097382553,1.247266071824352,1.2471855822363895,1.2470534616347853,1.2471684000142276,1.2473224052282896,1.2473571738470401
16,0.02139002216368005,0.0070084125279069555,4.591615960933268,0.019091828402559786,0.0003007,1.248029529958329,1.2480269281637875,1.2480248590292184,1.2480228679890564,1.2480207897982136,1.2480190585278403,1.2480169935236967,1.2480150173009605,1.2480123751119534,1.2479235338771058,1.2478390600136908,1.2476923985990946,1.2478177116635516,1.247987632748384,1.2480312512782425
17,0.02401885945833388,0.007001277083056073,4.861274022143334,0.020752357563050945,0.00032068000000000005,1.2487454921280638,1.248743773401134,1.2487418962163284,1.2487398997181502,1.2487377563697248,1.2487359669311826,1.2487338240472754,1.2487317515594851,1.2487285536170383,1.2486311068393594,1.2485470224362103,1.2483847959007577,1.2485216331467202,1.2487026802801375,1.2487517467769265
18,0.0207971502006188,0.006993722838862173,4.367645849008113,0.018827878040509626,0.00034066,1.2495042939594683,1.2495025189261364,1.2495005479126648,1.2494984056124059,1.2494961395554003,1.2494942575215415,1.2494920410809482,1.2494898730593116,1.2494860804919277,1.249381131978284,1.2493039124113252,1.2491256255467318,1.2492702707714014,1.2494602908781054,1.2495157476784895
19,0.02406321220924875,0.006985704853193841,4.80915764067322,0.02069879236312855,0.00036063999999999996,1.2503102098642052,1.2503086046060405,1.2503068002676987,1.2503047112028074,1.2503024841238433,1.2503006648743848,1.2502984911754944,1.250296327702759,1.250291981929387,1.2501746192298009,1.2501080997690124,1.2499183909180225,1.2500658326237801,1.2502652988469973,1.2503275325609071
20,0.024153235108707635,0.006977219400842823,4.813858903944492,0.020990202664393658,0.0003806199999999999,1.251163566914153,1.251163065071996,1.2511619120403163,1.2511601189301886,1.2511580600464582,1.2511564150463943,1.2511543276490513,1.2511522038703968,1.2511472696077934,1.2510127573423229,1.2509561272908074,1.2507616617605268,1.25090837260929,1.2511189204976467,1.2511888651718448
21,0.02202054191817302,0.006968287109412252,4.72979620564729,0.019882548384907363,0.0004006,1.2520616552152666,1.252061814957575,1.252060942305073,1.2520591751597694,1.2520570990745878,1.2520554856448816,1.252053370890769,1.252051180838175,1.2520455295412132,1.251899924694425,1.2518560196472275,1.2516646097364577,1.2518027511481704,1.2520180973494397,1.2520977746904518
22,0.02303501047229232,0.006958986564233482,4.436251878272742,0.020202219402903076,0.00042057999999999993,1.2530060408280181,1.2530073864443882,1.2530070641163593,1.2530055113584464,1.2530034924214857,1.2530019499721072,1.2529998180439124,1.2529975844099563,1.252991172174126,1.2528289900693597,1.2527819448593382,1.252563713007593,1.2527162893947772,1.2529502161878934,1.2530448929314881
23,0.022923364752739313,0.006949256851993874,4.503291912376881,0.01989186156071501,0.0004405599999999999,1.2539949880001682,1.2539979200746034,1.2539983406727242,1.253997164846759,1.2539953407650346,1.2539940051773244,1.2539919467599707,1.2539897535649576,1.2539826015618465,1.2538012897605655,1.2537466826931143,1.2535110447459663,1.253675552515643,1.253929031229695,1.254038892910658
24,0.02272114114969459,0.006939069111149046,5.043687846977264,0.020005398279216696,0.00046053999999999995,1.2550291156225613,1.2550328747365764,1.2550338862607413,1.2550330238106449,1.2550313460973759,1.2550301789878473,1.2550282185279498,1.2550261021131746,1.2550182153058618,1.254827985166272,1.2547682796886206,1.2545207841495574,1.2546927527586704,1.254959078301981,1.255078305809075
25,0.022398720397286485,0.006928434192872394,4.756933074910194,0.01940459683700714,0.0004805199999999999,1.2561058764973723,1.2561101992957149,1.2561113486728581,1.2561104209359641,1.256108587525524,1.2561073478531406,1.2561053226559864,1.2561031681117774,1.256094447282037,1.2559151888699946,1.2558498924037433,1.255595886429941,1.2557677985963365,1.2560387337336318,1.2561672738193046
26,0.022324982911259488,0.0069173628510556355,4.407212110701948,0.020229125838421985,0.0005005,1.2572292336330522,1.2572338031487298,1.2572349955880933,1.2572339277547722,1.2572318866500756,1.2572305073339973,1.2572283185774027,1.2572260110012803,1.2572182510027679,1.2570490654716955,1.256980735652371,1.2567244050404736,1.2568895159916305,1.2571623928159155,1.2573017334335086
27,0.021513134038067466,0.0069059182975678155,4.70841335086152,0.01948845985494499,0.00052048,1.2583966716131876,1.2584015548023286,1.2584023656556893,1.2584008162465132,1.2583983309607032,1.25839664190784,1.258394131900209,1.258391532209366,1.258384341482959,1.2582185207617014,1.258141090400216,1.2578865981887595,1.2580484351929886,1.2583275104922353,1.2584781103278708
28,0.02419535462517474,0.0068940616304897515,4.337910593021661,0.020700763828774903,0.00054046,1.2596130455001673,1.2596187758233945,1.2596197565639593,1.2596182450574747,1.2596157224129159,1.2596140920086638,1.2596115609399554,1.2596089559095114,1.2596023351657797,1.2594305124655374,1.2593274792896472,1.2590630363731017,1.2592415069500327,1.2595417691878106,1.2597034622070138
29,0.021740518465939974,0.006881825912153458,4.353759268764406,0.01924512966067314,0.00056044,1.2608719728849367,1.2608780458408557,1.2608789692578835,1.2608773286094523,1.2608746876364751,1.2608730639744743,1.2608704473430639,1.2608677787523668,1.260861460386875,1.260681054462142,1.2605553173448738,1.26028540644859,1.2604775256275125,1.2607968876073523,1.2609715017707759
