source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
data/03-14-54_237,0.1499542653698708,0.2575167380297887,0.1068762400508687,0.2899553828726874,0.1114087399921725,0.0935035322506688,0.671469349648319,0.3194213886124481,0.1810821194178019,0.1611775083941675,0.0968027926898508,0.4185311351501346,0.3544388503607161
