source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
data_lpep/23-42-14_1,0.1524915275386571,0.1461737953524895,0.1466776576156666,0.1493797229526092,0.147232699730514,0.1474991444047342,0.1364548125374138,0.1400133204253345,0.1244256775437053,0.1525443424396184,0.1432019992761049,0.1409229489280565,0.1371888880842499
