source_dir,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
data_l2o/13-10-11_8,0.142015111244734,0.235932171536166,0.1088370924321978,0.4936368673831912,0.1561558230877651,0.103659492497855,0.6503134509211848,0.2527626143183763,0.1432188968631601,0.1472296803808461,0.1774732441039756,0.2082380572693534,0.2257118845903765
