K,eps_idx,eps,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.1,0.1,48.071864799102926,0.384997702,48.071864799102926
1.0,1.0,0.21544346900318834,0.1,53.62125866550646,0.475315093,53.62125866550646
1.0,2.0,0.46415888336127786,0.1,62.12142294747345,0.320721657,62.12142294747345
1.0,3.0,1.0,0.1,67.9900320492092,0.249135447,67.9900320492092
1.0,4.0,2.1544346900318834,0.1,77.42613817795034,0.23783522,77.42613817795034
1.0,5.0,4.6415888336127775,0.1,81.00000000360932,0.187580209,81.00000000360932
1.0,6.0,10.0,0.1,80.99999971332936,0.176143744,80.99999971332936
2.0,0.0,0.1,0.1,25.438993038926068,0.653962007,25.438993038926068
2.0,1.0,0.21544346900318834,0.1,29.629967031433495,0.653722294,29.629967031433495
2.0,2.0,0.46415888336127786,0.1,37.641832192906335,0.684713362,37.641832192906335
2.0,3.0,1.0,0.1,44.33684782528104,0.553414038,44.33684782528104
2.0,4.0,2.1544346900318834,0.1,50.357158987848734,0.405896354,50.357158987848734
2.0,5.0,4.6415888336127775,0.1,60.75748519803708,0.451145306,60.75748519803708
2.0,6.0,10.0,0.1,62.015625032473494,0.287975417,62.015625032473494
3.0,0.0,0.1,0.1,13.470150472017142,1.135713469,13.470150472017142
3.0,1.0,0.21544346900318834,0.1,16.3028265310558,1.037145627,16.3028265310558
3.0,2.0,0.46415888336127786,0.1,19.401100579814834,0.870343593,19.401100579814834
3.0,3.0,1.0,0.1,24.802719652181036,1.028468909,24.802719652181036
3.0,4.0,2.1544346900318834,0.1,31.642922040301723,0.861156666,31.642922040301723
3.0,5.0,4.6415888336127775,0.1,38.22555091518977,0.792859283,38.22555091518977
3.0,6.0,10.0,0.1,44.6558062619789,0.540704136,44.6558062619789
4.0,0.0,0.1,0.1,6.905930553953162,1.723724126,6.905930553953162
4.0,1.0,0.21544346900318834,0.1,7.601436386114455,1.37475126,7.601436386114455
4.0,2.0,0.46415888336127786,0.1,8.764008756432862,1.159614919,8.764008756432862
4.0,3.0,1.0,0.1,10.880574426860619,1.442756823,10.880574426860619
4.0,4.0,2.1544346900318834,0.1,13.970897631283107,1.334595295,13.970897631283107
4.0,5.0,4.6415888336127775,0.1,18.142994063146634,1.320819964,18.142994063146634
4.0,6.0,10.0,0.1,24.663282974443412,1.033424564,24.663282974443412
