iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,0.8318133715310844,0.009292626164366569,2.6354051060043275,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108
1,0.8318133715310844,0.00929264485164942,2.230094610946253,7.8485307533449555,9.999999999999972e-07,1.8873455924666638,1.8873455924666889,1.8873455924666553,1.8873455924667035,1.8873455924666669,1.887345592466645,1.8873455924668792,1.887345592466645,1.8873455924666553,1.8873510877003639,1.8873510877003534,1.887345592466945,1.8873455924667182,1.8873455924667064,1.8873455924666722
2,0.8318142664002192,0.00929269516255747,2.091195852961391,6.8973181676638395,2.980000000000002e-06,1.8873374286764668,1.8873375015115825,1.8873388760004108,1.8873374745836702,1.8873375676153394,1.8873373997585778,1.8873467139599118,1.8873384217461804,1.88733795120739,1.8873537098764903,1.8873590313235795,1.887339119446878,1.8873374057487402,1.8873375434811284,1.8873375636919827
3,0.8318166210347024,0.009292778838436763,0.11108129913918674,6.897271573503512,4.960000000000007e-06,1.8873237879473495,1.8873240593848664,1.8873285337424996,1.8873239819165815,1.8873242505554821,1.8873237368581919,1.8873531493866058,1.8873269536315684,1.8873254125759715,1.887353636843027,1.8873721914189652,1.8873270748265139,1.8873237462599581,1.8873240150458297,1.8873240555099973
4,0.8318204764261996,0.009292896531624099,0.1177332999650389,6.897124906292931,6.939999999999998e-06,1.8873046565026081,1.8873052565552333,1.8873145785334007,1.8873051084671248,1.8873056223433329,1.8873045977957696,1.8873652082609518,1.8873111193408363,1.8873079092639784,1.8873497238457995,1.8873905989442155,1.8873094059540287,1.8873046059903618,1.8873049749371225,1.8873050332499213
5,0.8318258576284173,0.009293048705365865,0.1115377910900861,6.896895488802197,8.919999999999989e-06,1.8872800304419985,1.8872810864380807,1.8872969496195093,1.8872808499614753,1.8872816700051727,1.8872799811517855,1.8873829980927477,1.8872908300547533,1.8872853848752174,1.8873413327843664,1.8874142757277492,1.887286098072872,1.8872799828458917,1.8872804135683112,1.8872804866059583
6,0.8318327849459088,0.009293235699514561,0.11357191414572299,6.896561366639137,1.0899999999999994e-05,1.8872499092200197,1.8872515441769933,1.887275566016405,1.887251203149298,1.8872523841535391,1.8872498871501164,1.887406562322023,1.8872660028716728,1.887257795636247,1.887328069211873,1.8874432376026262,1.8872571487443122,1.8872498767907004,1.8872503284520048,1.8872504128584093
7,0.8318412742993616,0.00929345777303947,0.11723007005639374,6.896118358772826,1.2879999999999999e-05,1.8872142937915604,1.8872166259474341,1.8872503426663025,1.8872161654168857,1.887217757516572,1.8872143168039053,1.8874359175741198,1.8872365647864249,1.8872251070617583,1.887309674299686,1.8874774967200971,1.887222560750762,1.8872142887517664,1.8872147201044747,1.8872148124707404
8,0.8318513384008137,0.00929371513014486,0.13967670709826052,6.895570504516752,1.4860000000000003e-05,1.8871731858483949,1.8871763285320655,1.8872211961215353,1.8871757345603328,1.8871777840760158,1.8871732715159648,1.8874710675667354,1.8872024520485784,1.8871872911383292,1.887285971621871,1.887517063005461,1.887182339376905,1.887173220065537,1.8871735904409612,1.8871736874297445
9,0.831862987656987,0.009294007936107306,0.1105218380689621,6.894894006852336,1.6840000000000008e-05,1.8871265875118612,1.8871306491637805,1.8871880465976778,1.887129908659029,1.8871324586241767,1.8871267529596782,1.887512009264974,1.8871636087639398,1.8871443244463695,1.8872568380718628,1.8875619448841425,1.8871364912544968,1.8871266723593283,1.8871269422086394,1.8871270405689922
