iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1
0,0.15221193413955214,0.0810432401699086,0.44840841699624434,,,1.2500000000000002,1.2500000000000002
1,0.15478151635147258,0.08104309970925958,0.1468447910156101,0.08698365816107818,9.999999999999972e-07,1.2500022360694656,1.2500022360688656
2,0.15159661076255343,0.08104268126882956,0.1459739999845624,0.0869665025264566,2.980000000000002e-06,1.2500088999175671,1.2500088948567507
3,0.1425194775121262,0.08104198626997988,0.0009824999724514782,0.08216633956277744,4.960000000000007e-06,1.250019964970943,1.2500199581623819
4,0.14680186245287477,0.0810410132609156,0.001162917003966868,0.08479775937661545,6.939999999999998e-06,1.2500354525197552,1.2500354513626997
5,0.14582690935995266,0.08103976229830116,0.000980250013526529,0.08508912052398131,8.919999999999989e-06,1.2500553671835957,1.250055368047273
6,0.14860495555665332,0.08103823274935062,0.0008964170119725168,0.0856185543161342,1.0899999999999994e-05,1.2500797157523307,1.250079722373285
7,0.15154144485836019,0.08103642555820384,0.0009414159576408565,0.0841219082313778,1.2879999999999999e-05,1.2501084712326036,1.2501085128455292
8,0.14454154624956025,0.08103434244828522,0.0008678750018589199,0.08358652221564802,1.4860000000000003e-05,1.250141627223651,1.2501416901975106
9,0.14928181615968125,0.08103197928376582,0.001081207999959588,0.08661446590178876,1.6840000000000008e-05,1.2501792551341697,1.2501793152181044
10,0.15083695090135885,0.08102933734759551,0.0008887909934855998,0.08544073003620209,1.8819999999999986e-05,1.250221321072528,1.2502213830040114
11,0.14754594914607363,0.08102641679718184,0.0009214590536430478,0.08528713020930061,2.079999999999999e-05,1.2502678197571313,1.250267895200426
12,0.14861529917646407,0.08102322174244832,0.0009894169634208083,0.08333578600060271,2.2779999999999995e-05,1.2503186851361843,1.2503187882970612
13,0.14398252905315273,0.08101975156133251,0.0010039579938165843,0.08371533782291808,2.476e-05,1.2503739358246768,1.2503740642279735
14,0.1475301913109704,0.08101600653125088,0.0008511250489391387,0.08286069544430237,2.6740000000000005e-05,1.250433531645318,1.2504337585403236
15,0.1526858079451428,0.08101197975007136,0.0008458329830318689,0.08626611017421182,2.8719999999999996e-05,1.2504976393164247,1.2504979217417553
16,0.14635996222426279,0.08100767730396406,0.0008420000085607171,0.08361291248679753,3.07e-05,1.2505661190013064,1.2505665048104202
17,0.1550534735700272,0.0810030922676114,0.0008694999851286411,0.08590777700358528,3.2680000000000006e-05,1.2506390968630499,1.2506396029102453
18,0.14834630839997354,0.08099823210949662,0.0009222080116160214,0.08443494159415665,3.466000000000001e-05,1.250716493941821,1.2507170560829328
19,0.14877034330638494,0.08099309555238982,0.0009913339745253325,0.0845971607679242,3.664e-05,1.2507983191947531,1.2507988990499217
20,0.14754063356413347,0.08098768039657189,0.0009005410247482359,0.0849713348972038,3.8620000000000006e-05,1.2508845951648735,1.250885182563765
21,0.1421151111440322,0.08098199715324694,0.0009278749930672348,0.08259352038488248,4.0600000000000004e-05,1.250975156265268,1.250975739468852
22,0.1530033005028083,0.0809760237536174,0.0008942920248955488,0.08710593731076358,4.2579999999999996e-05,1.2510703378652157,1.2510709414530246
23,0.15038571078356489,0.08096977480735279,0.0008890840108506382,0.08391525936962359,4.4559999999999993e-05,1.2511698783612366,1.2511705893377068
24,0.1501373761610046,0.080963240063901,0.0009242499945685267,0.08593938207134705,4.654e-05,1.251273948557379,1.2512748412850863
25,0.15059187519180167,0.08095643455945195,0.0008648749790154397,0.08324232896362203,4.8519999999999996e-05,1.251382310147634,1.251383459064356
26,0.14371929865344701,0.08094936429188773,0.0008966660243459046,0.0827619150456601,5.05e-05,1.2514949407518046,1.2514962712081843
27,0.1486827682330588,0.0809420142363755,0.0008280830224975944,0.0847175841114318,5.2480000000000006e-05,1.2516120297780422,1.25161357422339
28,0.1495741959357818,0.08093438306029965,0.0008728340035304427,0.08563202751813521,5.4460000000000004e-05,1.2517336819417306,1.2517353028707574
29,0.15368828497431597,0.08092644941958306,0.0008456250070594251,0.08871062671851614,5.644000000000001e-05,1.25186019958731,1.2518618419390617
30,0.1486064938991828,0.08091824773389493,0.0010301669826731086,0.08365113436434725,5.842e-05,1.2519910034951405,1.2519926786637057
31,0.15138075698675324,0.0809097541495834,0.0008757499745115638,0.08698569668477144,6.04e-05,1.2521264825256893,1.2521281881610173
32,0.15431626332164247,0.08090096243029427,0.0009620410273782909,0.08831505219043363,6.238000000000001e-05,1.2522667837435408,1.2522684227350875
