iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.019003177832438507,0.0007652677697838161,0.1349765839986503,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.017336924130623575,0.0007652622571748455,0.08895925001706928,0.013330755252549798,9.999999999999159e-07,1.250002236083163,1.2500022360819636,1.2500022360798753,1.250002236076303,1.2500022360702598,1.2500022360604206,1.2500022360456082,1.2500022360258582,1.2500022360026615,1.2500022359765133,1.2500022359434018,1.2500022358913847,1.2500022357887364,1.2500022355155487,1.2500022338915637,1.0000059051756277e-06,0.28175452512999455,0.43404378278440764,0.5310648054075294,0.5987795940572793,0.6489243261205946,0.6876468540036763,0.7185008534440941,0.7436920465783662,0.7646657175749589,0.7824102431677098,0.7976253808759443,0.8108209836705699,0.8223776387451134,0.8325843815233089
2,0.01752724333111009,0.0007651465622348893,0.08870600000955164,0.013392235047708798,2.097999999999987e-05,1.25004915766182,1.2500491435289265,1.250049140412352,1.2500491516265486,1.2500491705125458,1.250049190105966,1.2500492036808297,1.2500492087154296,1.2500492078181054,1.2500492002219252,1.2500491822387796,1.2500491560099622,1.2500491288050517,1.2500491057802743,1.2500490660542782,2.1983468439571397e-05,0.2817755031333784,0.434064761580336,0.5310857899792933,0.598800587615196,0.6489453291501892,0.6876678621783725,0.7185218566639953,0.7437130360117647,0.7646866990140098,0.7824312325241802,0.7976463828222254,0.8108419894446061,0.8223986377532286,0.8325843815233089
3,0.018027918329525987,0.0007649205941266164,0.005223624990321696,0.013452572487554021,4.095999999999993e-05,1.2501407498038655,1.2501407166260932,1.2501407490116652,1.2501408349692424,1.2501409452016605,1.250141048579825,1.2501411117313193,1.250141125114508,1.2501411154466924,1.2501411001440677,1.250141067243812,1.2501410096015506,1.2501409392847262,1.2501408711257573,1.2501407548856622,6.294541647879922e-05,0.28181646313889896,0.43410574303899396,0.5311268064215127,0.5988416458447787,0.6489864243343723,0.6877089670002319,0.7185629163266568,0.7437539979191399,0.7647275730295777,0.7824720947496695,0.7976872999819515,0.8108829742538554,0.8224396671538161,0.8325843815233089
4,0.016609221330203695,0.0007645915490477189,0.005130083009134978,0.012957467762025141,6.0939999999999996e-05,1.2502769589229064,1.2502768490087912,1.2502767549935938,1.2502766510581174,1.2502764510443194,1.2502760740636945,1.2502755262830272,1.2502750191198064,1.2502748569499738,1.2502750904680022,1.2502754962165954,1.2502758663245994,1.2502761335332588,1.2502763055623822,1.2502762504655627,0.00012384912084639337,0.28187732445054037,0.43416654302816954,0.5311875062254775,0.5989021672370504,0.6490466200237436,0.6877685912049922,0.7186216647366214,0.7438117379538284,0.7647846545684418,0.7825292362383846,0.7977450574345512,0.8109414899143592,0.8224988202156126,0.8325843815233089
5,0.018232819324834112,0.0007641512511243931,0.005276749958284199,0.013931150820407127,8.091999999999984e-05,1.2504581250181834,1.2504579688600799,1.2504578536575188,1.2504576996823735,1.2504573464915354,1.2504566354265347,1.2504555815653091,1.2504545904317144,1.2504542253229165,1.250454575996019,1.250455241875796,1.2504558544394293,1.2504562929778709,1.2504565659428253,1.250456447733895,0.0002048635623609569,0.28195831601069526,0.4342475217939887,0.5312684456839496,0.5989829997650825,0.6491272045363369,0.6878486832836496,0.7187009584821415,0.7438900879035487,0.7648623635492856,0.7826069522367217,0.7978232890637429,0.8110203702472776,0.8225782412876476,0.8325843815233089
6,0.017580557473307383,0.0007635992278741697,0.00524870801018551,0.013128858664145187,0.0001008999999999999,1.2506835986816824,1.2506833979221077,1.2506834325314604,1.2506835742064346,1.2506835605587525,1.2506830493487653,1.2506819058263303,1.250680643830372,1.2506801340158455,1.2506805767437121,1.250681403305157,1.250682074524088,1.2506824351494041,1.2506825356631386,1.2506821222166202,0.00030567110100715515,0.2820591227272106,0.4343483986896067,0.5313694382432482,0.5990841077764406,0.6492283244187997,0.6879495407281008,0.7188011411914335,0.7439893325129566,0.764960924041815,0.7827054968327775,0.7979223660052285,0.8111201233357515,0.8226785332911302,0.8325843815233089
7,0.018987182604864906,0.0007629340097037161,0.005096916982438415,0.014126617874410136,0.00012087999999999997,1.2509542596688181,1.2509540265828265,1.2509544526483298,1.2509552531702155,1.2509559911918364,1.2509560722605262,1.2509551496359603,1.250953812142891,1.2509532431145887,1.250953789298746,1.2509547547093551,1.2509554494181818,1.2509556836706872,1.250955545721411,1.2509547594121557,0.0004266941934781955,0.28218017860240957,0.43446964677296646,0.5314909648389179,0.5992059365880399,0.6493503547655147,0.6880714737839734,0.718922519073815,0.7441098411557863,0.7650807602262233,0.7828252710088839,0.7980426068017866,0.8112409998198407,0.8227999403594043,0.8325843815233089
8,0.01821071445044392,0.0007621640181364171,0.005177750019356608,0.013890698005491631,0.00014085999999999992,1.2512698437875003,1.2512698830549835,1.2512709429595632,1.2512725446888886,1.2512740395738344,1.2512745011272681,1.2512732858975846,1.2512710515211327,1.251269482364321,1.2512693931142413,1.2512701693903747,1.2512709607181733,1.2512714078278562,1.2512714815850978,1.2512706595976395,0.0005678316943125622,0.2823214858929402,0.4346112489924076,0.531632917306575,0.5993482199973694,0.6494927984935384,0.6882136630281579,0.7190638099760431,0.7442496839027715,0.7652192097536479,0.7829630505625668,0.7981805594575975,0.8113796127769705,0.8229393090388988,0.8325843815233089
9,0.01879232966886647,0.0007612799007586453,0.005160209024325013,0.013871563532895193,0.00016083999999999998,1.2516302887319726,1.2516307085639908,1.2516326018660604,1.251635441001204,1.2516383641556958,1.2516400217426324,1.2516393060807598,1.2516367828332329,1.2516345664673671,1.2516339531824225,1.2516344575035372,1.2516351215640849,1.2516354718315208,1.251635421832953,1.251634310975356,0.0007290123640000071,0.28248290678125015,0.4347730678604397,0.5317952792976293,0.5995112043982606,0.6496563203084254,0.6883773476176354,0.7192269864342794,0.7444117225593879,0.7653800590566647,0.7831233136236372,0.7983409733256445,0.8115405962485539,0.8231009204160644,0.8325843815233089
