iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,0.021424592566085508,0.0009719833532335544,0.1228803750127554,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,0.020010369928257776,0.0009719762149695228,0.08257983298972249,0.015280632954324622,9.999999999999159e-07,1.2500022360835088,1.250002236082444,1.250002236080634,1.2500022360776772,1.2500022360729708,1.2500022360658116,1.2500022360555325,1.2500022360414988,1.2500022360225629,1.2500022359956036,1.2500022359522098,1.2500022358680887,1.250002235648175,1.2500022343601513,1.0000061123176421e-06,0.2817545251303497,0.43404378278485917,0.5310648054082084,0.5987795940584457,0.6489243261227817,0.6876468540079195,0.7185008534520987,0.7436920465920404,0.764665717594683,0.7824102431902865,0.7976253808920141,0.8108209836367236,0.8223766390185734
2,0.019171624173952552,0.0009718287871121163,0.0845136659918353,0.015017338852819395,2.097999999999987e-05,1.2500491523123227,1.2500491405038052,1.2500491079414378,1.2500490464950917,1.2500489335083582,1.2500487520309178,1.2500485296791248,1.2500483618097018,1.2500483438267003,1.2500484727876395,1.2500486644404483,1.2500488405341035,1.2500489653118174,1.2500490048819086,2.197989725367645e-05,0.28177549693027987,0.43406473757837727,0.5310857285178561,0.598800457820265,0.6489450834216142,0.687667439999848,0.7185212135270967,0.7437121946387703,0.7646857687290938,0.7824303549083312,0.7976456565290055,0.8108414403234528,0.8223766390185734
3,0.020073034286044383,0.0009715392232824642,0.004587916017044336,0.015291409232320625,4.095999999999993e-05,1.2501407596600302,1.2501407400689972,1.2501407012976835,1.2501405919721678,1.2501403572755239,1.2501399561520385,1.2501394465625497,1.250139043965294,1.2501389757700838,1.2501392511316363,1.2501396858945322,1.25014010051398,1.2501404086428627,1.250140515578634,6.294768255340097e-05,0.2818164602791088,0.43410569470697546,0.5311266597252984,0.5988413266418475,0.6489858286008967,0.6877079763617568,0.7185614649215513,0.7437521679276784,0.7647256031404099,0.7824702539705677,0.7976857600848162,0.810881775827246,0.8223766390185734
4,0.02044051741185014,0.0009711067094433617,0.00460720801493153,0.015664452547468913,6.0939999999999996e-05,1.2502771611656436,1.250277171601893,1.2502771864885915,1.2502770774411924,1.2502767506144055,1.2502761344372284,1.2502753166945328,1.250274645470334,1.2502745020316117,1.250274920387485,1.2502756119033904,1.2502762848154498,1.2502767936679637,1.2502769628685262,0.00012395134884120006,0.28187747856984346,0.434166731976143,0.5311876927940855,0.5989023136767619,0.6490467005180558,0.6877686374999175,0.7186218273563156,0.7438122306709792,0.7647855087583737,0.7825302192593074,0.7977459367526423,0.8109421942564784,0.8223766390185734
5,0.020896947165343058,0.0009705301898015446,0.004690708010457456,0.015518124296176545,8.091999999999984e-05,1.2504581695447776,1.250458301987291,1.2504585335209704,1.2504586764146144,1.2504585506421053,1.2504579650821006,1.2504569679887758,1.2504560532258966,1.2504558248704547,1.2504563828163797,1.2504573264509624,1.2504582341775865,1.2504588996680601,1.250459076529924,0.00020490673919798375,0.28195850485138535,0.43424785868134863,0.531268930502714,0.5989836357713699,0.6491280139308733,0.6878497724152953,0.7187025955202465,0.7438925676167077,0.7648655769771207,0.7826103165292648,0.7978262950338522,0.8110228814311016,0.8223766390185734
6,0.020171565246032752,0.0009698135939580466,0.00478924997150898,0.0153596617443025,0.0001008999999999999,1.2506839291739507,1.2506841606068932,1.2506845566808482,1.2506848493327307,1.2506847856356802,1.2506840875221181,1.2506828179785636,1.2506816759355546,1.2506815063631052,1.2506824283092066,1.250683859021616,1.25068520177241,1.2506861740534443,1.250686435982992,0.00030586520876796445,0.2820595182417285,0.4343489433303641,0.5313700736727143,0.5990847864750988,0.649229055675925,0.6879505195180773,0.7188028675292686,0.7439923514974808,0.7649651261196665,0.7827100139205844,0.7979264079161387,0.811123462394487,0.8223766390185734
7,0.02049689359465317,0.0009689562540287269,0.004579209024086595,0.0155912610805523,0.00012087999999999997,1.250954650711408,1.2509548917437083,1.250955400849489,1.2509558071180986,1.2509557755281604,1.2509549407469398,1.2509533912390158,1.2509520442301338,1.250951983649431,1.250953327318488,1.2509552903584864,1.2509570956212848,1.2509583900604397,1.2509587315164603,0.0004269145283574755,0.2821805818881382,0.4344700585108219,0.5314912307041237,0.5992059342185556,0.6493500757458218,0.6880712250977135,0.7189230815890801,0.7441120728469961,0.7650846270263201,0.782829692957501,0.7980465355681083,0.811244083795759,0.8223766390185734
8,0.02137008224181759,0.0009679532558079835,0.0046363340225070715,0.016054641445747114,0.00014085999999999992,1.2512704044540732,1.2512708662497254,1.2512718035649264,1.2512726660310975,1.2512730183303822,1.2512723702189754,1.251270773505412,1.2512693010573952,1.2512692473026836,1.2512707551689501,1.2512729018185837,1.2512747961585895,1.2512760652296548,1.2512762274965987,0.0005681288025594446,0.2823219262719855,0.4346116067345573,0.5316329904587862,0.5993478699681064,0.6494920768167888,0.6882130962346564,0.7190646151079702,0.7442532102024518,0.7652255576669259,0.7829707264413753,0.798187875818846,0.8113857451600537,0.8223766390185734
9,0.018883302218600028,0.0009668282687779451,0.004532874969299883,0.014744199723518182,0.00016083999999999998,1.2516306395667398,1.2516305337141824,1.2516312163544758,1.2516318218161147,1.2516317087736604,1.2516302779248867,1.2516277079647353,1.2516254945717535,1.2516253304218465,1.2516273376823022,1.251630247374557,1.2516328531346157,1.2516346355583057,1.251634902146381,0.000729143061280653,0.2824826987008406,0.4347722793683759,0.5317935274712003,0.5995081418794582,0.649651844530222,0.6883720357365731,0.7192224653725048,0.7444100349684626,0.7653818697436798,0.7831272317761702,0.7983450694262343,0.8115437565342701,0.8223766390185734
10,0.019199895480338233,0.0009655834686318686,0.004524000047240406,0.014977207787370427,0.00018081999999999983,1.2520354873187833,1.252034568445092,1.2520345491052263,1.2520341163093058,1.2520323808950207,1.252028707195194,1.252023715156935,1.2520198646357121,1.2520196502973693,1.2520230725037491,1.2520280548684704,1.2520326481665514,1.2520359542383026,1.2520368613362929,0.000910025467049885,0.28266319759700986,0.4349524329512542,0.5319731505837781,0.5996869015369573,0.6498292446768537,0.6885474900984632,0.7193955924271337,0.7445811308015708,0.7655520807853952,0.7832980111959297,0.7985173992380475,0.8117178801675402,0.8223766390185734
11,0.020827490389164552,0.0009642032929022593,0.0045298750046640635,0.016003809080322597,0.0002007999999999999,1.252485843165481,1.2524843732497823,1.2524840306812428,1.2524829164131082,1.2524797931550444,1.252473807178123,1.252465811399139,1.2524591595671901,1.2524573998110156,1.2524608871501886,1.2524670866321486,1.2524733513965183,1.2524782473324412,1.2524799588200064,0.0011112695981834733,0.2828641979361558,0.43515325818112327,0.5321736153807606,0.5998866498295423,0.6500277093313693,0.6887439331347626,0.7195893761882722,0.7447722363691993,0.7657414443167605,0.7834871371170231,0.7987075464701721,0.8119096241317062,0.8223766390185734
12,0.02006628847782921,0.000962681021319814,0.004447082988917828,0.015086278868490217,0.00022077999999999996,1.252980411641556,1.2529782422792024,1.2529775173225304,1.2529758085280909,1.2529716077463573,1.2529639311889784,1.252953870065378,1.252945520773331,1.2529432246475507,1.2529474889438477,1.2529552807495379,1.2529633330736605,1.2529697817682435,1.2529722271887824,0.0013322295429362722,0.28308486017352563,0.43537372894619986,0.5323937631998289,0.6001061983429857,0.6502462101919132,0.6889608029294968,0.7198041350167006,0.7449849573630194,0.7659530195947111,0.7836988912819022,0.7989205086394353,0.8121241783733301,0.8223766390185734
13,0.018471539935599968,0.000961060699673358,0.004613334021996707,0.014531752520299236,0.0002407599999999999,1.2535190701595444,1.2535153653462836,1.2535130706399136,1.2535092017252691,1.253501828181622,1.2534898800917569,1.2534751395065666,1.2534633063087754,1.253460227391723,1.2534664832791345,1.2534778229335297,1.2534896384139218,1.2534992283868616,1.2535032536558246,0.0015727630177093312,0.2833246820414692,0.4356128240023039,0.5326318140421394,0.6003426360923884,0.6504801911780319,0.6891913173925011,0.7200304675952157,0.7452074753838126,0.766173560035254,0.7839199694061161,0.7991439952804481,0.8123507276000332,0.8223766390185734
14,0.019715212575108373,0.0009593233335948009,0.004493749991524965,0.01540462755294372,0.00026074,1.2541029929350356,1.2540979251220394,1.2540938731100493,1.2540872753899224,1.2540757616090623,1.2540581778400182,1.2540371267612314,1.2540202909417648,1.2540155099150825,1.254023646225177,1.2540390364265213,1.2540553850350173,1.2540688779270166,1.2540749331785437,0.0018334786541511468,0.2835847593131991,0.4358720681694254,0.5328897631686177,0.6005985396956808,0.6507329675398221,0.6894396606107017,0.7202733890169676,0.7454452951300581,0.7664084747692947,0.7841551473052217,0.7993819047381098,0.8125923429971519,0.8223766390185734
15,0.018887642117544595,0.0009574673418289943,0.004652875009924173,0.01461501044649769,0.00028071999999999993,1.2547304531578067,1.2547236543398,1.254717775237563,1.2547083291866292,1.2546924134499504,1.2546687571219817,1.2546408584057662,1.2546185880024077,1.2546119943543348,1.2546222619046608,1.2546421672330403,1.2546635394693582,1.2546813145085371,1.2546894985381074,0.0021135011169791324,0.28386400027959385,0.4361503712631359,0.5331666234738414,0.6008731134870611,0.6510040341731164,0.6897057459070186,0.7205333707269268,0.7456995210753948,0.7666594215496363,0.7844064086489331,0.7996362867141006,0.8128509534212252,0.8223766390185734
16,0.021048516740065207,0.0009554529529879734,0.006696875032503158,0.01567163677666381,0.0003007,1.2554032397540835,1.2553949966164861,1.2553881127363948,1.255377159113267,1.2553587020694965,1.25533121526319,1.2552987008702283,1.2552726394370268,1.2552648463906328,1.2552768383539061,1.255300236261574,1.255325480359704,1.2553466245609008,1.2553566137110235,0.002413759945072685,0.28416373550454216,0.4364496023704537,0.5334650692599974,0.6011701825820105,0.6512987777764122,0.6899969208766089,0.720819926558679,0.7459815748214721,0.766938880408009,0.7846861582421816,0.7999185905510614,0.8131366820899257,0.8223766390185734
17,0.02002596491838629,0.0009533088227117001,0.00461487501161173,0.015384054738101845,0.00032068000000000005,1.2561207551402984,1.256111992699916,1.2561045191663964,1.2560923393227368,1.2560715882601716,1.2560404164375458,1.256003209096468,1.255973015243631,1.2559635276125747,1.2559767779198125,1.2560033454333372,1.256032287799129,1.2560567236657343,1.256068440107785,0.002733944512848473,0.28448383006655026,0.4367693295973416,0.5337841222509543,0.601487961814148,0.651614310178105,0.6903088975271928,0.721127181818867,0.7462840943077522,0.7672385010803494,0.7849858040170307,0.800220630544202,0.8134420914484157,0.8223766390185734
