iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10
0,2.2104076979103766,0.002154720529574749,0.25069320801412687,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134
1,2.2104076979103766,0.0021547311999958185,0.3877832909929566,13.898952218070656,1.0000000000000006e-06,1.2500022360676428,1.2499977639344095,1.249997763934328,1.2499977639343063,1.2499977639343052,1.2499977639343052,1.2500022360674203,1.2500022360676954,1.249997763934411,1.2500022360676717,1.2500022360676692,9.9999933835854e-07,0.2817525251259593,0.43404178278091293,0.5310628054050576,0.598777594056613,0.6489223261229741,0.6876448540111347,0.718498853459762,0.7436900466059633,0.7646637176178983,0.7824092432280134
2,2.21040461053571,0.0021547437978010793,0.343525167030748,13.902032093182713,1.1800000000000006e-06,1.2500048745876,1.2499951254649415,1.2499951254634454,1.249995125346194,1.249995125424787,1.249995125359695,1.25000487427802,1.2500048746103793,1.2499951258199604,1.2500048746400223,1.2500048746156502,2.1523056992551324e-06,0.2817513451848473,0.4340406028612909,0.5310616253921774,0.5987764140699023,0.6489211461270755,0.6876436740149194,0.7184976733924656,0.7436888666180597,0.7646625376316751,0.7824092432280134
3,2.2104009870878114,0.002154758312657908,0.013962250028271228,13.901801865929542,1.3600000000000005e-06,1.2500079153437682,1.2499920843590016,1.2499920846008652,1.2499920842842809,1.2499920844682157,1.2499920842508279,1.2500079154239256,1.2500079156598554,1.2499920864049368,1.2500079158320694,1.250007915644335,3.4970613928708774e-06,0.28174998521180783,0.4340392430076967,0.5310602653851275,0.598775054097715,0.6489197861293856,0.6876423140236624,0.7184963133998006,0.7436875066616451,0.7646611776723764,0.7824092432280134
4,2.2103968135312098,0.0021547747465243397,0.01383091602474451,13.902510084028199,1.5400000000000005e-06,1.2500113586263297,1.2499886407780214,1.2499886412450159,1.2499886406085863,1.249988641072891,1.2499886406826326,1.2500113587968298,1.2500113591867563,1.249988643841409,1.2500113596379456,1.2500113591060016,5.031006733467004e-06,0.28174844530579995,0.43403770318600493,0.5310587253166694,0.5987735141293795,0.6489182461419777,0.6876407740399368,0.7184947733949066,0.7436859666950508,0.7646596377520957,0.7824092432280134
5,2.2103921111968012,0.002154793090994036,0.013838374987244606,13.90570381307861,1.7200000000000005e-06,1.2500152032694314,1.2499847935958914,1.2499847957132209,1.2499847946311138,1.249984795483383,1.2499847942396165,1.2500152115471352,1.2500152053541695,1.2499848118465602,1.25001520689781,1.250015204870425,6.751599924625716e-06,0.281746724929793,0.43403598336656846,0.531057005329551,0.5987717942503147,0.6489165261069515,0.6876390540810713,0.7184930541834944,0.743684247054984,0.7646579180229977,0.7824092432280134
6,2.2103869109357284,0.0021548133541995887,0.013899832963943481,13.902517158723235,1.9000000000000004e-06,1.250019449934598,1.2499805435189808,1.2499805478110375,1.2499805461906792,1.2499805474906247,1.2499805451740655,1.2500194672242473,1.2500194540175722,1.2499805797271843,1.250019456881017,1.2500194531330138,8.657788452199031e-06,0.28174482448605226,0.4340340836427952,0.5310551053628946,0.598769894403652,0.6489146260607793,0.6876371541206473,0.7184911549010249,0.7436823474615101,0.7646560183463526,0.7824092432280134
7,2.2103812550708013,0.0021548355394640562,0.013956916984170675,13.901325067490848,2.0800000000000004e-06,1.2500240987366869,1.2499758906951557,1.2499758976534943,1.2499758954228868,1.2499758969819117,1.2499758934444016,1.2500241220773034,1.2500241051164367,1.2499759449717711,1.2500241093276039,1.250024103924649,1.0748771672474932e-05,0.28174274404238503,0.43403200415738646,0.5310530255292789,0.5987678145944022,0.6489125460017874,0.6876350741321903,0.718489075027543,0.7436802678384243,0.7646539387132465,0.7824092432280134
8,2.210375198075442,0.0021548596562793332,0.013557500031311065,13.89621872254759,2.2600000000000004e-06,1.2500291504332226,1.2499708357906558,1.2499708451508662,1.2499708421557727,1.2499708437321735,1.249970839345425,1.2500291668097787,1.2500291584861563,1.2499708968273886,1.2500291631499307,1.250029157588157,1.3024335395274089e-05,0.28174048398373447,0.43402974511870895,0.5310507657531734,0.598765554763099,0.6489102859697626,0.68763281408064,0.7184868135637901,0.7436780078396662,0.7646516788961472,0.7824092432280134
9,2.2103688070219936,0.002154885724744677,0.013502624991815537,13.888868245922588,2.440000000000001e-06,1.2500346063734056,1.249965379986379,1.249965389972676,1.2499653862869893,1.249965387419528,1.2499653832255944,1.2500345766063472,1.2500346138066056,1.2499654185017224,1.2500346167571235,1.250034614446794,1.5484679632534485e-05,0.2817380449000325,0.43402730672673834,0.5310483260735752,0.5987631148439307,0.6489078460026337,0.6876303738410721,0.7184843682730498,0.7436755668439955,0.7646492386030879,0.7824092432280134
10,2.2103621596618517,0.0021549137197321377,0.013682875025551766,13.89540154908807,2.6200000000000003e-06,1.2500404640546017,1.2499595207757968,1.2499595325269206,1.2499595279854865,1.2499595286583853,1.2499595243104162,1.2500403813048757,1.2500404714659903,1.2499595351768449,1.2500404725861531,1.2500404738047703,1.8128237970324442e-05,0.2817354257558337,0.4340246886590836,0.5310457064932775,0.5987604949947339,0.6489052260260721,0.6876277535629928,0.7184817418301526,0.7436729457208795,0.7646466183564896,0.7824092432280134
11,2.210355345363596,0.0021549436390971284,0.013716791989281774,13.895547488517563,2.8000000000000003e-06,1.250046723471266,1.2499532578932093,1.2499532729919276,1.2499532674157467,1.2499532672688178,1.249953262551754,1.250046586656426,1.2500467313463228,1.249953248218561,1.2500467306455578,1.2500467359076426,2.0954813362646094e-05,0.2817326264581175,0.434021891049964,0.5310429070973121,0.5987576951881601,0.6489024260270067,0.6876249532699749,0.7184789337241858,0.7436701444629903,0.7646438181804858,0.7824092432280134
12,2.210348457735218,0.002154975480225372,0.013677584007382393,13.89463565785236,2.9800000000000003e-06,1.25005338356128,1.2499465906417155,1.2499466114347484,1.2499466047992893,1.2499466036043525,1.2499465975470818,1.2500531893142386,1.2500533936723,1.2499465675931936,1.2500533917867893,1.2500534005293438,2.3963616498418017e-05,0.2817296467728349,0.4340189138050257,0.5310399280073151,0.5987547155545182,0.6488994459676668,0.6876219729172971,0.7184759444455305,0.7436671633288969,0.7646408382310058,0.7824092432280134
13,2.2103415941145648,0.0021550092551124635,0.013729707978200167,13.891305297014112,3.1600000000000002e-06,1.2500604452124524,1.2499395192392235,1.249939547437636,1.2499395402542561,1.2499395372991011,1.2499395294522735,1.2500601776511129,1.250060458181596,1.2499394817924685,1.2500604545105773,1.2500604682211105,2.7155060911826432e-05,0.281726486824339,0.4340157567677636,0.5310367693278532,0.5987515560414576,0.6488962858681133,0.6876188124401353,0.7184727723684582,0.7436640019600527,0.7646376783161097,0.7824092432280134
