iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,3.8244168481514844,0.011458027723165416,0.21130354097113013,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.8244168481514844,0.011458036938687775,0.38902187504572794,19.256677618869578,9.999999999999972e-07,1.2500022360696477,1.2499977639324071,1.2499977639322755,1.2499977639322801,1.2499977639322697,1.2499977639322697,1.2500022360697263,1.2500022360696572,1.249997763932271,1.2500022360695897,1.2499977639323963
2,3.824418920236201,0.011458064400712812,0.33032174996333197,19.25656112992847,2.980000000000002e-06,1.2500088995735075,1.2499911004667255,1.249991100465437,1.2499911004653854,1.2499911004649364,1.2499911004669066,1.2500088995654686,1.25000889956524,1.2499911004658104,1.2500088995689584,1.2499911004741298
3,3.8244250950210317,0.01145811010879584,0.012246291968040168,19.256269975958915,4.960000000000007e-06,1.2500199905554146,1.2499800095952387,1.24998000961405,1.2499800096074902,1.24998000961307,1.2499800096277298,1.2500199905392784,1.2500199905542473,1.249980009621729,1.2500199905560765,1.2499800096304674
4,3.8244353724750493,0.01145817406193766,0.012282166979275644,19.255746405902556,6.939999999999998e-06,1.2500355090521247,1.2499644913350734,1.249964491458046,1.2499644914238286,1.2499644914558166,1.2499644915195056,1.2500355090161865,1.2500355090856792,1.2499644914965535,1.250035509089028,1.2499644914804469
5,3.8244497524955547,0.011458256258861767,0.01173595804721117,19.255028544830505,8.919999999999989e-06,1.2500554552017926,1.249944545644277,1.2499445460438177,1.249944545933808,1.2499445460359606,1.2499445462360583,1.2500554550924479,1.2500554553289993,1.2499445461608376,1.2500554553488858,1.2499445460850125
6,3.8244682349793133,0.011458356697698931,0.011953582987189293,19.254098210655854,1.0899999999999994e-05,1.2500798292957667,1.249920172457411,1.249920173427023,1.2499201731602818,1.249920173404668,1.2499201739085692,1.2500798288835948,1.2500798294961086,1.24992017371709,1.2500798295499187,1.2499201735949552
7,3.8244908197513685,0.011458475376614829,0.01200925000011921,19.252963831442415,1.2879999999999999e-05,1.2501086314799086,1.2498913715976991,1.2498913737006503,1.249891373131437,1.2498913736521329,1.2498913747466465,1.2501086304995748,1.2501086318461803,1.249891374328246,1.250108631970936,1.2498913740770279
8,3.824517506695825,0.011458612293058713,0.012048958975356072,19.251629153701955,1.4860000000000003e-05,1.2501418620895133,1.2498581428636746,1.2498581469487873,1.249858145846091,1.2498581468526007,1.2498581489928695,1.250141860083763,1.2501418627152925,1.2498581481681852,1.2501418630016934,1.2498581477164719
9,3.824548295619474,0.011458767444754993,0.01178737502777949,19.25009755672049,1.6840000000000008e-05,1.2501795213411038,1.2498204858763233,1.249820493248546,1.2498204912654456,1.2498204930797499,1.2498204969406845,1.250179517805925,1.2501795225386725,1.249820495447267,1.2501795230669306,1.2498204946062166
10,3.824583186442803,0.011458940828207947,0.01204324996797368,19.24833656198003,1.8819999999999986e-05,1.2502216098498455,1.2497784002245762,1.249778412685554,1.2497784093412376,1.2497784123988636,1.2497784189407632,1.2502216038474578,1.250221611827316,1.2497784164027321,1.2502216127374803,1.2497784150007683
11,3.824622178901069,0.01145913244042877,0.011883749975822866,19.24637940847815,2.079999999999999e-05,1.2502681279948615,1.2497318852553427,1.24973190532922,1.2497318999554203,1.2497319048700775,1.2497319154072197,1.2502681184213043,1.2502681312171262,1.2497319113027714,1.2502681327593146,1.249731908963238
12,3.8246652729121537,0.011459342276898413,0.011847665999084711,19.24422403011303,2.2779999999999995e-05,1.2503190766998338,1.2496809402894193,1.2496809712374963,1.2496809629605754,1.2496809705256466,1.249680986787472,1.250319061760236,1.2503190814628722,1.2496809804452642,1.2503190839604306,1.2496809768708375
13,3.824712468161163,0.011459570334572643,0.011757624975871295,19.241873864927182,2.476e-05,1.2503744562370551,1.2496255643879965,1.2496256104757235,1.249625598144447,1.2496256094195792,1.2496256336421414,1.2503744341051852,1.2503744634162555,1.249625624179145,1.2503744672545665,1.2496256186969887
14,3.8247637646894113,0.011459816608174663,0.01182212500134483,19.23929329927475,2.6740000000000005e-05,1.2504342676692068,1.249565756553436,1.2495658231064057,1.2495658052803345,1.2495658215796919,1.2495658565969006,1.250434235700261,1.2504342780732096,1.249565842901509,1.2504342836930402,1.2495658348634697
15,3.824819162182375,0.011460081093004764,0.011742457980290055,19.236528897262698,2.8719999999999996e-05,1.2504985118900636,1.2495015154858016,1.249501609141672,1.2495015840145933,1.2495016069854976,1.2495016563208523,1.2504984668450336,1.250498526572014,1.2495016370056473,1.2504985345843704,1.2495016256074942
16,3.8248786605411134,0.011460363783699913,0.011708667036145926,19.23355156973383,3.07e-05,1.2505671900786677,1.2494328397248808,1.249432968574966,1.2494329339500703,1.2494329655941383,1.2494330335530932,1.2505671278564525,1.250567210174352,1.249433006929526,1.2505672213251982,1.2494329912335551
17,3.8249422595974187,0.01146066467691352,0.012080333021003753,19.230347713634455,3.2680000000000006e-05,1.250640302622591,1.2493597273917163,1.2493599013945769,1.2493598545887077,1.2493598973681186,1.2493599891613565,1.2506402190618962,1.2506403302292466,1.2493599531740944,1.250640345405791,1.2493599316119481
18,3.8250099596759934,0.011460983765733013,0.01158045802731067,19.22696754021432,3.466000000000001e-05,1.250717851177595,1.2492821766247233,1.2492824075577758,1.2492823454159838,1.2492824022278983,1.2492825240586616,1.2507177407888814,1.2507178883590497,1.2492824762740629,1.2507179085043203,1.2492824473265638
19,3.825081760498277,0.011461321045905378,0.011716833978425711,19.22337217168409,3.664e-05,1.2507998365396535,1.2492001850717243,1.2492004869955984,1.24920040578025,1.2492004800617824,1.2492006392580883,1.2507996934124326,1.2507998862429444,1.2492005767958065,1.2507999124095959,1.2492005383398528
20,3.8251576623850667,0.011461676511347876,0.011925333994440734,19.219565005002814,3.8620000000000006e-05,1.2508862600355748,1.2491137503217014,1.2491141396283127,1.249114034959983,1.2491141307242903,1.2491143358590855,1.2508860773107515,1.25088632570659,1.2491142553390784,1.2508863592477073,1.2491142049232238
21,3.8252376654120983,0.011462050157660204,0.011704625037964433,19.215553832828448,4.0600000000000004e-05,1.2509771224751214,1.249022869465108,1.2490233653236082,1.2490232321110386,1.2490233540456284,1.2490236150518716,1.250976892906506,1.2509772087607904,1.249023512543737,1.2509772512102875,1.249023446993425
22,3.825321770085374,0.011462441977997367,0.011932833003811538,19.211358160301625,4.2579999999999996e-05,1.2510724255591494,1.24892753953864,1.2489281639250218,1.2489279963455302,1.2489281498174132,1.2489284781033816,1.251072140610315,1.251072537654119,1.2489283491061103,1.251072590644719,1.248928264897846
23,3.8254099765124243,0.011462851970913027,0.011825624969787896,19.206917505013397,4.4559999999999993e-05,1.2511721689779614,1.2488277566272794,1.2488285352111559,1.2488283265794085,1.2488285177851444,1.2488289264013377,1.2511718209202107,1.2511723148039708,1.2488287657298434,1.251172380053941,1.2488286580679018
