iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1,tau_2,sigma_2,theta_2,tau_3,sigma_3,theta_3,tau_4,sigma_4,theta_4,tau_5,sigma_5,theta_5,tau_6,sigma_6,theta_6,tau_7,sigma_7,theta_7
126,12.916862295035367,0.36455202534100056,0.7187562419567257,110.08873225606817,0.009330194006220302,0.44166189782249277,0.7084923888883229,0.021411992034968668,0.16503659483325064,0.18084969775465112,0.02552464980213298,0.07074661445023771,0.04676993155739872,0.286595028353699,0.07324501320958379,0.007441310649270233,0.45523517445743206,0.14475296567905863,0.023438581429722927,0.6392829945556503,0.16867413987111152,0.039687231437993055,0.7652162097118235,0.1557138648587569,0.01529107779259507,1.2077274172084258,0.44599764505661965,0.00107737321810552,1.8600533359801756
127,12.701384239794212,0.30392382343992286,0.722327935975045,152.91287415077582,0.009312637089201685,0.44312069367606194,0.7146725599129237,0.019401406158835965,0.1645646712669264,0.17983125497499858,0.02437593298575877,0.07071668378947274,0.04656091620992883,0.2864752129451588,0.07320987234576173,0.007413782610076628,0.455226226469998,0.14442946905062884,0.023082948100635676,0.6391884386137302,0.1654888742822097,0.03856317131414623,0.7646014574086989,0.15435402053747524,0.01397791367695811,1.204104060920962,0.444836380738441,0.0007192113138877008,1.8565890663029887
128,13.347575007192455,0.2387527305871011,0.7267872840166092,120.59519589242484,0.009294870004704857,0.4427050790530515,0.7215290400143305,0.017381326897427107,0.16413992806310487,0.17890085665699879,0.02334252445452204,0.0706899023604257,0.04637197303651543,0.286367164789584,0.07317841284018958,0.007388705087062502,0.45521813224685265,0.14413837705584245,0.02275897105498886,0.63910167234198,0.16263658122368566,0.0375459895995162,0.7640394291923831,0.15314238617436177,0.012829496373273137,1.2008119608110386,0.44378793858727633,0.00045673832050917605,1.8534608988873815
129,12.809611928251526,0.23269851915303974,0.7289041890762746,15.824859209051185,0.009276893618672453,0.4441518313409907,0.7276809498588154,0.01565446836303141,0.16372368095575388,0.17795086019163106,0.02236591166119754,0.0706571920829904,0.04615833702449031,0.2862664118456468,0.07314325283111085,0.007358099033268921,0.45520969714760107,0.14381510420636398,0.022380464653459654,0.6389968524397996,0.15964014990105616,0.03643838369451852,0.7634357743869977,0.15192851043397804,0.011681142303330717,1.1974989635202848,0.44282309144244003,0.00026103452542303694,1.8505869564478539
130,12.349388085370503,0.22627162303011092,0.7179185929708183,15.213324147550859,0.009258708807248167,0.4472591247565561,0.7331851630947495,0.014174420646080885,0.16331106601198786,0.17697647746515377,0.02144026331183193,0.07061816644183933,0.045917314315565234,0.28617179335940895,0.07310411992087447,0.007321550495967483,0.4552008025710023,0.14345742496610964,0.02194439842514712,0.6388728205264321,0.156491294929676,0.03523677243998345,0.7627879125464692,0.15071095160560657,0.010536141608218516,1.1941617373668139,0.44194065650777115,0.0001253577217176538,1.8479613754781625
131,12.20113539976708,0.3071539373420727,0.7125763101503253,15.20397115733972,0.009240316456734052,0.45185604236832183,0.7381066775652513,0.012902601491776453,0.16290492776657914,0.17599141918868197,0.02056565702461423,0.07057430000677649,0.045655676533733,0.28608299512657864,0.07306217071746253,0.007280350873842371,0.4551915854616325,0.1430759366745678,0.021466611400615804,0.6387342137981502,0.15327032207876562,0.03397850508797878,0.7621131045166941,0.149512082043085,0.009425983209460061,1.1908634548923183,0.44113967455549463,4.3001142782731246e-05,1.8455791330462845
132,13.229943600000716,0.34509836498612856,0.706332425121218,139.28521482537636,0.009221717463547325,0.4542732227050799,0.7437670563681329,0.01160817295211831,0.16253979041254218,0.1750961087629098,0.019777298285998935,0.07053476256998557,0.045420621463116845,0.28600304624202116,0.07302416872030883,0.007243228708156425,0.45518329090117615,0.14273046639578388,0.021037631495663674,0.6386087098701547,0.15037841473952748,0.032854360405275354,0.7615013240117636,0.14843161492817908,0.008472058488772204,1.1878834111496033,0.4404178750076129,5.617344157291954e-06,1.843431874364628
133,12.83820325901998,0.24603954872967648,0.7066394931171089,157.03172916525807,0.009202912734176675,0.45472921695282914,0.7500715840021974,0.010323335228974377,0.1622132798886072,0.17428511766812085,0.01906482157689406,0.07049954403632791,0.04521166012534365,0.28593127082006986,0.07299000579376234,0.007210162603942182,0.45517589099586486,0.14241983182483797,0.020655585118780184,0.6384961913044931,0.1477940608459743,0.03185511102690897,0.7609498701151322,0.14746113281403875,0.007654390085378884,1.1852006666073516,0.4397674725706503,1.977067457523076e-06,1.8414965761902196
134,12.815756896083123,0.2074181569181242,0.7105277820955962,103.68572214612843,0.009183903185138079,0.45344292911707834,0.7570066440496828,0.009066648415655135,0.16191643631947417,0.17354105229613048,0.018420610293139014,0.07046703417700477,0.045019736890810215,0.2858662965127367,0.07295854983336736,0.0071796259555358235,0.4551691170824716,0.14213407830700045,0.02030497399717415,0.6383920958516377,0.14544304190948296,0.03094694588976122,0.760443831266107,0.14658010218573725,0.006941507045220724,1.1827600921420456,0.4391813789494966,2.3124309205489566e-05,1.8397522799346346
135,12.330454996181377,0.20386677396751196,0.7190409391187131,15.462053282063813,0.009164689742930143,0.45406681888363026,0.7632276899247482,0.008003407250033446,0.1616126747027096,0.17277313549091258,0.017810900107354918,0.07042904926095858,0.04480064942318818,0.28580399239175613,0.07292399277621961,0.007143580916654315,0.45516174802369513,0.14182253222465552,0.019906266355786923,0.6382722743309768,0.14300279185853962,0.02997001628387729,0.7599110651848937,0.14571732160556755,0.006242919300153416,1.1803654038855205,0.4386520688132002,6.087775215963786e-05,1.8381770205255228
136,12.460123199395719,0.19996561741064556,0.724653024924919,15.637150643940958,0.009145273343988932,0.4563913789663512,0.7688014442548742,0.0071015733211035655,0.1613037971777675,0.17198763530086714,0.017233699367978896,0.07038643283918299,0.04455853941934042,0.2857441805914419,0.07288694252343711,0.007102826921826687,0.45515386965611604,0.1414906730613232,0.01946879242261218,0.6381393587513975,0.140509308580107,0.028944038167062144,0.7593596026365512,0.14487956106086022,0.005570326210895159,1.1780364602525386,0.4381720614900464,0.00010780926305147253,1.8367491063677988
137,12.491108878608323,0.19571904384158856,0.7167682060971856,15.750617700970826,0.009125654934642336,0.46023798105676916,0.7737810028018639,0.006334681555030871,0.16098620727752197,0.17118023594557716,0.016687538128954064,0.07033871109017686,0.04429045703585703,0.2856861389138687,0.07284711572715821,0.007056855126493347,0.45514537099498653,0.1411363303234016,0.01898975009375937,0.6379922389285845,0.13795193777573247,0.027865139185486967,0.7587868659085466,0.14406404617679855,0.0049232920461640415,1.1757666949251122,0.43773340613461686,0.0001570588397701834,1.8354457440289476
138,12.202715549336842,0.45367352111848264,0.7180675680283457,15.644975835347266,0.009105835471063953,0.46545380349190607,0.7782180606124606,0.0056808421845678,0.16065843034844618,0.17035056649359515,0.016171256397363793,0.07028586376166666,0.043995929248187474,0.2856293836598653,0.07280455433286394,0.0070056458211269984,0.4551362144882401,0.140760119436798,0.018470936101635253,0.6378311395350035,0.13533695725639266,0.026738413199738825,0.7581941304705261,0.1432714748312495,0.0043056559674874775,1.1735590816232055,0.4373284443546411,0.00020275899990827633,1.8342450648404494
139,12.700994496883398,0.6896874812148419,0.7204130899626762,208.2628712966433,0.009085815919226475,0.468453476259404,0.783336259768759,0.005034357187004997,0.16036797286556664,0.16960635488893036,0.015702092813753985,0.07023923517588829,0.0437367271971931,0.2855787955657153,0.07276668272869671,0.0069605250685516986,0.45512812934516483,0.14042524075230806,0.018015583045487275,0.6376881887129991,0.13302025596768458,0.025750856950429845,0.7576644650228938,0.1425624885369949,0.0037874560267661663,1.1715806744705104,0.4369644367883963,0.0002494673404583385,1.8331654334764922
140,12.816734646038377,0.6281167801922471,0.7248666419181973,272.7252268342609,0.009065597254854615,0.4694550269509788,0.7890330800279831,0.004409066289864009,0.1601142800651735,0.1689457268421236,0.015275144241937419,0.07019889678369577,0.04351305218269605,0.28553411549116103,0.07273344587530953,0.006921545780913182,0.45512112340676836,0.1401309035131261,0.01762173201825096,0.6375633948469285,0.1309860190798656,0.024894003670890504,0.7571957918158203,0.14193119383238748,0.003354802848854711,1.169815868703211,0.4366386055919707,0.0002969891398215774,1.832198327881694
141,12.665184546375437,0.33838308902376824,0.7253359518945217,260.40756895109655,0.00904518046337755,0.46867070118647663,0.7952522980573986,0.0038143750263218215,0.15989304243347313,0.1683590920029379,0.014885736627465385,0.07016410763318533,0.043320575510526996,0.2854946977768059,0.07270432155067583,0.006887968283885491,0.4551150721025868,0.13987250128450132,0.01728136477744932,0.637454676244578,0.12919940307839303,0.024150147594715784,0.7567813177650432,0.14136872158544223,0.0029924068740000737,1.168240767117785,0.43634748790107913,0.00034480570899196253,1.8313334803570367
142,12.189932720701622,0.18158521717958465,0.7178410911001265,186.95097228470084,0.009024566539880893,0.46630255504826784,0.8019657293955751,0.0032569538722885577,0.15969610563786182,0.16782977072594588,0.014530078226406392,0.07013318128195127,0.0431497941546288,0.2854594524929191,0.07267821806818646,0.006858107398492617,0.455109694035133,0.13964075283627184,0.016978942734390177,0.6373573956196807,0.12760292634939607,0.023489956503320315,0.7564086280182509,0.1408633500666279,0.002683751576555922,1.166823724668465,0.436085567847968,0.0003911265392242291,1.8305551985483532
143,12.267502770925928,0.17966700591192933,0.7077223279047757,16.19762569469787,0.009003756489058193,0.4659032639170534,0.8079832273220974,0.0027922523549418765,0.15948053090107572,0.16726313786525074,0.01419013312081692,0.07009671508330048,0.04294748418658887,0.2854236038104866,0.07264926722201832,0.006822262111485478,0.45510347714207855,0.1393867765608202,0.016631683881392013,0.6372460542478374,0.12593757624322532,0.022771361081014137,0.756017420562932,0.14037797822607767,0.002385484712277818,1.165465551864596,0.43582651129373806,0.0004212668750707465,1.8297918856346953
144,12.718803718467695,0.17734970713183174,0.7068752660416067,17.033675456729092,0.00898275132516197,0.46725331361470757,0.8133751237559499,0.0024040637806927493,0.15925250176977704,0.16667292152273086,0.013866275717079449,0.07005628490180539,0.04272240584435548,0.28538766894958795,0.07261845772364148,0.006782068169673577,0.4550966579870765,0.1391189122496701,0.016254727356294,0.6371250823079895,0.12424656185455732,0.022020564900779,0.7556177551688463,0.13991682511649942,0.0021046127886188894,1.1641775640431042,0.4355708587446535,0.00043612166963553873,1.8290443375436962
145,12.093400253105354,0.17464082194600294,0.715591006912291,15.70065424537133,0.008961552071954277,0.47016528232092497,0.8181933636053688,0.0020790996781720897,0.15900923541101136,0.16605298622168607,0.013555539634543071,0.0700114768950769,0.04247186655829943,0.2853512344649698,0.07258554783194576,0.006737056843416573,0.45508915799640387,0.13883529756622648,0.015845424747640804,0.6369935507452241,0.12252081905702994,0.021233576315826036,0.7552074357363645,0.1394777519258722,0.0018400258316525458,1.1629541075031646,0.435314820577989,0.00043468995022087224,1.8283017418279568
146,12.290515622681202,0.3066888571045759,0.7118590259924531,16.029934681056805,0.008940159762656805,0.4744788703911069,0.8224897834272008,0.0018064557109921395,0.1587509655359592,0.1654049412481765,0.013257943197983596,0.0699624385101796,0.0421968010124831,0.2853141647974674,0.07255063629328475,0.006687400285429537,0.45508097966066985,0.1385369028798437,0.015406586612033223,0.6368519959875655,0.12076488752801967,0.02041540364204143,0.754787465606374,0.13906013307388773,0.0015926569931535993,1.1617934160053642,0.4350568300084256,0.0004178428095371654,1.8275592928460591
147,12.505659050932262,0.4507448491962791,0.722109192982316,174.23348641905278,0.008918575439900538,0.47671480805588334,0.8274456172405729,0.0015484365930101196,0.1585201388831778,0.16482033311214783,0.012985020171543512,0.06991859626506579,0.041951471431627696,0.28528098739271635,0.0725192919298732,0.006643063641155315,0.4550736717226979,0.13826897008041508,0.015017399616845967,0.6367249551703819,0.119195749239414,0.019692215023049776,0.7544096765832498,0.1386846589816359,0.001385135909090941,1.160748812502135,0.43482480622961345,0.00040309126853863264,1.8268914713968059
148,12.741353815857558,0.3576123798397113,0.7221963868942112,230.8574443339784,0.008896800155674905,0.4770824674771377,0.8329637282113668,0.0013089262519810718,0.15831744114580287,0.16429912760001844,0.012734215201445838,0.06988038521936016,0.04173661956397696,0.2852516547466184,0.0724919306669851,0.006604175572992218,0.4550672593530932,0.13803405583324024,0.014677054075170849,0.6366126243558775,0.11782005477495772,0.019059802048298186,0.754073187262894,0.13835925517326986,0.0012119247135123255,1.159812053387999,0.4346181123985086,0.000391230026350909,1.826296120423183
149,12.760851769431325,0.1736677762184229,0.7195792738348246,203.7290241832117,0.008874834971276547,0.4757840291276092,0.8389948458817656,0.0010899448693367558,0.158137879543818,0.16383139505233507,0.012503337851052374,0.06984654982882231,0.041546718822767864,0.28522558373703555,0.07246752913314951,0.00656974476461663,0.4550615863223214,0.13782434481702618,0.014376635483865426,0.6365125354150039,0.11659467431236935,0.018502039088767387,0.7537718179166685,0.13806708426523945,0.001066284624671165,1.1589701195750852,0.43443304808575883,0.0003812419344129035,1.8257628161267005
150,11.99830310107175,0.1651288723436565,0.721599891083315,74.15595951475825,0.008852680957257558,0.47301961337265025,0.8455992985041543,0.0008911208265169784,0.15796715356415655,0.16338940683206968,0.012291923340551184,0.06981414323830322,0.041364530250062675,0.2852011244165704,0.07244443050122228,0.006536682422437278,0.4550561498968149,0.1376266118605034,0.01409262836670921,0.6364174700988962,0.1154551074270344,0.017981858825681436,0.7534905142251134,0.1378009394292074,0.0009397378283043573,1.1582038002713424,0.43426061289330004,0.00036912946508027697,1.8252670065299377
151,12.242372324886958,0.1636595949819558,0.7242711919825524,15.97543192540025,0.00883033919337333,0.472204085140737,0.8515138736209655,0.0007291216193441028,0.15777268387461746,0.16290091016905,0.012086074829704491,0.06977629743820794,0.041149233597510604,0.2851746721502212,0.07241871804635289,0.00649749803231459,0.4550497846941917,0.13740973969736653,0.013769504607525474,0.6363103808441191,0.11425768499617052,0.017413484622911125,0.7531949079187614,0.13754878025739586,0.0008196703439418944,1.157482035195827,0.4340803333942301,0.00034460874922278905,1.824753581328184
152,12.260724041678422,0.16170087973664665,0.7306527730543166,15.73410019069809,0.008807810768529916,0.4731184734578308,0.8567932708564254,0.0005970802352261213,0.15755033166099744,0.16235766307371902,0.011884680587634852,0.06973216511030077,0.04089598908252802,0.28514567538562846,0.07238992215147218,0.006451293040531724,0.4550423305824084,0.13717015355497872,0.013402133229162578,0.6361892787146798,0.11298665432411374,0.016789801711405292,0.7528809769560867,0.1373087161050111,0.0007054193391776165,1.1567993852961007,0.43389032657372684,0.00030837080464980976,1.8242171051749223
153,12.323073414512276,0.15945169043755458,0.7295261800754815,16.492101649010536,0.008785096780730956,0.4755771056334367,0.8615103017564752,0.0004894137840454121,0.1573124615706267,0.1617852606782775,0.011689400710794527,0.06968453828889919,0.04062102867863444,0.28511547247565416,0.07235963329013802,0.006401093358455546,0.45503426295525656,0.13692051002892058,0.013013952726011913,0.6360612273219066,0.11169885404135885,0.01614646560402921,0.7525622406477702,0.13708371276532283,0.0006009395341158479,1.1561624632445724,0.43369966351162315,0.0002671136371867674,1.8236815604352172
154,12.628066536045436,0.1570004730357759,0.7187984390184283,17.55004869758206,0.008762198337024175,0.479420301181379,0.8657216070547777,0.00040158324235341593,0.15706324260460494,0.16119286187736043,0.011501214025083074,0.06963434170923809,0.04032993555397567,0.2850844486188532,0.0723283725044852,0.006347926253231971,0.45502573010211383,0.1366649833135186,0.012613212157411915,0.6359285743382159,0.11041213908036324,0.015495808838032435,0.7522429665380462,0.13687399011331183,0.0005069143868972182,1.155571059958564,0.4335119184257972,0.00022418565067652702,1.8231563176523775
155,12.318465461518159,0.4661160046884845,0.7063144131097943,16.976130775699286,0.00873911655344741,0.48451012725022435,0.8694728460896911,0.0003298981059879914,0.15680213588279152,0.16057933321801524,0.01131950970784028,0.06958151858531363,0.040022334114702914,0.28505248793119786,0.07229612158199486,0.0062917238417013735,0.45501671201251154,0.1364035472004877,0.01220037240046818,0.6357913287708192,0.1091258535778423,0.014838489204687503,0.751922987478196,0.13667875910455676,0.0004227856230025949,1.1550224805383942,0.43332851617258167,0.0001814660014224103,1.8226448888701383
156,12.701143629273687,0.8973509346224873,0.7029923149384558,248.47229031247969,0.008715852554974233,0.48749587748359674,0.8738446291071132,0.0002662525251032443,0.15657176638173595,0.16003312392700544,0.011151476923294412,0.0695348962965776,0.03975161868420116,0.28502425098167317,0.0722675101286071,0.0062422308497762195,0.45500876079434555,0.1361713948284645,0.011839739596084376,0.6356695941921411,0.10798613796343391,0.014265343340832399,0.7516378491989761,0.13650359076335172,0.0003540063670149392,1.1545298752771387,0.433164545568762,0.00014741504603169213,1.8221875294076122
157,12.899219754026866,0.9672391274166252,0.7047766819596291,326.4313978734819,0.008692407475459107,0.48858617066874144,0.8787451657512874,0.00021072318967994073,0.1563731002311415,0.15955541501602696,0.01099580973924704,0.06949471724372967,0.039519065660508515,0.2849998405335512,0.07224261900821856,0.006199684046363697,0.45500192929296907,0.13596887423376822,0.01153083489746508,0.6355637398264853,0.1069905843111239,0.013773663028097986,0.7513873578057861,0.1363469278310444,0.0002981693731330645,1.1540888089203287,0.43301900036788754,0.00012079214354971243,1.8217813324978356
158,13.127021691169961,0.6593620439009314,0.7113411140162498,338.9458109098214,0.00866878245758213,0.48798078077270607,0.8841144826158647,0.00016310088665420414,0.15620344249282397,0.15914035796832862,0.010851348622594745,0.06946041950669628,0.03932124035303317,0.2849789269129022,0.07222110719736048,0.006163447611107609,0.45499612211681034,0.13579316818161022,0.011267757633626621,0.6354722925666219,0.10612406168148766,0.013353459853868495,0.7511681554773316,0.13620680787418457,0.00025277557795144794,1.1536938891191155,0.43288977379098154,9.997335613079532e-05,1.8214204770725453
159,13.289979521923119,0.21998713107990753,0.7187200430780649,292.1647782300304,0.008644978652793346,0.4858686108788157,0.8899190668764788,0.00012298262012473942,0.15605735937864584,0.15877669892165314,0.010716916087903004,0.06943089045430276,0.039151354238019354,0.28496087576895335,0.07220236607048311,0.006132283158424284,0.4549911422796951,0.1356395326550375,0.011041358455691168,0.635392632892382,0.10536435394221128,0.012990740811422524,0.750975069911422,0.13608121672774623,0.00021556877110477155,1.1533396334379207,0.4327744843933368,8.342732716694379e-05,1.821098417963824
160,12.508154560474841,0.14875533082997947,0.7216298847924918,149.3263007354096,0.00862099722125662,0.4824283813922014,0.8961687898575975,8.979511649444989e-05,0.15592442274974236,0.15844354607442832,0.01059175671611687,0.06940402004274393,0.03899663732163315,0.28494448800997224,0.07218531706470739,0.006103875273974044,0.4549866072118164,0.1354998969864758,0.01083669026400475,0.6353201582430025,0.10467690096328264,0.01266426150508405,0.7507998357166357,0.1359680278411979,0.00018444222354507258,1.1530203131611518,0.43267039666784113,6.96603728989436e-05,1.8208076870666738
161,11.888747131536624,0.14797819080676078,0.7183692590333521,16.14748991592671,0.008596839331793086,0.4809398444489959,0.9017601384717393,6.436619144931666e-05,0.1557635395884613,0.15805449333021884,0.01046672318320635,0.06937162852973629,0.03880608747345351,0.2849252447802397,0.0721658684393676,0.00606893353924058,0.4549810441709935,0.13534414948003692,0.010597376140857581,0.6352374857807644,0.10394139872367099,0.01229699307689494,0.7506131675256834,0.13586345848689613,0.00015586377521668038,1.152726083690171,0.4325714606226669,5.573053209893706e-05,1.8205320384716568
162,12.001088401830911,0.1468725375819446,0.7194851248059422,16.259356362431255,0.0085725061618242,0.4811819677871733,0.9067562950725928,4.508208646055139e-05,0.15557867134705713,0.15761762599073975,0.010342089806827845,0.0693345360362847,0.03858493178019482,0.2849035550309355,0.0721444330723287,0.006028419970385512,0.45497459715703653,0.1351753807601261,0.010330221400506422,0.6351464267033171,0.10316989883725917,0.011898418376532792,0.7504178755531792,0.13576712937373586,0.00013003641544870792,1.1524556163817319,0.4324783418972033,4.2533995180346836e-05,1.820272995508823
163,12.365579181003667,0.14552150733986197,0.7274503000080585,16.900434539261283,0.008547998897314337,0.4829661696760168,0.9112186492981602,3.0648219424299045e-05,0.15537615699095636,0.15714614773860125,0.010218857352569763,0.06929404080744585,0.03834134780529476,0.28488009668316866,0.07212166010322135,0.005983840034475569,0.45496749894993144,0.13499838882275608,0.010045067316977815,0.6350497961975118,0.10238090167146219,0.011481903828661384,0.750218385038333,0.13567876389556738,0.0001071684354184505,1.152207910665344,0.43239167210608004,3.084024599516855e-05,1.8200322485300104
164,11.991918371646271,0.14391698593889543,0.7283554638270289,15.967668870577063,0.008523318732712993,0.48613004888545686,0.9151898308617187,2.0027608121178475e-05,0.15515163664866932,0.15663112485089553,0.010096307682765083,0.06924934042471424,0.03807029652311477,0.2848543866948979,0.07209717016658708,0.005934275898783617,0.4549595974865271,0.13481054174724735,0.009737626243937602,0.6349460742786114,0.10156415364092779,0.01104192537891136,0.7500121212518772,0.13559762944570503,8.691990005937082e-05,1.1519808247782954,0.432311219321651,2.0814810523724886e-05,1.8198090723489708
165,11.812781834230709,0.23841342868553428,0.7294748509302735,15.211305381563491,0.008498466870896572,0.4905339702546458,0.9187362061740706,1.2391008583324215e-05,0.15491352051926377,0.15607927579728256,0.009974184892787168,0.06920573666037003,0.03777503097355647,0.2848265131431504,0.07207783347423863,0.005880241900966963,0.45495093688592086,0.13465707379622094,0.00941168673445129,0.6348361213742433,0.10091640059392122,0.010583789595696566,0.7498005528265317,0.13570306877833888,6.92404383034963e-05,1.151773045825992,0.43223714298645827,1.2751951947108433e-05,1.8196037637113291
166,12.170362100412488,0.5043283142894829,0.721356273861602,175.57682358842646,0.008473444523109757,0.49296844663108563,0.9228929976359787,6.910632352550955e-06,0.1546992806619523,0.15558050989839384,0.009860720621323612,0.0691664950786058,0.037509879739552825,0.28480143964062227,0.07206040556538323,0.005831722294953285,0.45494314124628965,0.13451877105099902,0.009122364725813186,0.6347370449078589,0.1003340608485423,0.010178590513742302,0.7496098734339752,0.13579802334980515,5.502797543427098e-05,1.1515859808625544,0.4321704494423727,7.170186458443323e-06,1.8194189162006726
167,12.198076190374996,0.504497190788792,0.7104519468266517,295.5340595590628,0.008448252908906481,0.4936306507309433,0.9275531465677672,3.2536621716857676e-06,0.15451158354553673,0.15513948381578974,0.009755023516490166,0.06913215550071049,0.03727779033791431,0.2847794533195077,0.07204513592252829,0.005789231354112671,0.4549363090273557,0.13439711963347328,0.008870783385866344,0.6346495666618347,0.09982126358264115,0.009826527588732483,0.7494406849834063,0.1358836224730675,4.3705393485854525e-05,1.151417820574538,0.4321104729497416,3.5328837192653864e-06,1.8192526796591855
168,12.283832313677165,0.25421102722692696,0.7033439269289374,292.1004860744876,0.00842289325609048,0.49270993695513027,0.9326645285294762,1.0930917721962071e-06,0.15434772680070835,0.15475028903977783,0.009656322097980839,0.06910222679026723,0.03707527318957756,0.28476024709708786,0.0720318079604082,0.005752133212799995,0.4549303455819036,0.1342904207218442,0.008652281727243024,0.6345725149933672,0.09937062802286042,0.00952077883167563,0.7492908104029264,0.13596077354419364,3.468978086489909e-05,1.1512666411091412,0.4320565154394033,1.3583186159649792e-06,1.8191031216078446
169,12.055699223092356,0.1385772084707199,0.7045789940748364,192.53424478026295,0.008397366800655453,0.4903851110774358,0.9382096988807678,1.250639999010964e-07,0.15420075999716495,0.15439869679504598,0.009563983829689255,0.06907538455726898,0.03689373056436564,0.28474302984043676,0.07201983087702504,0.005718861420622405,0.4549249952795981,0.13419447913281843,0.008457859762349975,0.6345032303997533,0.09896591884664296,0.00924935813821542,0.7491559271395873,0.13603024286720006,2.7462261991078997e-05,1.1511305664836777,0.432007947363479,2.7314864042421244e-07,1.8189684999907445
170,12.057576905462694,0.13784444934388418,0.7111639881040901,16.44489419967528,0.008371674786724825,0.4898306947153031,0.9431640022294902,7.242815217818656e-08,0.15402893580453325,0.15399783857545948,0.009471259165604592,0.06904380220138451,0.03668217526008119,0.28472326507782647,0.07200571275310566,0.005680180322315325,0.4549187831597007,0.13408549444537662,0.008240881913799455,0.6344273743810397,0.098520554596229,0.008953560244801378,0.7490144990418315,0.13609241621051005,2.1304435793722667e-05,1.1510070685192908,0.43196421166090143,4.468402597649101e-09,1.8188472721815805
171,12.540188240828357,0.13689150203681563,0.7194731440395117,18.21010943214589,0.008345818466491113,0.49085066083028367,0.9475904178987838,6.883534194491253e-07,0.15384013027857477,0.15356416128302058,0.009379535602002498,0.06900897382052869,0.036450370591113695,0.28470177591039214,0.07199015176279795,0.005637861189725844,0.4549119800816364,0.1339682253923921,0.00801083718940535,0.6343476271042794,0.09805169741882232,0.008645319749266222,0.7488703476408304,0.1361481366385089,1.617963110546543e-05,1.1508952216220767,0.4319248473680364,3.5547480631554916e-07,1.8187381592988605
172,11.547362151740312,0.13565732113400272,0.7198007691185921,14.950295967772394,0.008319799100154882,0.4932758137753876,0.9515224671471292,1.7800557431381936e-06,0.15362290569107687,0.15307334068338396,0.00928614815293615,0.06896885385305598,0.0361845615167174,0.28467734105297704,0.0719722890294254,0.0055894276750172575,0.45490419406680815,0.133837011583187,0.007756682351529504,0.6342604603123575,0.09753938555481627,0.008311166005468154,0.7487182472951269,0.13619803041033998,1.1910454827473797e-05,1.1507938316350474,0.4318893865351163,1.11877035575176e-06,1.8186398683779126
173,12.248207135330109,0.42505655449839497,0.7143631568178535,17.127512477499995,0.008293617955863345,0.49696127287352626,0.9550178344644488,3.1978527118136543e-06,0.15338804585502394,0.1525483059704441,0.009193582206768544,0.06892543036090937,0.03589801714000414,0.284651077036653,0.07195302676503432,0.0055372764812322995,0.45489578865379526,0.13369795310992932,0.007490796443047083,0.634169392033171,0.09700537343863079,0.007966481820585219,0.7485632111431818,0.1362427723310886,8.46813873181979e-06,1.1507021276846436,0.43185738523802697,2.104113419635379e-06,1.818551174900723
174,12.36548827304259,0.6909711341278602,0.7233455840032548,271.1169434390198,0.008267276309648533,0.49879433294282993,0.9590543685075085,4.757852355066621e-06,0.1531805215143095,0.15208157227470406,0.009107120400933722,0.06888707725329252,0.035645322084809965,0.2846278810290055,0.07193597884904271,0.005491288830236812,0.45488836392676707,0.1335746479307567,0.007258639570640609,0.6340885449184873,0.09653208042844061,0.007666092822118722,0.7484251791361057,0.13628305571657626,5.879630668210242e-06,1.1506196296798263,0.43182859971032617,3.2641318664714844e-06,1.8184713947861515
175,12.312441340326894,0.599222149165528,0.7240327841136605,351.21755115478203,0.008240775445365122,0.49896553244343145,0.9635552828724956,6.3306551412882834e-06,0.15300057120138252,0.15167321958671176,0.009026225163522361,0.06885384283892125,0.03542648232591407,0.28460777977832064,0.07192115678843633,0.005451457279146258,0.4548819319925196,0.13346698168137133,0.007058811456601773,0.6340177928840482,0.0961182391027053,0.007407584853712104,0.748303689718047,0.13631932838375202,3.964449701315357e-06,1.150545428652904,0.43180273805069114,4.551559478461062e-06,1.8183997153801603
176,12.439840416222065,0.2577720183309339,0.7313217441551387,332.76365080480656,0.008214116654627854,0.49765513987979837,0.9684754005410311,7.81524255318713e-06,0.1528445701725848,0.15131566097273294,0.008950363238635633,0.06882504567950468,0.03523688318297586,0.28459036527316023,0.07190826368183562,0.005416936742443935,0.4548763610143615,0.13337288601527914,0.006886425166707159,0.6339558251932372,0.09575593730783072,0.007184540305188064,0.7481966606934751,0.13635198378319494,2.5693662183957647e-06,1.1504786812422032,0.4317795163615987,5.923963254968415e-06,1.8183353537919058
177,12.198430121677003,0.13163122745035594,0.7281089969910681,206.60725157800812,0.008187301236748575,0.49503237448388626,0.9738005868650149,9.13366271321982e-06,0.1527045549600895,0.1509927273374079,0.008879119275788182,0.06879920984465215,0.03506684068068462,0.2845747502110412,0.07189667861873074,0.0053859723195886725,0.45487136236651055,0.1332882967015354,0.006733052963781464,0.6339001166572483,0.0954305914705005,0.006986528197900758,0.7481003786110643,0.13638137180019017,1.5715112925789699e-06,1.1504186213344627,0.4317586218833031,7.313362573684181e-06,1.8182774435275388
