iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3
0,0.10522936584686529,0.042809749851116796,0.07706154196057469,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.09975558251725923,0.042809653034171356,0.041279958037193865,0.06525990986525337,9.999999999992654e-07,1.250002236606242,1.2500022366057972,1.250002236604962,1.2500022366025103
2,0.10054361728382194,0.0427902015409146,0.041546875028871,0.06475719308343945,0.0002009799999999999,1.2504515225786341,1.2504517905003023,1.2504518217608245,1.2504518215002478
3,0.09700258002132459,0.042751457002797096,0.0013529169955290854,0.06418286924723898,0.0004009599999999988,1.2513479162269787,1.2513480024135206,1.2513478969570115,1.2513477890294695
4,0.10147075249286033,0.04269335730454428,0.0013743750168941915,0.06684730527227424,0.0006009399999999995,1.252693722335659,1.2526941359648283,1.2526939077730466,1.252693641651831
5,0.1133095402821681,0.04261578359688103,0.001269458036404103,0.07166760923394343,0.0008009199999999984,1.2544943433049078,1.2544952380020493,1.2544950584080263,1.2544948577796255
6,0.10447428947437015,0.042519119928087636,0.0013250839547254145,0.06664215361040307,0.001000899999999999,1.25674464552294,1.2567454269950231,1.256745592959218,1.2567459841116984
7,0.1054767925001463,0.04240336064353801,0.0014917500084266067,0.06816503577143909,0.0012008799999999997,1.2594483381453798,1.2594496831284894,1.2594501203242008,1.2594510657909386
8,0.10664402401468076,0.042268608447518785,0.0012634590384550393,0.06856499892207356,0.0014008600000000003,1.2626075465340845,1.2626108669868348,1.262611610743461,1.2626128352321173
9,0.09770028285226884,0.04211559036836691,0.0013134159962646663,0.06441056009410706,0.0016008399999999992,1.2662126845664343,1.2662174677691347,1.2662181673579218,1.2662191737653807
10,0.0987949267331181,0.04194437717031502,0.0013845419744029641,0.06490650996363975,0.0018008199999999981,1.2702670148388133,1.2702745533384137,1.2702753810495946,1.2702759427704364
11,0.1002099235903839,0.04175528336367606,0.0013498750049620867,0.06479539939535513,0.0020007999999999988,1.2747731020134565,1.2747816830912486,1.2747819825831663,1.2747817057666333
12,0.10382151100948059,0.04154813310625884,0.0012129999813623726,0.06655568914131114,0.0022007799999999994,1.2797402197296253,1.2797512327948903,1.2797517736641646,1.2797512104822835
13,0.10171174932480864,0.04132355091739413,0.0012849579798057675,0.0663212836412703,0.002400759999999999,1.2851721660045752,1.2851777055714346,1.2851745330768176,1.2851716484232405
14,0.10197936019205359,0.04108164114684581,0.0012437920086085796,0.06611439017782439,0.00260074,1.2910691317237546,1.2910678934849975,1.2910609555449992,1.291055634693588
15,0.09755542551221995,0.040823613442347154,0.0012754170456901193,0.06287237170142178,0.0028007199999999996,1.2974163516653106,1.2974025951933732,1.2973903045922932,1.2973814130033758
16,0.1051126847194694,0.04054871680356923,0.0012886669719591737,0.06644167402286837,0.0030007000000000002,1.3042397330346918,1.304211189211647,1.3041937132886765,1.3041820534763262
17,0.09933803075285569,0.040257829565562495,0.0012905409676022828,0.0655797417123243,0.00320068,1.3115388428108423,1.31148547483615,1.3114580524371082,1.3114402056442873
18,0.10372049466121253,0.03995091962032383,0.0012658750056289136,0.06620661412939113,0.0034006600000000007,1.3193208652586457,1.3192378348904272,1.319200088977927,1.319175873514597
19,0.10409574366955839,0.03962852501108424,0.0012780000106431544,0.06558936101574014,0.0036006399999999996,1.3275843758712904,1.32746936287324,1.32742073999508,1.3273901272964155
20,0.09872722084050542,0.039291747921880095,0.0013397910515777767,0.06364571962156867,0.0038006199999999993,1.3363172075920562,1.3361678156848835,1.3361057741026037,1.3360663294121105
21,0.09812942637709177,0.03894136788072934,0.0013076670002192259,0.06337429485050225,0.0040006,1.3455249993319613,1.3453263439839211,1.345244977474484,1.3451926599847268
22,0.10765312937247301,0.03857675795501314,0.00122954195830971,0.06498367826632896,0.004200579999999999,1.3552269521551217,1.3549727177247726,1.3548758672094336,1.35481512004759
23,0.09436425866390019,0.03820049797701557,0.0014719169703312218,0.06164103793871494,0.0044005599999999995,1.3653988595834727,1.3650575433120693,1.3649341106495918,1.3648579684040676
24,0.09830716283874452,0.03781166744170889,0.001316457986831665,0.06422814896852264,0.004600539999999999,1.3760749702394732,1.3756241977066037,1.3754630002120967,1.3753643630237211
25,0.10124756923499989,0.037410304920232375,0.0013540840009227395,0.06444510304105185,0.00480052,1.387261270606181,1.3866888451614863,1.386484501871622,1.3863588416301043
26,0.10219031557779235,0.03699650118860975,0.0013118750066496432,0.06481317241731609,0.0050005,1.3989663689028926,1.3982683805768787,1.3980185876874516,1.3978633568094014
27,0.09865333443376448,0.036571861330565975,0.001459792023524642,0.06338984765058249,0.0052004799999999995,1.4111815963986958,1.4103358218501167,1.4100323341884964,1.4098418189647617
28,0.09047573907378062,0.03613902076118372,0.0012877080007456243,0.059416580941077504,0.00540046,1.4238592448943053,1.4228369484587067,1.4224645824145448,1.4222272713683184
29,0.09029814949390241,0.035698698262626394,0.0013715419918298721,0.05904984912764646,0.00560044,1.4370070726329078,1.4357604226919143,1.4353066688762608,1.4350139060200262
30,0.09435061293454272,0.03524993423474828,0.0011968330363743007,0.06040630387202167,0.00580042,1.450651551216301,1.449157397792773,1.4486122676446656,1.448257408973722
31,0.09164984395849268,0.03479420710796551,0.0012615000014193356,0.05926750833743099,0.0060003999999999995,1.4647870059483978,1.463003633668401,1.4623470317827374,1.4619166226184706
32,0.09494519413417002,0.03433140332154642,0.001291499997023493,0.05929867629568926,0.00620038,1.4794212005330059,1.4773189354582108,1.4765395031391881,1.4760266688342993
33,0.09274914219599095,0.03386245825986997,0.0015008330228738487,0.05893676561488086,0.00640036,1.4945604278516667,1.49209841441383,1.491172329353663,1.4905616751219835
34,0.0924839820139246,0.03338770230876874,0.0013521670480258763,0.059105411035174506,0.00660034,1.5102206938057832,1.5073460910483172,1.5062520297013018,1.5055298192508084
35,0.09314739180315086,0.032907600014408504,0.0013944579986855388,0.05840899659184692,0.00680032,1.5263966665925102,1.523063049666565,1.5217886045747235,1.5209469980177677
36,0.09559487953531627,0.03242142989776765,0.0012572080013342202,0.06108617929265428,0.007000299999999999,1.5431617572170664,1.539293580970752,1.537814070188587,1.5368384996715074
37,0.09400199707286878,0.031930947598520686,0.0012894999817945063,0.058407666715701544,0.00720028,1.5604633321334336,1.555996283423947,1.5542991906132901,1.5531826799871873
38,0.09268811672053379,0.031437012725172346,0.0013121250085532665,0.057851772726547866,0.0074002600000000005,1.5783014699179472,1.5731666711808725,1.5712304222398852,1.5699593709018742
39,0.09443467708957749,0.030939202838189746,0.001262832956854254,0.058679935526927275,0.007600239999999999,1.5967060930588408,1.5908455299427038,1.5886457591169316,1.5872040229940114
40,0.09039822843265849,0.03043994388001322,0.0012412910000421107,0.05602604196089122,0.00780022,1.6156258439414701,1.6089646761783833,1.6064717650554332,1.6048416595769825
