iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13
0,0.021424592566085508,0.0009719833532335544,0.6290435420232825,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734
1,0.020010369928257776,0.0009719762150214664,0.25109125004382804,0.015280632954324622,9.999999999999972e-07,1.2500022360672391,1.2500022360661747,1.2500022360643643,1.2500022360614076,1.2500022360567014,1.2500022360495426,1.2500022360392635,1.2500022360252296,1.250002236006294,1.2500022359793346,1.2500022359359413,1.2500022358518206,1.250002235631909,1.2500022343438941,9.999988363709576e-07,0.28175452512307375,0.43404378277758326,0.5310648054009325,0.5987795940511698,0.6489243261155058,0.6876468540006435,0.7185008534448228,0.7436920465847646,0.7646657175874073,0.7824102431830109,0.7976253808847387,0.8108209836294489,0.8223766390185734
2,0.019171624174292135,0.0009719552714734188,0.2604207919794135,0.015017338853075489,2.980000000000002e-06,1.2500088999888284,1.250008898310662,1.2500088936840288,1.250008884953801,1.250008868901399,1.250008843118637,1.2500088115274999,1.250008787671686,1.2500087851011767,1.250008803395352,1.2500088305800305,1.2500088555197795,1.2500088730542307,1.2500088775696045,3.9799799338066786e-06,0.28175750395489657,0.43404675919381747,0.5310677773167937,0.5987825575372729,0.6489272744796197,0.6876497780323464,0.7185037453873133,0.7436949084107866,0.7646685656480157,0.782413099848911,0.7976282608336653,0.8108238892946575,0.8223766390185734
3,0.020073913027335938,0.0009719201871560739,0.004770333005581051,0.015292069120345938,4.960000000000007e-06,1.2500199927211033,1.2500199901116142,1.2500199847419171,1.2500199702245258,1.2500199394469254,1.2500198870822157,1.250019820724868,1.2500197684549976,1.2500197597999878,1.2500197958050903,1.2500198524068424,1.2500199062111992,1.2500199459348895,1.2500199586030867,8.94092670591841e-06,0.2817624643656688,0.4340517188563301,0.5310727338454649,0.5987875065175966,0.6489322084958906,0.6876546867739632,0.7185086196372797,0.74369974900059,0.7646733894290536,0.7824179314536545,0.7976331171867775,0.810828773718954,0.8223766390185734
4,0.020443236028061154,0.0009718708676319661,0.004616916994564235,0.015666496876401422,6.939999999999998e-06,1.2500355253793156,1.2500355262409935,1.2500355270231862,1.2500355125863716,1.2500354713736368,1.250035394582283,1.250035293193699,1.2500352103646157,1.2500351931177291,1.2500352453357444,1.2500353310898868,1.2500354142340253,1.2500354767654864,1.2500354965103555,1.5888187065638514e-05,0.28176941329709704,0.4340586699731603,0.531079684508155,0.5987944519666168,0.6489391408711525,0.6876615951926988,0.7185154940985989,0.7437065893903596,0.7646802119522986,0.7824247607522905,0.797639970505464,0.8108356545117655,0.8223766390185734
5,0.02090256700831014,0.0009718071710150194,0.004622582986485213,0.015522176055146655,8.919999999999989e-06,1.2500554759110702,1.250055490392732,1.250055515177393,1.250055528610244,1.250055509597594,1.2500554361371132,1.250055314875417,1.250055205092508,1.2500551784092466,1.2500552459739414,1.2500553595000314,1.2500554685171574,1.250055548310741,1.2500555689184314,2.481212092371026e-05,0.2817783450625806,0.4340676128792746,0.5310886397028309,0.5988034164917067,0.6489481044241752,0.6876705390012603,0.7185243973760083,0.7437154450366897,0.7646890379170544,0.7824335899040749,0.797648828450066,0.8108445487534117,0.8223766390185734
6,0.02018042805601989,0.0009717294760725239,0.004598749976139516,0.015366256571582073,1.0899999999999994e-05,1.2500798596270406,1.2500798852263462,1.250079928158246,1.2500799581965023,1.2500799463147456,1.2500798610250514,1.2500797104566672,1.2500795759635681,1.2500795552201847,1.2500796615945111,1.250079827280395,1.250079982963233,1.2500800957112412,1.250080125503571,3.571852428711458e-05,0.2817892574479862,0.4340785331707421,0.5310995665338698,0.5988143443866902,0.6489590208206316,0.6876814238378886,0.7185352311108446,0.7437262261361687,0.7646997935596352,0.7824443612945207,0.7976596444067658,0.8108554150079413,0.8223766390185734
7,0.02051045045402953,0.0009716376385687426,0.004708874970674515,0.015601320949348536,1.2879999999999999e-05,1.2501086978008098,1.2501087253101864,1.25010878108392,1.2501088241795426,1.250108816728447,1.2501087177539383,1.2501085378300136,1.2501083813331715,1.2501083714121695,1.2501085216138395,1.2501087429515731,1.2501089470849784,1.250109093629924,1.250109131815664,4.861673564409577e-05,0.28180215729384045,0.43409143894410085,0.5311124772418709,0.5988272546793467,0.6489719181751576,0.6876942883926774,0.7185480439306078,0.7437389868208473,0.7647125306664715,0.7824571168700282,0.7976724470850399,0.8108682696389994,0.8223766390185734
8,0.02139025946322773,0.0009715310563044584,0.004480250005144626,0.016069539315529013,1.4860000000000003e-05,1.2501419962067453,1.2501420485255486,1.2501421507775867,1.250142243486456,1.2501422780151568,1.2501421999377424,1.2501420156868914,1.2501418458768003,1.2501418358953653,1.2501420022098513,1.2501422416227552,1.2501424540263677,1.2501425970998217,1.250142616298663,6.351441827464603e-05,0.2818170688688975,0.43410637274478836,0.5311274340859728,0.598842230892762,0.6489869021078417,0.6877092593947155,0.7185629799499543,0.7437538814201791,0.7647274034542948,0.7824720001348119,0.7976873621305705,0.8108832179402307,0.8223766390185734
9,0.018906327104939197,0.0009714121310417001,0.004629041999578476,0.014761712433362755,1.6840000000000008e-05,1.2501796954737991,1.250179691279502,1.250179769491936,1.2501798385232035,1.2501798279483094,1.250179671320796,1.250179387362811,1.2501791399437217,1.2501791159693991,1.2501793306950895,1.2501796459842818,1.2501799295686942,1.2501801241567128,1.250180153798404,8.037321326272425e-05,0.2818339027174381,0.434123197560847,0.531144246302776,0.5988590173779844,0.649003638290502,0.6877259117034593,0.7185795209904138,0.7437703169870254,0.7647437855493265,0.7824884009172518,0.7977038324366338,0.8108997712220741,0.8223766390185734
10,0.019229908012441413,0.0009712809717368531,0.00471150001976639,0.015000044102282986,1.8819999999999986e-05,1.2502218082159104,1.250221724048543,1.250221733687074,1.250221700537475,1.2502215281639915,1.2502211452297742,1.2502206140224525,1.2502201960189039,1.2502201609939039,1.2502205140634846,1.250221036398957,1.2502215203079228,1.2502218695364935,1.2502219652343296,9.92005814195046e-05,0.2818526907833138,0.43414195209559403,0.531162948548873,0.59887763374229,0.6490221184734356,0.6877441959163104,0.7185975697010487,0.7437881588860992,0.7647615355634001,0.7825062058436352,0.7977217922502133,0.8109179114126879,0.8223766390185734
11,0.020869273520778234,0.0009711358030858262,0.004788457998074591,0.016035695332672704,2.079999999999999e-05,1.2502684257014396,1.2502682911694414,1.2502682737172153,1.2502681782904654,1.2502678722385954,1.2502672606212266,1.2502664272922244,1.2502657224176534,1.2502655223983452,1.250265870747174,1.2502665055532027,1.2502671506358047,1.2502676561054682,1.2502678323859218,0.00012004785705727599,0.28187351365256863,0.4341627602786915,0.5311837234825174,0.5988983399495215,0.6490426990663584,0.6877645764865026,0.7186176853495415,0.7438080059769487,0.7647812055825959,0.7825258475993787,0.7977415312956204,0.8109378060689579,0.8223766390185734
12,0.02011478571102746,0.0009709758145121812,0.004453458008356392,0.015121498018893833,2.2779999999999995e-05,1.250319412148008,1.2503192152912952,1.2503191675168208,1.2503190222619487,1.2503186183254436,1.2503178454882673,1.250316808695268,1.2503159304894809,1.2503156673195042,1.2503160812884926,1.2503168643748779,1.2503176804591336,1.2503183371750708,1.250318587186481,0.00014284826597163051,0.28189628455523813,0.43418551632343255,0.5312064518366953,0.5989210137625957,0.6490652740591948,0.6877869942833067,0.7186398968670229,0.7438300159367813,0.7648030994456549,0.7825477545039959,0.7977635527348531,0.8109599808487109,0.8223766390185734
13,0.018523796980530374,0.0009708054621982391,0.004628291993867606,0.014571471576679885,2.476e-05,1.2503747535009595,1.2503744132338492,1.2503742178377526,1.2503738683500736,1.2503731595940117,1.2503719694528361,1.2503704672264897,1.250369231943569,1.2503688719106922,1.2503694634067832,1.250370583488843,1.2503717648185462,1.2503727310357922,1.2503731407398977,0.0001675875674461306,0.2819209526015938,0.43421011694371603,0.531230953854961,0.5989453618047436,0.64908938534269,0.6878107688622864,0.7186632623037084,0.7438530044215379,0.7648258869451705,0.7825705855862165,0.7977866119093353,0.810983335009931,0.8223766390185734
14,0.019782742033499987,0.0009706225823648136,0.0046873330138623714,0.015455913043729771,2.6740000000000005e-05,1.2504345685919378,1.2504341079923493,1.250433751488611,1.250433147378031,1.2504320448003357,1.2504303090710294,1.2504281842302372,1.2504264399215936,1.2504258832904986,1.2504266284300751,1.2504281228116894,1.250429736323225,1.250431081902979,1.250431694556177,0.00019432856235849873,0.281947630707387,0.43423671969823646,0.5312574360708832,0.5989716511104284,0.6491153768276909,0.6878363348489017,0.7186883039483988,0.7438775471777097,0.7648501371366185,0.7825948466010803,0.7978111242879925,0.8110081974989239,0.8223766390185734
15,0.018962902888463074,0.0009704268479360774,0.004503250005654991,0.014672387306997686,2.8719999999999996e-05,1.2504986791677144,1.2504980672426675,1.2504975489923749,1.2504966868115452,1.250495174602795,1.2504928605726395,1.2504900680911184,1.2504877739958769,1.2504870039824367,1.250487916400181,1.2504898189700082,1.250491903306732,1.2504936591961622,1.25049448269794,0.00022298203727637785,0.28197620755305614,0.4342652140021403,0.5312857991146713,0.598999802723404,0.649143200197404,0.687863687570713,0.7187150748055842,0.7439037622141197,0.764876024608251,0.7826207453296662,0.7978373042496447,0.8110347701908951,0.8223766390185734
16,0.021146483486403647,0.000970213920113781,0.0044447919935919344,0.015742921250746767,3.07e-05,1.2505672660619096,1.2505665398067565,1.2505659501667572,1.250564974018517,1.2505632491791454,1.2505605912933275,1.2505573623145987,1.2505546874994167,1.2505537665289344,1.2505548030088303,1.250557006061978,1.2505594392554786,1.2505615079690233,1.2505625078490934,0.0002536432873894671,0.2820068193204097,0.4342957908925216,0.5313163152177279,0.5990302037969214,0.6491733968624003,0.6878935600283665,0.7187445178396048,0.74393277748274,0.7649047823538977,0.7826495124360442,0.7978662950325079,0.8110640710892879,0.8223766390185734
17,0.020132848291676234,0.0009699865394481817,0.004493416985496879,0.015463554042677788,3.2680000000000006e-05,1.2506402654058708,1.2506395282458251,1.2506389184328852,1.2506378680726022,1.2506359686116282,1.250632994930936,1.2506293324840636,1.2506262466879279,1.2506251196650848,1.250626220331374,1.2506286754757625,1.250631425635916,1.2506337888667267,1.2506349537954005,0.0002862806376128144,0.28203945261955465,0.434328407992568,0.5313488882726889,0.5990626792827014,0.6492056848103591,0.687925535801606,0.7187760653654569,0.7439638831619141,0.7649356036344432,0.7826803127107241,0.7978972939654648,0.8110953639767322,0.8223766390185734
