iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10
10,2.21039511808238,0.002155778615438347,0.013967875041998923,13.875285455446122,1.8819999999999986e-05,1.2502213463344896,1.2497782082908446,1.2497785180323564,1.2497784652233022,1.2497784471166062,1.2497782942697047,1.2502204012635905,1.2502215826068102,1.249779725960357,1.2502215756967456,1.2502216419609509,9.936819802850359e-05,0.28165441248901696,0.43394378682730506,0.5309647492401043,0.5986795223400784,0.6488242181445611,0.6875467446068152,0.7184005285036792,0.7435919573745107,0.7645656428257471,0.7824092432280134
11,2.2104104831283604,0.0021560012928375613,0.013775625033304095,13.866853026317946,2.079999999999999e-05,1.2502677625164962,1.2497315880882067,1.2497320517891453,1.249731996959475,1.2497319447898558,1.2497317310982508,1.250265809357394,1.2502680831615687,1.2497334859665519,1.2502680328333886,1.2502681887920108,0.00012033907177359834,0.28163360488073963,0.4339230346041003,0.5309439791446097,0.5986587352698111,0.6488034143227961,0.6875259366210112,0.7183795727430629,0.7435711524675227,0.764544848879169,0.7824092432280134
12,2.2104261870699617,0.0021562456413854844,0.013750415993854403,13.860346967587391,2.2779999999999995e-05,1.2503185867214883,1.2496804850950383,1.2496811687189442,1.249681120592272,1.2496810129040654,1.2496807235603102,1.2503148054681803,1.250319005367429,1.2496827831425805,1.2503188833181507,1.2503191806270526,0.00014332030745861066,0.2816108113099966,0.43390031747419316,0.5309212427455854,0.5986359724254724,0.6487806293180959,0.687503143673154,0.7183565586155174,0.7435483606261394,0.764522073993667,0.7824092432280134
13,2.210443816006315,0.002156511824144735,0.013671583030372858,13.85425296666881,2.476e-05,1.2503738097353982,1.249624873275235,1.2496258695325604,1.2496258442963228,1.249625651212601,1.2496252667630205,1.2503670422625528,1.2503743492043795,1.249627692820138,1.2503741260668808,1.2503746202481814,0.00016830986277013846,0.2815860250126378,0.43387563529348944,0.5308965449961721,0.5986112351509009,0.6487558626015898,0.6874783639619895,0.7183314705877489,0.7435235820720401,0.7644973184661958,0.7824092432280134
14,2.210460397708667,0.0021567997710324124,0.013634000031743199,13.852203900490608,2.6740000000000005e-05,1.250433401550632,1.2495647126414748,1.249566158643127,1.249566180516606,1.2495658654269175,1.2495653496718635,1.250422432431656,1.2504341184063115,1.2495685654802249,1.2504337855717083,1.2504345049981074,0.0001952959910045915,0.2815592325243822,0.4338489859922464,0.5308698927550545,0.5985845262702549,0.6487291125457901,0.687451596030735,0.7183043094774851,0.7434968238579777,0.7644705860504868,0.7824092432280134
15,2.2104764470654508,0.002157110185262399,0.013469750003423542,13.83787614301909,2.8719999999999996e-05,1.2504973907439834,1.249500004776702,1.249502024381093,1.249502128426548,1.2495016439812399,1.2495009803300439,1.2504799726212001,1.2504983041727655,1.2495049338745676,1.250497820802471,1.2504988474525307,0.0002242963393603607,0.2815304406816482,0.43382036931687085,0.5308412869859813,0.5985558440388822,0.6487003806720489,0.6874228372297413,0.7182750211575284,0.7434680706641528,0.7644418703401359,0.7824092432280134
16,2.210492216616239,0.0021574432725229757,0.013786165975034237,13.831415700400601,3.07e-05,1.250565762554151,1.2494307192423528,1.2494334658434718,1.249433694909138,1.249432986984342,1.249432154615497,1.2505391971414146,1.250566906320851,1.2494369119248245,1.2505662370132826,1.250567650369441,0.00025530754820581026,0.2814996408476761,0.43378978253931944,0.5308107315100906,0.5985251896071928,0.648669666501373,0.6873920859811453,0.7182435927121618,0.7434373232617559,0.7644111717503439,0.7824092432280134
17,2.210507727102492,0.002157794294509154,0.01369975000852719,14.029540784537716,3.2680000000000006e-05,1.2506377146227936,1.2493568086752898,1.2493606818385925,1.2493609556967484,1.2493600188893452,1.2493589099022473,1.2506052972408332,1.2506402604651425,1.2493642104649723,1.2506385041004995,1.2506394632326674,0.0002880396309702342,0.28146682253867134,0.43375726795666864,0.5307782271389977,0.5984925907907188,0.6486369958460505,0.6873594004490828,0.7182122983040682,0.743404522150687,0.7643778195386863,0.7824092432280134
18,2.210524688891219,0.0021581633851776145,0.013965666992589831,14.038732288530596,3.466000000000001e-05,1.2507132755338952,1.2492782193274286,1.2492836656197044,1.2492839194004266,1.249282735801822,1.249281234401936,1.2506779453682322,1.2507183492557084,1.2492868117047717,1.2507146439492371,1.2507143121378244,0.0003225143731356009,0.2814319656763116,0.4337228132968079,0.5307437783886187,0.5984580479272555,0.6486023665159589,0.6873247773817697,0.7181811469118148,0.743369672582299,0.7643418696592311,0.7824092432280134
19,2.210547210604991,0.0021585511113482196,0.013572000025305897,14.010591054823985,3.664e-05,1.25079247261266,1.2491949594767553,1.2492023891549837,1.249202582054044,1.2492011201808237,1.2491991388269363,1.2507562495305833,1.2508011502723066,1.2492047150778414,1.2507946892916384,1.2507922610801832,0.0003587425846872357,0.28139508111430583,0.43368641759138005,0.5307073877951494,0.5984215580678176,0.6485657787480373,0.6872882102578274,0.71815000998655,0.7433327659423852,0.7643033575820588,0.7824092432280134
20,2.210571486047448,0.002158957591809745,0.013615832955110818,14.027652267361594,3.8620000000000006e-05,1.2508753321231332,1.2491069510049266,1.2491168496805856,1.2491169627786873,1.2491151671344158,1.2491126036350144,1.250840052825773,1.2508886462940623,1.2491179126856573,1.2508786612755967,1.250873340105572,0.00039674569530026625,0.2813561377251788,0.43364806487571833,0.5306690651231137,0.5983831222998909,0.6485272293152992,0.6872496956580814,0.718118857638693,0.7432938093717764,0.7642623330653892,0.7824092432280134
21,2.2105933892887397,0.0021594027862004064,0.013687375001609325,13.906741675287906,4.0600000000000004e-05,1.2509550056558862,1.24901222079192,1.249030997328464,1.2490286130520643,1.2490254871591466,1.249023014089892,1.2508251171978053,1.2509824850329054,1.2490314008542824,1.2509701378908837,1.2509584600043515,0.0004344348878008772,0.2813149545518037,0.43361145402278767,0.530629867458162,0.598343114604791,0.6484871389668965,0.687209246033345,0.7181010982869086,0.7432515449016639,0.7642181055830802,0.7824092432280134
22,2.210611864757283,0.002159862864605919,0.013688875013031065,13.90953163969324,4.2579999999999996e-05,1.2510316105324986,1.2489109349330916,1.2489447163279783,1.248937481333989,1.2489320450981674,1.2489303097971125,1.250780967935831,1.2510825078261816,1.248936156045335,1.2510688216414616,1.2510476295496642,0.00047190039185485806,0.2812715235902883,0.4335765207314291,0.5305897655824402,0.5983015159019465,0.6484454865013988,0.687166856445769,0.7180943267016126,0.7432061040327277,0.7641707789993506,0.7824092432280134
23,2.210644408226717,0.002160336289942272,0.013793499965686351,13.913922695511097,4.4559999999999993e-05,1.251105308466469,1.2488032472195914,1.24885790656888,1.2488435031659324,1.2488348139414476,1.248834440429545,1.2507167051794237,1.2511885757150576,1.248831567444649,1.2511744686484279,1.2511408721566268,0.0005092500765578104,0.2812258436086086,0.433543211537,0.5305487202613333,0.5982583070521998,0.6484022522667521,0.6871225215078464,0.7180969695349275,0.7431576009791699,0.7641204493274641,0.7824092432280134
24,2.2106857104865845,0.0021608229340883494,0.013654124981258065,13.905357994379345,4.654e-05,1.2511760911901884,1.248689309562358,1.2487704559259756,1.2487466120882686,1.2487337516595547,1.2487353596848776,1.2506363304038681,1.2513005592324509,1.2487178863983952,1.2512868520007356,1.2512382024850035,0.0005464881068366688,0.2811779226096079,0.43351149161194547,0.5305066957061645,0.5982134670826704,0.6483574180117572,0.6870762399912154,0.7181078735706808,0.7431061292081541,0.7640672003294378,0.7824092432280134
25,2.210736605747489,0.002161322870409218,0.013664166966918856,13.903271716549133,4.8519999999999996e-05,1.2512440817539119,1.2485692721174735,1.2486822604203633,1.2486467273330124,1.2486288359217712,1.2486330426125387,1.2505421026025596,1.251418348717604,1.2485954835369406,1.2514058007023834,1.2513396428078252,0.0005836895652767287,0.28112777476500556,0.4334813075507295,0.5304636398181344,0.5981669756274112,0.6483109687456557,0.6870280100739186,0.7181262455871035,0.7430517747061737,0.764011111864511,0.7824092432280134
26,2.210795524908534,0.0021618364318599158,0.013689916988369077,13.880842471322564,5.05e-05,1.2513091047379161,1.2484432647936763,1.2485932087135714,1.2485437757032716,1.248520012503084,1.2485274554401897,1.2504356188796832,1.251541832849895,1.2484647123354724,1.2515311147609365,1.2514452092694301,0.0006207490955909546,0.2810754148655416,0.4334526601883916,0.5304195163065142,0.5981188094838181,0.6482628887858252,0.6869778340708603,0.718151370061796,0.7429946052275692,0.7639522476903515,0.7824092432280134
27,2.2108605225264863,0.0021623637885677264,0.013628416985739022,13.877308883466299,5.2480000000000006e-05,1.251371263410403,1.2483114232833152,1.2485032312738986,1.24843767381492,1.2484072584583268,1.2484185818073341,1.2503179672432698,1.2516709207966006,1.2483259048422517,1.2516626796772756,1.2515549248235711,0.0006577270735836111,0.28102085984815867,0.43342552002151635,0.5303742708712945,0.5980689481775021,0.6482131652419283,0.6869257115673884,0.7181827538517723,0.7429346904738977,0.7638906768657796,0.7824092432280134
28,2.210920367403244,0.002162905243712492,0.013708542042877525,13.868790679997787,5.4460000000000004e-05,1.2514306484459585,1.2481738330514822,1.2484122129434625,1.248328361409956,1.248290538908989,1.2483063853779526,1.2501900050760795,1.2518055238820245,1.2481793913987862,1.251800352249943,1.2516688077589155,0.0006946740969055094,0.280964105975722,0.43339982258402404,0.5303278646197975,0.5980173716700209,0.648161781752069,0.6868716405628026,0.7182199341382376,0.7428720951422567,0.763826459557366,0.7824092432280134
29,2.210962888118527,0.002163461314103792,0.013700749957934022,13.855387461658497,5.644000000000001e-05,1.251487435043337,1.248030514988717,1.2483199356031836,1.2482157861411363,1.2481698221573896,1.2481907804358823,1.250052443339857,1.2519455502516592,1.248025545822994,1.2519439311939116,1.2517868644914125,0.0007317008152684739,0.2809051267975984,0.43337541802532975,0.5302802656271602,0.5979640649951615,0.6481087147744936,0.6868156147073567,0.7182624266704072,0.7428068814986879,0.7637596468154717,0.7824092432280134
30,2.211014866955346,0.0021640323063663986,0.013783915957901627,13.856554943051211,5.842e-05,1.2515420375143842,1.2478814885175622,1.2482262186163988,1.2480998930898537,1.2480451053576016,1.24807170905026,1.2499057742390378,1.252090928682737,1.24786473595226,1.25209331559326,1.2519091049471935,0.0007690508169084721,0.28084389501201124,0.4333521265146122,0.5302314281509682,0.5979090141366905,0.6480539445953235,0.6867576254338683,0.7183099050234938,0.7427391163968063,0.7636902973187403,0.7824092432280134
31,2.2110831016808534,0.002164618548761651,0.013683750003110617,13.830938989706741,6.04e-05,1.251594352851442,1.247726834612854,1.2481309572353623,1.247980631399727,1.2479163393911514,1.247949114081192,1.2497505593269504,1.2522415799215254,1.2476971989535433,1.2522483261242123,1.252035544661723,0.000806662320027528,0.2807804202991577,0.43332993018482174,0.5301813277832401,0.5978522016916377,0.6479974536976421,0.6866976732094041,0.7183620365492662,0.7426688428257405,0.7636184471341275,0.7824092432280134
32,2.211171925159528,0.002165220235864271,0.013497249979991466,13.808328236345371,6.238000000000001e-05,1.2516442881870786,1.2475666530900527,1.2480340907631087,1.2478579182990261,1.2477834937877315,1.2478229914096854,1.2495872388676013,1.2523974397955053,1.247523060841075,1.2524088630289372,1.2521662030219005,0.0008444779147287507,0.28071472280193,0.4333088299291848,0.5301299138244395,0.5977936075037193,0.6479392329918777,0.6866357612080103,0.7184186089969361,0.742596098258565,0.7635441337117118,0.7824092432280134
33,2.2112794193340006,0.00216584732217732,0.013572124997153878,13.915404243429172,6.436e-05,1.2517056188295679,1.247404664781843,1.2479275646920966,1.2477287849837926,1.2476454086206312,1.2476906610458214,1.2494356214463596,1.25255553401673,1.2473556401421078,1.2525690315215303,1.2522995310526994,0.0008864407617756768,0.28064723570447236,0.4332809670341193,0.5300751162394006,0.597732528333842,0.6478784887830561,0.6865718712201652,0.7184707097075735,0.742523193863052,0.7634690410910949,0.7824092432280134
34,2.2113876874434957,0.0021664987593884026,0.01372329198056832,13.916487095088561,6.634e-05,1.2517777652229778,1.2472407582490832,1.2478117658686032,1.247593312770139,1.2475021555963297,1.2475523116631841,1.2492956261718586,1.2527160248890437,1.2471945696995985,1.2527290974202556,1.2524355892668155,0.0009323012073221223,0.2805779363073379,0.4332466975966245,0.5300169884132703,0.5976689850014828,0.6478152645348372,0.686506019960066,0.718518844668132,0.742450057172607,0.7633931152440692,0.7824092432280134
35,2.2114896679392295,0.002167173464875509,0.013609707995783538,13.913202578431994,6.832000000000001e-05,1.2518601709416244,1.2470748865596195,1.2476870274671876,1.2474515469527647,1.2473537874846843,1.2474081641999832,1.249167271271549,1.2528790645302785,1.2470394587911087,1.2528893852929948,1.2525744448894893,0.0009817895940765061,0.28050681307082453,0.43320633230999417,0.5299555610905597,0.5976029865331898,0.6477496045420945,0.6864382285195721,0.7185635606852532,0.7423766174316073,0.7633163030135387,0.7824092432280134
36,2.211629502011778,0.002167877786430878,0.013629375025629997,13.703300385972783,7.03e-05,1.251955250639577,1.2469069082770168,1.2475529364573954,1.2473033597485668,1.2471999869140953,1.2472583512150348,1.2490476072997305,1.2530440067523003,1.2468901816976794,1.2530513811583255,1.2527198618626936,0.0010357256362710492,0.28043380744497654,0.43315990707704616,0.5298908867287739,0.5975344653180805,0.6476814827683933,0.6863683433302082,0.718600216889388,0.7423029040165136,0.7632400528041385,0.7824092432280134
37,2.2116697316679876,0.002168604160794757,0.013676417001988739,13.890280456691405,7.228e-05,1.2520593197175796,1.2467366359108945,1.2474105639293056,1.2471491217011275,1.247041180541209,1.247103038336136,1.2489388419514713,1.2532118259062668,1.246746044800387,1.2532140473486348,1.2528678742005992,0.0010928368244836199,0.280358926685377,0.43310798365347436,0.5298230680641391,0.5974635418622556,0.6476110051854742,0.6862965398439338,0.7186342724052137,0.7422286925090582,0.7631626409679776,0.7824092432280134
38,2.2117275186271406,0.0021693530248516443,0.013566875015385449,13.878092818852423,7.426e-05,1.252172030232474,1.246563657218483,1.2472601893770159,1.2469890413882532,1.2468774135041565,1.246942228518381,1.2488398991188743,1.2533826164043542,1.2466066760728858,1.2533775156221771,1.2530185546581551,0.0011531201229886432,0.28028210624081934,0.43305083638012376,0.5297522457709164,0.597390264479025,0.6475381933310317,0.6862227945166673,0.7186656071334558,0.7421538735648853,0.7630840018140875,0.7824092432280134
39,2.2117796019768377,0.002170116178922729,0.01360870903590694,13.703546270010646,7.624e-05,1.2522777198140504,1.2463828135333654,1.247111128037946,1.2468267063738987,1.2467100400348217,1.2467793017429583,1.2487203969321172,1.2535602506194399,1.2464519779110554,1.253550109114223,1.253174107662714,0.0012121254341161394,0.2802027554278343,0.43299706260366394,0.5296808945210869,0.5973154874890061,0.6474640367088679,0.6861470987082913,0.7187059505382674,0.7420752033284634,0.7630017918152711,0.7824092432280134
40,2.211854281655548,0.0021708939329869808,0.013579833030235022,13.68887168709419,7.822e-05,1.2523770033315544,1.2461942573462859,1.246962961306849,1.2466619946444777,1.2465389916737069,1.2466141111079139,1.2485821566174626,1.2537445196465256,1.2462835055542616,1.2537314076040789,1.2533344816288126,0.0012701288301846928,0.28012084087492967,0.43294632985723286,0.5296089337636651,0.5972391735874145,0.6473884892837167,0.6860694417994465,0.7187544683025567,0.7419928642952004,0.7629161600656056,0.7824092432280134
41,2.2119470169669895,0.002171686582017098,0.013733915984630585,13.67495974570666,8.020000000000001e-05,1.252470438799187,1.2459981666652649,1.2468153016651307,1.2464947841569343,1.246364207768137,1.2464465285462205,1.2484267307759407,1.2539352350920094,1.2461025273271222,1.2539210225545787,1.2534996347115974,0.0013273777762639971,0.2800363495765353,0.4328983296382665,0.5295362819262546,0.5971612874550368,0.647311509518035,0.6859898146570164,0.7188104669796401,0.7419070209782422,0.7628272406105717,0.7824092432280134
42,2.212055014405109,0.0021724943474998363,0.013601667014881968,13.661955532196236,8.218e-05,1.2525584221880606,1.2457947414955564,1.2466678196712966,1.246324941506456,1.2461856318234896,1.2462764624166716,1.2482555370035495,1.2541322274941564,1.245909945077881,1.2541186138866984,1.2536695304524599,0.0013840294521308917,0.279949284360508,0.4328528022630907,0.529462848537382,0.5970817928497769,0.6472330635544425,0.6859082158501688,0.7188734101584181,0.74181781523482,0.7627351563902571,0.7824092432280134
43,2.2121683200280002,0.002173317483733594,0.01378816697979346,13.647733821932176,8.416000000000001e-05,1.2526413211024934,1.2455841687905973,1.246520203355176,1.2461523570167252,1.2460032105989867,1.2461038182232682,1.2480697920895236,1.2543353421170789,1.2457065450076719,1.2543238630230948,1.2538441451734124,0.0014402296428674733,0.27985964776208655,0.4328094964404169,0.5293885583692524,0.5970006578205226,0.6471531185500631,0.6858246426083877,0.7189428147677921,0.7417253753234172,0.7626400172325388,0.7824092432280134
44,2.212287014460054,0.002174156251280256,0.013721083989366889,13.635418084829025,8.614e-05,1.2527195075681061,1.2453666175219424,1.246372167019457,1.245976910602376,1.2458168960881109,1.2459285135062663,1.247870564898308,1.2545444349517239,1.2454930137533755,1.2545364937271044,1.2540234541837618,0.0014961274954656191,0.27976744417994426,0.43276818239362175,0.5293133290050376,0.5969178502840011,0.6470716442781954,0.6857390934338378,0.7190182509942963,0.741629817996268,0.7625419254978165,0.7824092432280134
45,2.2124110725701818,0.002175010897971254,0.013546957983635366,13.631235735519049,8.812e-05,1.2527934755043784,1.2451422088742723,1.2462233770316151,1.2457984954827823,1.2456266496712587,1.2457504891285607,1.247658721417921,1.2547593831297383,1.2452699877370175,1.2547562772987306,1.2542074293096708,0.0015519508523454352,0.27967266056077084,0.43272854614222134,0.5292370767639167,0.5968333384775838,0.6469886146099011,0.6856515662560381,0.719099391177381,0.7415312589877097,0.762440980677961,0.7824092432280134
46,2.212540621115431,0.002175881776855207,0.01347187499050051,13.605631943944575,9.010000000000001e-05,1.252863350620259,1.2449110975862114,1.2460736164477744,1.2456170031954488,1.2454324197195732,1.2455696550735713,1.247435162874008,1.2549800564668312,1.2450379707053516,1.2549829204891507,1.2543960563272702,0.001607705642659678,0.27957531060315444,0.43269046192390453,0.529159737813471,0.5967470963874242,0.6469040009619694,0.6855620601165191,0.7191858247260773,0.7414297836609806,0.7623372548944667,0.7824092432280134
47,2.212678171096728,0.002176769229628146,0.013720457965973765,13.59099962185182,9.208000000000001e-05,1.252929507068478,1.2446733885033698,1.2459226097402007,1.245432359841242,1.2452341613875861,1.2453859194455867,1.247200618120488,1.2552063399322544,1.2447975070308708,1.2552161917035323,1.2545893208342942,0.0016635494413146023,0.27947538499142155,0.4326536962873328,0.5290812602363211,0.5966590998789478,0.6468177743163162,0.6854705706069087,0.7192772000427317,0.7413254809500353,0.7622308216811833,0.7824092432280134
48,2.2128196830314426,0.002177673537969473,0.013627917040139437,13.58238849095006,9.406e-05,1.252992404667287,1.2444291741664604,1.2457700642288052,1.2452444777462672,1.2450318474504658,1.2451992169489192,1.24695567990163,1.2554381365526348,1.244549096736989,1.2554559051717114,1.254787196915084,0.0017197038343631957,0.2793728739436063,0.4326179735495869,0.5290015764988824,0.5965693253240614,0.6467299105150837,0.6853770936863454,0.7193732564964477,0.7412184410248024,0.7621217566564237,0.7824092432280134
49,2.212965439027087,0.0021785950254352955,0.013554166012909263,13.569883381349257,9.604e-05,1.2530523691377937,1.2441785710250228,1.2456157139429138,1.2450532362006608,1.244825458484056,1.245009494283344,1.246700917980305,1.2556753526392708,1.2442931373029715,1.2557018710360617,1.2549896678450323,0.0017763020721819833,0.27926778948521797,0.432583069952469,0.528920603428496,0.5964777497054324,0.6466403882741595,0.6852816277491995,0.719473741523479,0.7411087393545348,0.7620101237141782,0.7824092432280134
50,2.213116224866545,0.002179534036701887,0.013758916989900172,13.549663603433286,9.802e-05,1.2531096304221165,1.243921631789661,1.2454593185947942,1.2448585960828114,1.2446149468049252,1.2448166813135353,1.2464368541564594,1.2559179008321453,1.2440299846012532,1.2559538939355837,1.255196725041088,0.0018334331323663947,0.27916010547597503,0.43254877110005313,0.5288383104715619,0.5963843524269637,0.6465491848508045,0.6851841701460939,0.7195784029386766,0.7409964403754474,0.761895975279523,0.7824092432280134
51,2.2132724274051077,0.002180490835215103,0.013795250037219375,13.53933546484558,0.0001,1.2531645295736777,1.2436583966602333,1.2453006400442128,1.244660506703781,1.2444002804557377,1.2446207312217095,1.2461638798952959,1.2561657085103313,1.2437600108480584,1.2562118230155617,1.2554083552773632,0.001891253201078455,0.2790497990948313,0.43251483887940634,0.5287546534353641,0.5962891126032138,0.646456281077026,0.6850847162384528,0.7196870605773578,0.7408816158027918,0.7617793684012027,0.7824092432280134
52,2.2134341218697147,0.002181446812063061,0.013730915961787105,13.522984134169484,9.999879371991704e-05,1.2532163281799136,1.24339415549161,1.245142542882664,1.2444627795447674,1.244185700819532,1.2444254918162687,1.2458878612600122,1.2564137934362607,1.2434888405110958,1.25647039643602,1.2556203505106618,0.0019487530194700735,0.27893905609965586,0.43248167111407676,0.5286712047645135,0.5961938963670029,0.6463635011111034,0.6849852373426928,0.719797370956666,0.7407665992359473,0.7616626609352991,0.7824092432280134
53,2.213598212476979,0.002182402283002112,0.013767166994512081,13.495919367210123,9.999517493846056e-05,1.2532650880968348,1.243129069196647,1.244984911349005,1.2442653623202509,1.2439711528687398,1.2442308553275834,1.2456094005360268,1.2566620540382973,1.2432167148233386,1.2567293927771925,1.2558326718265846,0.0020058665293685284,0.27882792307290877,0.432449224972537,0.5285879454852438,0.5960986889106475,0.6462708205413245,0.6848857366713991,0.7199090021701712,0.7406514348356296,0.7615458898641683,0.7824092432280134
54,2.213764661199904,0.002183357467621052,0.013712000043597072,13.481877617380654,9.998914383200487e-05,1.2533111989459165,1.2428632127739792,1.2448275471642742,1.2440681922051182,1.2437566172216825,1.2440367768845406,1.2453288771110196,1.2569104219856038,1.242943890532561,1.2569886847115577,1.2560452885880429,0.0020627372187639196,0.2787164049739708,0.43241728730242784,0.5285048254437735,0.5960034749052546,0.6461782246377036,0.6847862166374042,0.7200217792593642,0.740536177779201,0.7614290998389435,0.7824092432280134
55,2.213933431155754,0.002184312533374638,0.013534166966564953,13.476300897148867,9.998070069449754e-05,1.2533550894084706,1.2425966588902024,1.244670211826493,1.2438712298997556,1.2435420958753725,1.243843220714705,1.2450465292257986,1.2571588496011854,1.2426706313335698,1.2572481930755837,1.2562581829682418,0.002119540386581882,0.2786045105241346,0.43238557249906767,0.5284218015268398,0.595908244781903,0.6460857020994684,0.6846866765149939,0.7201356000925062,0.7404208871974611,0.7613123372594244,0.7824092432280134
