iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1
0,14.212974631750994,0.0810432401699086,0.1859846250154078,,,1.2500000000000002,1.2500000000000002
1,14.212974631750994,0.08104338063065393,0.36169179202988744,169.50468006031355,1.0000000000000006e-06,1.2499977639343227,1.2499977639343018
2,14.212993782817907,0.08104354637455743,0.307017250044737,169.50419874251588,1.1800000000000006e-06,1.2499951253800587,1.2499951253793027
3,14.213016381118097,0.08104373740171834,0.0024675410240888596,169.50359596549328,1.3600000000000005e-06,1.2499920843391548,1.2499920843362715
4,14.213042426668526,0.08104395371223062,0.00255537498742342,169.50289536405523,1.5400000000000005e-06,1.2499886408144882,1.2499886408066643
5,14.213071919488382,0.08104419530619589,0.002322708023712039,169.5021141912437,1.7200000000000005e-06,1.249984794809465,1.2499847947921279
6,14.213104859594047,0.08104446218383851,0.0027560829767026007,169.50124839077787,1.9000000000000004e-06,1.2499805463263776,1.2499805462924642
7,14.213141247023293,0.08104475434513071,0.002338165999390185,169.50028091367568,2.0800000000000004e-06,1.2499758953722502,1.249975895311732
8,14.213181081777655,0.08104507179015334,0.002385874977335334,169.49925594874176,2.2600000000000004e-06,1.2499708419534301,1.2499708418521405
9,14.213224363872522,0.08104541451895013,0.0023339169565588236,169.49808009388286,2.440000000000001e-06,1.249965386077217,1.2499653859171118
10,14.213271093319424,0.08104578253172746,0.002189541992265731,169.4968448558607,2.6200000000000003e-06,1.2499595277495288,1.2499595275071993
11,14.213321270152317,0.08104617582849047,0.0023098340025171638,169.49552134486743,2.8000000000000003e-06,1.2499532669803934,1.249953266626193
12,14.213374894376912,0.08104659440936103,0.0025558749912306666,169.49410116136758,2.9800000000000003e-06,1.2499466037789122,1.249946603276036
13,14.213431966012566,0.08104703827431405,0.002388124994467944,169.49259042754022,3.1600000000000002e-06,1.2499395381575862,1.249939537460888
14,14.213492485061668,0.08104750742331403,0.002193499996792525,169.49099052797362,3.340000000000001e-06,1.24993207013,1.2499320691850948
15,14.213556451522804,0.08104800185643382,0.002236542000900954,169.48929825711662,3.520000000000001e-06,1.2499241997090742,1.2499241984511527
16,14.213623865408666,0.08104852157372636,0.0020568749750964344,169.48751525263162,3.700000000000001e-06,1.2499159269091091,1.2499159252617418
17,14.213694726730145,0.08104906657511127,0.002137875009793788,169.48563826921966,3.880000000000001e-06,1.2499072517473802,1.2499072496217638
18,14.213769035478219,0.08104963686058965,0.0021433329675346613,169.48367974748794,4.060000000000002e-06,1.2498981742413289,1.2498981715342614
19,14.213846791654332,0.0810502324300306,0.0022361669689416885,169.4816235430855,4.240000000000001e-06,1.249888694411323,1.2498886910045004
20,14.213927995241514,0.08105085328334082,0.002095916017424315,169.47947456816982,4.420000000000001e-06,1.249878812278297,1.2498788080369116
21,14.214012646228408,0.08105149942040316,0.0020375000312924385,169.4772372912321,4.600000000000001e-06,1.2498685278646873,1.2498685226361073
22,14.214100744597522,0.0810521708410275,0.0022433329722844064,169.47490288562557,4.78e-06,1.249857841194996,1.2498578348079037
23,14.21419229032221,0.08105286754511061,0.0022241660044528544,169.47248593850722,4.96e-06,1.2498467522946837,1.2498467445552264
24,14.214287283384856,0.08105358953252946,0.0022750829812139273,169.4699720307351,5.140000000000001e-06,1.2498352611886656,1.2498352518832543
25,14.2143857237687,0.08105433680299318,0.0021927080233581364,169.46737244207952,5.320000000000001e-06,1.249823367906859,1.249823356798343
26,14.214487611430199,0.08105510935623267,0.0020304580102674663,169.4646845842022,5.500000000000001e-06,1.249811072480233,1.2498110593060088
27,14.214592946326043,0.08105590719199572,0.00195891602197662,169.46189440327063,5.680000000000001e-06,1.2497983749399988,1.2497983594119615
28,14.214701728419282,0.08105673031005152,0.002076249977108091,169.45901682126552,5.860000000000001e-06,1.2497852753184315,1.2497852571210717
29,14.214813957671515,0.08105757870999451,0.0021999169839546084,169.45605089566493,6.0400000000000015e-06,1.249771773652059,1.2497717524404197
30,14.214929634021063,0.08105845239147622,0.0020495830103754997,169.45299301336914,6.22e-06,1.2497578699773668,1.2497578453762566
31,14.215048757412472,0.08105935135411405,0.0020532089984044433,169.4498441038603,6.4000000000000006e-06,1.2497435643326618,1.2497435359350126
32,14.215171327784441,0.081060275597501,0.002053417032584548,169.4466026915533,6.5800000000000005e-06,1.2497288567577698,1.2497288241233004
33,14.215297345072862,0.08106122512120001,0.0023849999997764826,169.4432701328938,6.760000000000001e-06,1.2497137472942121,1.2497137099479139
34,14.215426809207344,0.08106219992471828,0.0021892079967074096,169.4398914758262,6.940000000000001e-06,1.2496982359869624,1.2496981934147853
35,14.215559720105853,0.08106320000758052,0.0020035000052303076,169.4363385042755,7.120000000000001e-06,1.249682322879288,1.249682274532111
36,14.215696077697322,0.08106422536927804,0.002070499991532415,169.4327305522194,7.3e-06,1.2496660080172204,1.249665953307232
37,14.215835881896282,0.08106527600933157,0.001940458023454994,169.4290292405609,7.48e-06,1.2496492914475998,1.2496492297466528
38,14.21597913262568,0.08106635192706006,0.002142624987754971,169.42526231929187,7.660000000000001e-06,1.2496321732223579,1.24963210385908
39,14.216125829776919,0.08106745312187244,0.0022117499611340463,169.42137926902808,7.840000000000001e-06,1.2496146533923616,1.2496145756523995
40,14.216275973253282,0.08106857959300982,0.0019685410079546273,169.4174130266241,8.020000000000001e-06,1.249596732012513,1.2495966451367084
41,14.216429562936757,0.08106973134017065,0.002126417006365955,169.41333754487826,8.200000000000001e-06,1.2495784091300852,1.2495783123162152
42,14.216586598771533,0.0810709083624164,0.002095624979119748,169.40920343477154,8.380000000000001e-06,1.2495596848070698,1.2495595772013448
43,14.216747080606769,0.0810721106590207,0.0021330409799702466,169.40496594531308,8.560000000000001e-06,1.249540559101568,1.249540439800703
44,14.216911008325217,0.08107333822935069,0.0019789589568972588,169.40065621977226,8.740000000000001e-06,1.2495210320714751,1.2495209001210419
45,14.2170783818183,0.08107459107241154,0.002053834032267332,169.3962359160561,8.920000000000001e-06,1.2495011037808796,1.249500958175409
46,14.217249200933184,0.08107586918753545,0.0022700830013491213,169.3917016240772,9.100000000000001e-06,1.2494807742902794,1.2494806139709242
47,14.217423465556388,0.08107717257398359,0.002159541007131338,169.3871026678717,9.280000000000001e-06,1.2494600436631285,1.2494598675148791
48,14.217601175563505,0.08107850123075933,0.0021170410327613354,169.38242371426026,9.460000000000001e-06,1.2494389119677782,1.2494387188188187
49,14.217782330794156,0.08107985515703883,0.0019564160029403865,169.3776243032967,9.640000000000001e-06,1.2494173792699095,1.2494171678924577
50,14.217966931114182,0.0810812343519416,0.002119624987244606,169.37274673746748,9.820000000000001e-06,1.2493954456377214,1.2493952147456835
51,14.218154976381463,0.0810826388145372,0.002029833965934813,169.36778168971347,1e-05,1.2493731111417117,1.2493728593885607
52,14.218346466442185,0.08108404324830955,0.0020492079784162343,169.36272533745034,9.999890338174275e-06,1.2493507780944593,1.2493505044663007
53,14.21853795223895,0.08108544762163444,0.002024083980359137,169.3576672823986,9.999561358041869e-06,1.2493284470094685,1.2493281504707259
54,14.2187294294353,0.0810868519030815,0.002051540999673307,169.352612156896,9.999013075636806e-06,1.249306118396099,1.249305797891625
55,14.218920893722142,0.08108825606131971,0.002302000008057803,169.3475450021585,9.998245517681596e-06,1.249283792760558,1.2492834472187992
56,14.219112340806959,0.08108966006509911,0.0019946660031564534,169.3425037179477,9.997258721585931e-06,1.2492614706064766,1.2492610989420547
57,14.219303766411299,0.08109106388313142,0.0020690830424427986,169.33746286711263,9.996052735444863e-06,1.2492391524385988,1.2492387535511709
58,14.219495166251413,0.08109246748446455,0.002040749997831881,169.3323573340708,9.994627618036455e-06,1.24921683875119,1.2492164115360027
59,14.219686536101289,0.08109387083794467,0.002144541998859495,169.32734328818492,9.992983438818916e-06,1.2491945300446952,1.2491940733863336
60,14.219877871698566,0.08109527391259332,0.0020461250096559525,169.32229544896245,9.991120277927224e-06,1.2491722268159777,1.2491717395899091
61,14.220069168807248,0.08109667667742884,0.0021377080120146275,169.31724519788918,9.98903822616921e-06,1.2491499295600141,1.2491494106365257
62,14.220260423197082,0.08109807910146999,0.0022724170121364295,169.3122017516935,9.986737385021142e-06,1.2491276387716932,1.2491270870159639
63,14.220451630635806,0.08109948115389487,0.0021614169818349183,169.30718098688808,9.984217866622771e-06,1.249105354942826,1.249104769215963
64,14.220642786914347,0.0811008828038138,0.0019380829762667418,169.3021139281508,9.981479793771866e-06,1.2490830785653306,1.2490824577262942
65,14.22083388781738,0.08110228402052576,0.0020867909770458937,169.29706395236718,9.97852329991824e-06,1.2490608101271403,1.249060153034697
66,14.221024929156856,0.08110368477343889,0.002031082985922694,169.29200566899362,9.97534852915723e-06,1.2490385501146621,1.249037855626855
67,14.221215906759136,0.08110508503169796,0.002161166979931295,169.2869877444836,9.971955636222685e-06,1.2490162990185425,1.249015565992499
68,14.221406816415092,0.08110648476479355,0.002101042016874999,169.2819676479921,9.968344786479417e-06,1.248994057322499,1.2489932846173033
69,14.221597653964619,0.08110788394204876,0.002138416050001979,169.27694597749607,9.964516155915152e-06,1.2489718255134463,1.248971011988945
70,14.22178841522453,0.08110928253304775,0.0020228750072419643,169.27188539829257,9.960469931131939e-06,1.2489496040739954,1.2489487485910227
71,14.22197909604626,0.08111068050711517,0.002170249994378537,169.26685931226797,9.956206309337067e-06,1.2489273934908747,1.2489264949111807
72,14.222169692246773,0.0811120778337864,0.0020947909797541797,169.2618496157038,9.951725498333449e-06,1.248905194246148,1.2489042514350381
73,14.22236019967488,0.08111347448270252,0.0022468750248663127,169.25681831242414,9.947027716509489e-06,1.2488830068204608,1.2488820186461582
74,14.222550614191665,0.08111487042337062,0.0020348330144770443,169.2517847100538,9.942113192828446e-06,1.2488608316966157,1.2488597970301185
75,14.222740931641491,0.0811162656254854,0.002009499992709607,169.2467634283687,9.936982166817273e-06,1.2488386693534697,1.2488375870704633
76,14.222931147895197,0.0811176600588797,0.0020807080436497927,169.24174429241052,9.931634888554937e-06,1.2488165202674557,1.2488153892486917
77,14.223121258842585,0.08111905369324182,0.002073083014693111,169.23675426844846,9.926071618660238e-06,1.248794384917492,1.2487932040483134
