iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta11,beta12,beta13,beta14
0,0.01343186780641669,0.00032016308479450095,2.6326889218762517,,,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,1.8873483400825108,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832,0.7646647176173081,0.7824092432280134,0.7976243809601434,0.8108199838000862,0.8223766390185734,0.8325843815233089
1,0.014450040900504998,0.0003201640824429817,29.049892232054844,0.02294879482821209,9.999999999999159e-07,1.88735108771786,1.8873510874811168,1.8873455924650806,1.8873455924501332,1.887351087696699,1.8873510877068906,1.8873510877079565,1.8873455924507738,1.887345592464049,1.8873510876949235,1.8873455924595415,1.887345592463885,1.8873455924816989,1.8873455924626439,1.88734559295028,1.0000067280326864e-06,0.28175452512824856,0.4340437827832778,0.5310648053206961,0.5987795940609967,0.6489243261268492,0.6876468540141504,0.7184988534544545,0.7436900465997882,0.7646637176119103,0.7824082432224769,0.7976233809553313,0.8108189837959064,0.8223756390150202,0.8325843815233089
2,0.015181879217329462,0.0003201626514636304,29.37474699690938,0.015267943401057952,2.097999999999987e-05,1.887407755253023,1.8873947549228773,1.8872887359145278,1.8872916642464987,1.8874084136129619,1.8874087784580957,1.8874039699837628,1.8873087283057093,1.8873202751952025,1.887395523133427,1.8873127447390519,1.8873111994726455,1.887322268477741,1.8873177626837387,1.8873865459306272,2.150982784321124e-05,0.28177465074237734,0.43406468083447775,0.5310819842506211,0.5987999889733977,0.6489451170590076,0.6876672379231615,0.7184891975475772,0.7436778604209217,0.7646504096081319,0.7823946961105359,0.7976093350602915,0.8108045323529738,0.8223613434482103,0.8325843815233089
3,0.014042010384041674,0.00032014298586506443,25.184251314029098,0.015082085543018969,4.095999999999993e-05,1.8875178821103846,1.8874920813061196,1.8871778437859141,1.8871853586620027,1.8875201225033076,1.8875211324000392,1.8875042005361211,1.8872526930423779,1.8872987069082032,1.8874723179760509,1.8872569383492324,1.8872842768727653,1.887305610376229,1.8872721379589528,1.8874798947190332,6.131073835816765e-05,0.28181474005768997,0.4341052184443204,0.5311145416825657,0.5988395041428256,0.6489854880173342,0.6877065382228806,0.7184789081574956,0.7436609613910953,0.7646303372480915,0.7823729486809288,0.797587822120176,0.810781040413866,0.8223367286388324,0.8325843815233089
4,0.012665570178726007,0.0003201215657883274,25.351276921108365,0.01501776059313438,6.0939999999999996e-05,1.887681365311535,1.887643713204168,1.887020957539085,1.8870323217196627,1.8876826543060665,1.887689023325318,1.8876472176434747,1.8871840045077672,1.88729419263753,1.8875016512720197,1.88719274252368,1.887202548256771,1.8872972640508685,1.8871860699267395,1.8876280554909959,0.00012025728444586955,0.28187461967793787,0.4341579309524082,0.5311673117912635,0.5988987290392929,0.6490456789024666,0.6877634589290478,0.718468108409014,0.7436387291418464,0.7645964993489915,0.7823383648564689,0.7975472724703419,0.8107373913827207,0.8222917543027322,0.8325843815233089
5,0.014933083207733774,0.0003200714015845274,25.209144327091053,0.01568338237733731,8.091999999999984e-05,1.887898808718475,1.8878524121991926,1.8868251617666165,1.8868239173504542,1.8878956090978845,1.8879083169591009,1.8878388210060766,1.887107560051301,1.887331072411134,1.8875406349935138,1.8870842483567072,1.887206185909463,1.8873413581962937,1.8871025730616648,1.887831460012237,0.0001987184338045886,0.2819549846452265,0.4342314609094731,0.531229937071351,0.5989771885211713,0.6491250277848635,0.6878390147869946,0.718461436820403,0.7436163002525307,0.7645573668932114,0.7822949546249294,0.7975056652234042,0.8106863273747549,0.8222368845114456,0.8325843815233089
6,0.014241410273544735,0.0003199866470112287,25.099081570049748,0.014713004624336959,0.0001008999999999999,1.8881702298055267,1.8881179196662945,1.8865783490413854,1.8865703978856279,1.8881622196195156,1.8881821832170544,1.8880774890759418,1.8870272367652527,1.8873931170569636,1.8875990714913125,1.8869811787536799,1.887207640038127,1.8874209490264098,1.8870326193926328,1.8880873742389495,0.00029675007067070863,0.28205571075185026,0.4343245094237222,0.5313151290238107,0.5990748007066593,0.6492239001412987,0.6879337263435787,0.7184640358117887,0.7435958200794811,0.7645158823273386,0.7822479461232257,0.7974582429377992,0.8106287145925463,0.8221753246656707,0.8325843815233089
7,0.011450111967654867,0.0003198803496557381,25.13494738889858,0.013126941613967155,0.00012087999999999997,1.8884935972876764,1.8884381422975036,1.886284778404149,1.886272310236944,1.8884857681635776,1.8885110784824062,1.888351903373035,1.886938133676264,1.8874725213149053,1.887663406051108,1.8868885376081124,1.8872210595520458,1.8875636173563908,1.8869590259502582,1.8883979037677163,0.0004135332160992222,0.28217593293544846,0.43443511899075743,0.5314193580528848,0.599190608839675,0.6493409304488741,0.6880436164284737,0.7184681071410213,0.743572294481907,0.7644672762656117,0.7821937021334837,0.7974015499875037,0.8105615046469552,0.822102655863836,0.8325843815233089
8,0.01286711906200164,0.0003197401265625579,25.477232545847073,0.013596302982382699,0.00014085999999999992,1.888869962732821,1.8888140492827667,1.8859488208837343,1.8859357525771814,1.8888675465943294,1.8888928296669605,1.888671709814468,1.886848234411473,1.8875894876415884,1.887745226919388,1.8867649841349268,1.887273001571974,1.8877217099550674,1.8869172128873544,1.888761401184297,0.0005494914103736267,0.2823160629975624,0.43456573853028596,0.5315470974662371,0.5993259390954535,0.6494766254668348,0.6881707820570476,0.7184797572110124,0.7435507864073106,0.764415652576845,0.7821322639014429,0.7973412590320499,0.8104875378501374,0.8220261802323028,0.8325843815233089
9,0.011683202120600505,0.0003195772961661394,25.56795258098282,0.01316606259005198,0.00016083999999999998,1.8892988701952917,1.889244253034025,1.885561793862184,1.8855568198137564,1.889306513432296,1.8893250276090419,1.8890287268947819,1.8867503612040288,1.8877488745685989,1.8878285642944002,1.8866454267288175,1.8873870812764584,1.8879555658596128,1.8868475828192894,1.8891807533445635,0.0007044505705189729,0.2824755041993614,0.4347136980763377,0.5316954148177842,0.599479590498031,0.6496294060523782,0.688312058847486,0.7184910860378143,0.7435269490778087,0.7643558872197999,0.782061348918906,0.797273956512722,0.8104036523182517,0.8219366769381071,0.8325843815233089
