K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,0.001,0.0,0.01,14.40215347587259,0.684946961,14.40215347587259
1.0,0.0,0.001,1.0,0.05,13.865096166643955,0.186734392,13.865096166643955
1.0,1.0,0.002187761623949552,0.0,0.01,14.52096974409376,0.193543514,14.52096974409376
1.0,1.0,0.002187761623949552,1.0,0.05,13.88884871783392,0.184519894,13.88884871783392
1.0,2.0,0.00478630092322638,0.0,0.01,14.780781925335814,0.208355954,14.780781925335814
1.0,2.0,0.00478630092322638,1.0,0.05,13.940820269893301,0.184904173,13.940820269893301
1.0,3.0,0.010471285480508996,0.0,0.01,15.349313755219274,0.18931974,15.349313755219274
1.0,3.0,0.010471285480508996,1.0,0.05,14.05452046470808,0.174122015,14.05452046470808
1.0,4.0,0.022908676527677724,0.0,0.01,16.59301492003802,0.210803158,16.59301492003802
1.0,4.0,0.022908676527677724,1.0,0.05,14.303275525426269,0.176423704,14.303275525426269
1.0,5.0,0.05011872336272722,0.0,0.01,19.25104815816309,0.228909205,19.25104815816309
1.0,5.0,0.05011872336272722,1.0,0.05,14.847476779529353,0.182175552,14.847476779529353
2.0,0.0,0.001,0.0,0.01,7.4918528928847055,0.461202274,7.4918528928847055
2.0,0.0,0.001,1.0,0.05,7.271465538043716,0.426036981,7.271465538043716
2.0,1.0,0.002187761623949552,0.0,0.01,7.610589173735319,0.441630076,7.610589173735319
2.0,1.0,0.002187761623949552,1.0,0.05,7.295217724732383,0.458356677,7.295217724732383
2.0,2.0,0.00478630092322638,0.0,0.01,7.870462261850648,0.527105353,7.870462261850648
2.0,2.0,0.00478630092322638,1.0,0.05,7.347184940400493,0.452275197,7.347184940400493
2.0,3.0,0.010471285480508996,0.0,0.01,8.421411394790967,0.397845002,8.421411394790967
2.0,3.0,0.010471285480508996,1.0,0.05,7.460889223590877,0.403946797,7.460889223590877
2.0,4.0,0.022908676527677724,0.0,0.01,9.415127992512161,0.357690521,9.415127992512161
2.0,4.0,0.022908676527677724,1.0,0.05,7.709645951380528,0.411644221,7.709645951380528
2.0,5.0,0.05011872336272722,0.0,0.01,11.472141970042527,0.318351327,11.472141970042527
2.0,5.0,0.05011872336272722,1.0,0.05,8.241129694325528,0.359490801,8.241129694325528
3.0,0.0,0.001,0.0,0.01,4.868815791006781,0.726989347,4.868815791006781
3.0,0.0,0.001,1.0,0.05,4.652101433404069,0.712554945,4.652101433404069
3.0,1.0,0.002187761623949552,0.0,0.01,4.987616119270095,0.730292987,4.987616119270095
3.0,1.0,0.002187761623949552,1.0,0.05,4.6758549562924,0.593641795,4.6758549562924
3.0,2.0,0.00478630092322638,0.0,0.01,5.225803893814895,0.588615045,5.225803893814895
3.0,2.0,0.00478630092322638,1.0,0.05,4.727835292036246,0.695675527,4.727835292036246
3.0,3.0,0.010471285480508996,0.0,0.01,5.668204098945504,0.5835963,5.668204098945504
