source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10
data/21-29-41_28,0.2525432535322587,0.7963043252001304,0.7471155260478357,0.5833984303061196,0.3557682837007325,0.1920683861277981,0.2103322316143676,0.3342247534287724,0.2540836572121066,0.4452902591519732,0.5292796191134308
