source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10
data_l2o/19-02-39_0,0.2452227726993433,0.6645438627403906,0.6253335715788672,0.6362078410919494,0.6308108676118585,0.6286478248175932,0.6201908958009158,0.6127936481011457,0.6016047196125178,0.591686792043222,0.5788615044174599
