source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10
data_lpep/00-42-23_1,0.3302967539774581,0.3055593827160148,0.3019062905510041,0.2428014942542422,0.2164142410888945,0.2276369735746815,0.2525132085621168,0.2963220094703064,0.2803188659248498,0.236026299431201,0.245371577902722
