source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10
data_alista/22-29-17_0,0.3208213101151089,0.3196964497712344,0.3202873794640353,0.320654366263821,0.3206954197878057,0.3205709685934962,0.3203714984575276,0.3201296361710534,0.3198484177112219,0.3195576944772935,0.3192160446217831
