source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12
data_lpep/00-42-23_1,0.3238298534461276,0.228263268488848,0.315373485722546,0.3125326291752678,0.2831456440271792,0.294710180463007,0.3276689534077955,0.3114237592588586,0.2194556510041563,0.2147698243862307,0.2110381224089716,0.316035598193562,0.3044457803460917
