source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12
data/21-29-41_29,0.3892728817069064,0.5851184623885145,0.3579106416523987,0.2311069940003951,0.2667045042197779,1.0115075822151869,0.2418866489190138,0.6692976842528863,0.3885534002646102,0.7272579355311839,1.0370435663302575,1.1027556838466013,1.1816152962761803
