source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12
data_l2o/19-02-39_0,0.2457751953434294,0.6675919565919515,0.6279439228181858,0.637200427716882,0.6307275564541727,0.6270344614774386,0.6174482724073582,0.6089691785362827,0.597117445152367,0.586357609636013,0.5741357715730852,0.5627973852486577,0.5504849628192385
