source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9,gamma_10,gamma_11,gamma_12
data_alista/22-29-17_0,0.3209067496344114,0.3197624983846051,0.3202466853233595,0.3205125711847435,0.3204819614672076,0.3203000411783046,0.3200511904177921,0.3197564840738433,0.3194248911262979,0.3190745477906073,0.3186843270720196,0.3182839513000691,0.3178702458411697
