iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,tau_0,sigma_0,theta_0,tau_1,sigma_1,theta_1
0,92.88404968020906,89.38149638634893,32.425335474079475,,,0.10126272219280587,0.10126272219280587,1.0,0.10126272219280587,0.10126272219280587,1.0
1,102.1661428755525,89.38149818868744,14.34554925491102,1021328.4242794993,9.999999999999972e-07,0.10126208575553816,0.10126208575550563,0.9999979999817105,0.10126335862805694,0.10126335862807291,1.000001999981384
2,95.48151907908162,89.38166635211982,13.596153852064162,963071.0767137258,0.0001,0.10119841426703023,0.10119854258078333,0.9997978896989216,0.10132701189942189,0.10132701734546755,1.0002020050761506
3,109.54636116077694,89.3818686335112,0.8375473280902952,952190.5472634532,9.701478472890248e-05,0.10113653758712689,0.1011367315506189,0.9996033005241658,0.1013888652160123,0.10138875980383003,1.0003963050690503
4,93.6609456916917,89.38203996985997,0.8436618789564818,919498.7656735944,8.84191999343894e-05,0.1010803685360085,0.10108050883142741,0.9994268683349989,0.10144517059308297,0.10144506981261588,1.0005730639192634
5,108.22990900280287,89.38217371357673,0.8105360851623118,1112415.5725407202,7.525e-05,0.10103262566659181,0.10103272226986128,0.9992768549970108,0.10149317423986667,0.10149300381406494,1.000723767584086
6,101.58012680165092,89.38229984039891,0.8374778181314468,921401.8592662291,5.909558479451306e-05,0.10099495881378986,0.1009950950326795,0.9991584696277732,0.1015309920032601,0.10153062796044209,1.0008425039626196
7,93.1119340921584,89.38237547827985,0.8113412400707603,975869.9548214416,4.190441520548695e-05,0.10096846782343594,0.10096852445315506,0.9990753240008015,0.1015576552429045,0.10155733713110153,1.0009261762513175
8,99.13163850520877,89.38243139250615,0.8272369790356606,890822.1694712243,2.5750000000000013e-05,0.10095214313150563,0.10095213568951135,0.9990239724043216,0.10157409833682335,0.10157373906206446,1.000977775075459
9,96.37755553955594,89.38245582496938,0.8351565250195563,972885.0807555158,1.2580800065610596e-05,0.10094416912940889,0.1009441486486713,0.99899894929772,0.10158212638894006,0.10158175582306414,1.0010029674253622
10,97.30172516253424,89.38246402449863,0.8145824947860092,919334.7290951291,3.985215271097538e-06,0.10094164124384669,0.10094161737621712,0.998991016228609,0.10158466729717006,0.10158429556513908,1.0010109401529521
