iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,0.0274256460508899,0.007061936085499783,0.2987438850104809,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.028239666869523124,0.007061913521991276,0.2764136348851025,0.018805602170073994,9.999999999999159e-07,1.2426516371450722,1.2426516371440597,1.242651637143043,1.2426516371419563,1.2426516371407519,1.24265163713938,1.2426516371377752,1.24265163713584,1.2426516371334266,1.2426516371302887,1.2426516371259817,1.2426516371196223,1.2426516371091483,1.2426516370883756,1.2426516370263865
2,0.02753929022019157,0.0070614406866680085,0.10968706803396344,0.018437225359156022,2.097999999999987e-05,1.2426983951561137,1.242698385972562,1.2426983752278031,1.24269836764238,1.242698362362951,1.2426983585949312,1.2426983558022269,1.242698353647363,1.2426983519176171,1.2426983504742186,1.2426983492202663,1.2426983480777258,1.2426983469605652,1.2426983457024816,1.2426983435909797
3,0.028365634021287785,0.007060516880361565,0.007059279829263687,0.01881299351816838,4.095999999999993e-05,1.242789728060097,1.2427897097830918,1.242789683274156,1.2427896672743455,1.242789657763817,1.2427896518825003,1.242789647996086,1.2427896452105904,1.2427896430383116,1.2427896412065256,1.2427896395497897,1.2427896379400563,1.242789636210274,1.242789633949741,1.242789629175029
4,0.029011928537345633,0.007059140757624487,0.007833915762603283,0.018936672975290753,6.0939999999999996e-05,1.242925619627437,1.2429256817534438,1.2429256825678494,1.242925680478258,1.2429256813312994,1.2429256843934182,1.2429256884918811,1.2429256928587327,1.2429256970817166,1.2429257009595072,1.2429257043884128,1.2429257072717614,1.2429257093946304,1.2429257100373141,1.2429257053834901
5,0.028270242872302866,0.007057314098381773,0.0068689389154314995,0.018787399119241276,8.091999999999984e-05,1.2431061134734342,1.2431061802381425,1.2431062197442644,1.2431062497426495,1.2431062772678263,1.2431063027792395,1.2431063257864137,1.2431063460025082,1.2431063634030717,1.243106378108727,1.243106390274705,1.2431063999867684,1.243106407081661,1.243106410526396,1.2431064041567168
6,0.027517225114384054,0.007055039569697526,0.007436404004693031,0.01873816514813686,0.0001008999999999999,1.2433311811992764,1.2433312676768256,1.243331325681338,1.2433313545127498,1.2433313711542944,1.2433313801118884,1.2433313827018622,1.2433313796334242,1.2433313715245304,1.2433313589411974,1.243331342345021,1.2433313219996773,1.2433312977384658,1.243331268059007,1.2433312237750807
7,0.028217963754209926,0.007052314563356881,0.00725238211452961,0.019087628055609984,0.00012087999999999997,1.2436011176733357,1.2436011149382098,1.2436011669629408,1.2436011843699175,1.2436011827919824,1.2436011682006063,1.2436011428308014,1.2436011080662843,1.24360106507361,1.2436010148659928,1.2436009582508707,1.2436008957165838,1.2436008271199999,1.2436007504312259,1.2436006528798236
8,0.0277272210900521,0.007049141105693092,0.007249452173709869,0.018690037637595584,0.00014085999999999992,1.2439155302217966,1.243915416764125,1.2439155057249585,1.2439155502896475,1.2439155593831628,1.243915542050613,1.2439155033389289,1.243915446750713,1.2439153750120182,1.2439152902766637,1.2439151941739885,1.2439150877426286,1.2439149710705018,1.2439148416602754,1.2439146826727048
9,0.024539534225633618,0.007045549942956345,0.006673518102616072,0.01738151833586306,0.00016083999999999998,1.2442734232923516,1.2442728893656603,1.2442726375597706,1.2442723643391564,1.2442720774248412,1.244271783642528,1.244271484900993,1.244271181961906,1.2442708753720368,1.2442705655534583,1.2442702527138902,1.2442699366483803,1.2442696161940117,1.2442692870679646,1.2442689267051192
