K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,9.999999999999999e-06,0.0,0.01,12.649239377931426,0.851149903,12.649239377931426
1.0,0.0,9.999999999999999e-06,1.0,0.05,12.648440092932896,0.0022849,12.648440092932896
1.0,1.0,3.414548873833601e-05,0.0,0.01,12.651654256110534,0.002143104,12.651654256110534
1.0,1.0,3.414548873833601e-05,1.0,0.05,12.648923550830196,0.002471138,12.648923550830196
1.0,2.0,0.00011659144011798311,0.0,0.01,12.659898479543273,0.002050215,12.659898479543273
1.0,2.0,0.00011659144011798311,1.0,0.05,12.650571605793946,0.002228505,12.650571605793946
1.0,3.0,0.00039810717055349735,0.0,0.01,12.688050063481217,0.002051328,12.688050063481217
1.0,3.0,0.00039810717055349735,1.0,0.05,12.656201516244552,0.002700251,12.656201516244552
2.0,0.0,9.999999999999999e-06,0.0,0.01,6.215563280606574,0.039225602,6.215563280606574
2.0,0.0,9.999999999999999e-06,1.0,0.05,6.2147627300488235,0.003874797,6.2147627300488235
2.0,1.0,3.414548873833601e-05,0.0,0.01,6.217977332603227,0.003706897,6.217977332603227
2.0,1.0,3.414548873833601e-05,1.0,0.05,6.215245752409646,0.003452701,6.215245752409646
2.0,2.0,0.00011659144011798311,0.0,0.01,6.2262230169866255,0.00392896,6.2262230169866255
2.0,2.0,0.00011659144011798311,1.0,0.05,6.216895678937196,0.003258829,6.216895678937196
2.0,3.0,0.00039810717055349735,0.0,0.01,6.254373422842919,0.003803787,6.254373422842919
2.0,3.0,0.00039810717055349735,1.0,0.05,6.222525817180522,0.003833015,6.222525817180522
3.0,0.0,9.999999999999999e-06,0.0,0.01,3.373597040906457,0.005767779,3.373597040906457
3.0,0.0,9.999999999999999e-06,1.0,0.05,3.3727979829566346,0.005451148,3.3727979829566346
3.0,1.0,3.414548873833601e-05,0.0,0.01,3.376011574505965,0.00576656,3.376011574505965
3.0,1.0,3.414548873833601e-05,1.0,0.05,3.37328088248055,0.005647323,3.37328088248055
3.0,2.0,0.00011659144011798311,0.0,0.01,3.384256268886278,0.005912955,3.384256268886278
3.0,2.0,0.00011659144011798311,1.0,0.05,3.3749288455522057,0.006000112,3.3749288455522057
3.0,3.0,0.00039810717055349735,0.0,0.01,3.4124077851745547,0.006084849,3.4124077851745547
3.0,3.0,0.00039810717055349735,1.0,0.05,3.380559152231846,0.005945898,3.380559152231846
4.0,0.0,9.999999999999999e-06,0.0,0.01,2.0696771609173767,0.008522963,2.0696771609173767
4.0,0.0,9.999999999999999e-06,1.0,0.05,2.068877771328369,0.008186063,2.068877771328369
4.0,1.0,3.414548873833601e-05,0.0,0.01,2.072091648874726,0.008410975,2.072091648874726
4.0,1.0,3.414548873833601e-05,1.0,0.05,2.0693603706451564,0.0081716,2.0693603706451564
4.0,2.0,0.00011659144011798311,0.0,0.01,2.080336692189156,0.009215587,2.080336692189156
4.0,2.0,0.00011659144011798311,1.0,0.05,2.071009717660576,0.008080223,2.071009717660576
4.0,3.0,0.00039810717055349735,0.0,0.01,2.108488089657474,0.009399269,2.108488089657474
4.0,3.0,0.00039810717055349735,1.0,0.05,2.0766396498690995,0.008121033,2.0766396498690995
5.0,0.0,9.999999999999999e-06,0.0,0.01,1.3854917233134487,0.012637842,1.3854917233134487
5.0,0.0,9.999999999999999e-06,1.0,0.05,1.3846921974347686,0.010206861,1.3846921974347686
5.0,1.0,3.414548873833601e-05,0.0,0.01,1.3879066521268624,0.012156353,1.3879066521268624
5.0,1.0,3.414548873833601e-05,1.0,0.05,1.3851748856729578,0.01081922,1.3851748856729578
5.0,2.0,0.00011659144011798311,0.0,0.01,1.3961514689297938,0.014025854,1.3961514689297938
5.0,2.0,0.00011659144011798311,1.0,0.05,1.3868236371070426,0.011548101,1.3868236371070426
5.0,3.0,0.00039810717055349735,0.0,0.01,1.4202693553445846,0.011975374,1.4202693553445846
5.0,3.0,0.00039810717055349735,1.0,0.05,1.392454472939226,0.012639464,1.392454472939226
6.0,0.0,9.999999999999999e-06,0.0,0.01,0.9697957132485296,0.018203334,0.9697957132485296
6.0,0.0,9.999999999999999e-06,1.0,0.05,0.9689955925280176,0.014920571,0.9689955925280176
6.0,1.0,3.414548873833601e-05,0.0,0.01,0.9722100318168629,0.019195299,0.9722100318168629
6.0,1.0,3.414548873833601e-05,1.0,0.05,0.9694787153698466,0.014909918,0.9694787153698466
6.0,2.0,0.00011659144011798311,0.0,0.01,0.9801237051969236,0.01731686,0.9801237051969236
6.0,2.0,0.00011659144011798311,1.0,0.05,0.9711275780178863,0.018409555,0.9711275780178863
6.0,3.0,0.00039810717055349735,0.0,0.01,1.001870330250613,0.017516577,1.001870330250613
6.0,3.0,0.00039810717055349735,1.0,0.05,0.976757881688105,0.01593018,0.976757881688105
7.0,0.0,9.999999999999999e-06,0.0,0.01,0.6951697161509368,0.024281058,0.6951697161509368
7.0,0.0,9.999999999999999e-06,1.0,0.05,0.6943687457629786,0.021096371,0.6943687457629786
7.0,1.0,3.414548873833601e-05,0.0,0.01,0.6975838293946813,0.025581047,0.6975838293946813
7.0,1.0,3.414548873833601e-05,1.0,0.05,0.6948522434739002,0.021318003,0.6948522434739002
