K,eps_idx,eps,alpha_idx,alpha,mro_sol,solvetime,dro_feas_sol
1.0,0.0,9.999999999999999e-06,0.0,0.01,11.686269852583868,0.080217022,11.686269852583868
1.0,1.0,3.414548873833601e-05,0.0,0.01,11.686294086981755,0.048854725,11.686294086981755
1.0,2.0,0.00011659144011798311,0.0,0.01,11.68637647163019,0.049286996,11.68637647163019
1.0,3.0,0.00039810717055349735,0.0,0.01,11.686657971052815,0.052753178,11.686657971052815
2.0,0.0,9.999999999999999e-06,0.0,0.01,6.123969352667719,0.118714458,6.123969352667719
2.0,1.0,3.414548873833601e-05,0.0,0.01,6.1239934736857915,0.107385347,6.1239934736857915
2.0,2.0,0.00011659144011798311,0.0,0.01,6.124076482938628,0.110982201,6.124076482938628
2.0,3.0,0.00039810717055349735,0.0,0.01,6.124357486816383,0.115458834,6.124357486816383
3.0,0.0,9.999999999999999e-06,0.0,0.01,3.9088859399601885,0.155519742,3.9088859399601885
3.0,1.0,3.414548873833601e-05,0.0,0.01,3.9089100833687955,0.155065559,3.9089100833687955
3.0,2.0,0.00011659144011798311,0.0,0.01,3.90899277495962,0.154611169,3.90899277495962
3.0,3.0,0.00039810717055349735,0.0,0.01,3.9092742384824253,0.1541224,3.9092742384824253
4.0,0.0,9.999999999999999e-06,0.0,0.01,2.773403037441172,0.234067392,2.773403037441172
4.0,1.0,3.414548873833601e-05,0.0,0.01,2.77342717086089,0.249362895,2.77342717086089
4.0,2.0,0.00011659144011798311,0.0,0.01,2.7735096255782086,0.250014661,2.7735096255782086
4.0,3.0,0.00039810717055349735,0.0,0.01,2.7737910775252685,0.246047023,2.7737910775252685
5.0,0.0,9.999999999999999e-06,0.0,0.01,2.1011795325962925,0.33190172,2.1011795325962925
5.0,1.0,3.414548873833601e-05,0.0,0.01,2.101203506616293,0.333669889,2.101203506616293
5.0,2.0,0.00011659144011798311,0.0,0.01,2.101285944674818,0.364533688,2.101285944674818
5.0,3.0,0.00039810717055349735,0.0,0.01,2.101567626483852,0.356123426,2.101567626483852
6.0,0.0,9.999999999999999e-06,0.0,0.01,1.6641927835046717,0.520601154,1.6641927835046717
6.0,1.0,3.414548873833601e-05,0.0,0.01,1.6642169196896275,0.521340273,1.6642169196896275
6.0,2.0,0.00011659144011798311,0.0,0.01,1.6642993806615674,0.521360645,1.6642993806615674
6.0,3.0,0.00039810717055349735,0.0,0.01,1.6645809532694062,0.516609193,1.6645809532694062
7.0,0.0,9.999999999999999e-06,0.0,0.01,1.3609394909390313,0.711070715,1.3609394909390313
7.0,1.0,3.414548873833601e-05,0.0,0.01,1.3609636197224435,0.71263904,1.3609636197224435
7.0,2.0,0.00011659144011798311,0.0,0.01,1.3610460937380198,0.713189199,1.3610460937380198
7.0,3.0,0.00039810717055349735,0.0,0.01,1.3613276385481579,0.778477203,1.3613276385481579
8.0,0.0,9.999999999999999e-06,0.0,0.01,1.1401393182429063,0.89093017,1.1401393182429063
8.0,1.0,3.414548873833601e-05,0.0,0.01,1.1401634531725189,0.890219301,1.1401634531725189
8.0,2.0,0.00011659144011798311,0.0,0.01,1.1402459532851268,0.896332528,1.1402459532851268
8.0,3.0,0.00039810717055349735,0.0,0.01,1.1405274839055761,0.999692551,1.1405274839055761
9.0,0.0,9.999999999999999e-06,0.0,0.01,0.9733643626704699,1.147349045,0.9733643626704699
9.0,1.0,3.414548873833601e-05,0.0,0.01,0.9733884761804928,1.150691792,0.9733884761804928
9.0,2.0,0.00011659144011798311,0.0,0.01,0.9734709410977138,1.152241684,0.9734709410977138
9.0,3.0,0.00039810717055349735,0.0,0.01,0.973752553653952,1.272336324,0.973752553653952
10.0,0.0,9.999999999999999e-06,0.0,0.01,0.8436960865413804,1.430944209,0.8436960865413804
10.0,1.0,3.414548873833601e-05,0.0,0.01,0.8437202250628171,1.516555804,0.8437202250628171
10.0,2.0,0.00011659144011798311,0.0,0.01,0.8438026751124104,1.513199877,0.8438026751124104
10.0,3.0,0.00039810717055349735,0.0,0.01,0.8440842129164844,1.5597920539999999,0.8440842129164844
11.0,0.0,9.999999999999999e-06,0.0,0.01,0.7404879294690251,1.795067032,0.7404879294690251
11.0,1.0,3.414548873833601e-05,0.0,0.01,0.7405121138275947,1.899500416,0.7405121138275947
11.0,2.0,0.00011659144011798311,0.0,0.01,0.7405945670586435,1.896698603,0.7405945670586435
11.0,3.0,0.00039810717055349735,0.0,0.01,0.7408761032007394,1.970480751,0.7408761032007394
12.0,0.0,9.999999999999999e-06,0.0,0.01,0.6567332538696953,2.230607528,0.6567332538696953
12.0,1.0,3.414548873833601e-05,0.0,0.01,0.6567574906252474,2.352358056,0.6567574906252474
12.0,2.0,0.00011659144011798311,0.0,0.01,0.6568399469654731,2.365470822,0.6568399469654731
12.0,3.0,0.00039810717055349735,0.0,0.01,0.6571214919205429,2.4298234340000002,0.6571214919205429
13.0,0.0,9.999999999999999e-06,0.0,0.01,0.587648163569884,2.637284382,0.587648163569884
13.0,1.0,3.414548873833601e-05,0.0,0.01,0.5876724360170542,2.800592074,0.5876724360170542
13.0,2.0,0.00011659144011798311,0.0,0.01,0.5877548957836899,2.786332003,0.5877548957836899
13.0,3.0,0.00039810717055349735,0.0,0.01,0.5880364554400246,2.8705596140000003,0.5880364554400246
14.0,0.0,9.999999999999999e-06,0.0,0.01,0.5298646663029287,3.147329933,0.5298646663029287
14.0,1.0,3.414548873833601e-05,0.0,0.01,0.5298889901261206,3.321795551,0.5298889901261206
14.0,2.0,0.00011659144011798311,0.0,0.01,0.5299714609929711,3.281263562,0.5299714609929711
14.0,3.0,0.00039810717055349735,0.0,0.01,0.5302529893889676,3.415693649,0.5302529893889676
15.0,0.0,9.999999999999999e-06,0.0,0.01,0.48094936747022865,3.684669783,0.48094936747022865
15.0,1.0,3.414548873833601e-05,0.0,0.01,0.4809736816856365,3.879134303,0.4809736816856365
15.0,2.0,0.00011659144011798311,0.0,0.01,0.48105614530214974,3.816293222,0.48105614530214974
15.0,3.0,0.00039810717055349735,0.0,0.01,0.48133768629292445,3.971610037,0.48133768629292445
16.0,0.0,9.999999999999999e-06,0.0,0.01,0.4391043315461713,4.359008932,0.4391043315461713
16.0,1.0,3.414548873833601e-05,0.0,0.01,0.43912862435908584,4.553910266,0.43912862435908584
