iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,0.026639875017920055,0.008914229039310233,5.391619938891381,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,0.02739351309181971,0.008914201365729355,10.25908848689869,0.025143603648390914,9.999999999999159e-07,1.242651637145493,1.242651637144684,1.242651637143845,1.2426516371429124,1.2426516371418355,1.242651637140549,1.2426516371389544,1.242651637136995,1.2426516371362084,1.2426516371380083,1.2426516371415124,1.2426516371125849,1.2426516371388916
2,0.0266204567351754,0.0089136232866991,9.026020540855825,0.024511089192627143,2.097999999999987e-05,1.2426983963388343,1.242698387415545,1.2426983766510213,1.2426983696072085,1.2426983643696146,1.2426983603484605,1.242698356174246,1.2426983354062509,1.242697848520378,1.242697082860181,1.2426981122681786,1.242698343842975,1.2426983582716065
3,0.027504351619645845,0.00891249385588068,5.123638570308685,0.024967610084720416,4.095999999999993e-05,1.2427897290564527,1.24278971241984,1.2427896862165113,1.2427896707280552,1.2427896612269365,1.2427896552577005,1.242789648486378,1.2427895885281355,1.2427881760169246,1.2427865239668987,1.242788743508179,1.2427895874739703,1.2427893052872045
4,0.028351921491714567,0.008910809476731686,4.837924517691135,0.025185456303046763,6.0939999999999996e-05,1.2429256066328707,1.242925678567501,1.2429256813359568,1.2429256792550545,1.2429256800025805,1.2429256841050103,1.2429256846401606,1.2429255760639892,1.242923316447462,1.2429211141032543,1.2429240013721836,1.2429257935162827,1.2429249523651869
5,0.027339285363315355,0.008908584490539119,5.624443405773491,0.024689814209934307,8.091999999999984e-05,1.243106083298642,1.2431061638806544,1.2431062073394425,1.2431062377885038,1.2431062656232987,1.2431062925450689,1.2431063091307701,1.243106140498122,1.2431023166067505,1.2430959031592361,1.2430987146322705,1.2431061433306714,1.2431032307505763
6,0.026658273205173423,0.00890581124724884,5.085998623631895,0.024894649138584028,0.0001008999999999999,1.243331146617496,1.24333125428163,1.2433313238029882,1.2433313593037538,1.2433313806974857,1.2433313929679082,1.2433313865228388,1.2433310991661861,1.243325147998975,1.2433128166957303,1.2433181077207804,1.243330616058027,1.2433262283295852
7,0.027269100978293784,0.008902483474351545,5.962050433270633,0.02535529734074736,0.00012087999999999997,1.243601078707643,1.2436011058697125,1.2436011798468518,1.2436012107423529,1.2436012196151152,1.243601207273685,1.2436011718390403,1.2436007418730202,1.243593157309389,1.2435762935608987,1.2435818482882302,1.2435996458999818,1.2435938136307105
8,0.026878347193568016,0.008898600378811844,5.2914028889499605,0.024890939113339755,0.00014085999999999992,1.2439154794194405,1.2439154040427207,1.243915523646432,1.243915586836529,1.2439156119568198,1.2439155988741861,1.24391555736474,1.2439149804959573,1.243907459580897,1.2438876952327298,1.2438906485478012,1.2439132535470552,1.2439063795659249
9,0.02338317728092643,0.008894231465736757,5.4483738099224865,0.022950399294630604,0.00016083999999999998,1.2442734618700617,1.2442729997547544,1.2442728081662147,1.2442725692426728,1.2442723128533686,1.244272037463544,1.2442717486753891,1.2442707935704063,1.2442614279909578,1.244229232284245,1.2442239974961131,1.2442667252993465,1.2442561569779524
