i,K,obj_val
0.0,12.0,0.10126195363149182
1.0,12.0,0.1095641327542981
2.0,12.0,0.13019561387646317
3.0,12.0,0.13027024166089446
4.0,12.0,0.10177505862011599
5.0,12.0,0.1257582989857858
6.0,12.0,0.10999614223794313
7.0,12.0,0.11221208290358153
8.0,12.0,0.11318732340833951
9.0,12.0,0.10334190955909667
10.0,12.0,0.10546684782371502
11.0,12.0,0.1483213489299735
12.0,12.0,0.11489176635699072
13.0,12.0,0.10647463741208874
14.0,12.0,0.10302433186163318
15.0,12.0,0.1170256803556308
16.0,12.0,0.11667368078653773
17.0,12.0,0.12396727214496775
18.0,12.0,0.09848903419990068
19.0,12.0,0.11438137118012431
20.0,12.0,0.13802095901861874
21.0,12.0,0.1170752786559863
22.0,12.0,0.11799232959210881
23.0,12.0,0.1248469594762592
24.0,12.0,0.11053185332929683
25.0,12.0,0.14454317571641281
26.0,12.0,0.12688208461393702
27.0,12.0,0.11428369854734083
28.0,12.0,0.10671228221317947
29.0,12.0,0.12619175632674887
30.0,12.0,0.10696716238583187
31.0,12.0,0.11606298564538833
32.0,12.0,0.1263419505025368
33.0,12.0,0.12437285313518037
34.0,12.0,0.1293953990565534
35.0,12.0,0.1449752229165426
36.0,12.0,0.13849569850733062
37.0,12.0,0.11910665564505185
38.0,12.0,0.11774573504996266
39.0,12.0,0.11705233256426345
40.0,12.0,0.12736392065984026
41.0,12.0,0.11072741118276863
42.0,12.0,0.11962674458090752
43.0,12.0,0.12271065417591559
44.0,12.0,0.1360204699627005
45.0,12.0,0.11659257192863964
46.0,12.0,0.1349235622813253
47.0,12.0,0.1365371077348316
48.0,12.0,0.11575046843091175
49.0,12.0,0.14142302526772838
50.0,12.0,0.12475087874635316
51.0,12.0,0.10388373673395251
52.0,12.0,0.09888646978043653
53.0,12.0,0.10447336380446354
54.0,12.0,0.09865456499097558
55.0,12.0,0.09149800323822371
56.0,12.0,0.1377059713347796
57.0,12.0,0.12066490273693392
58.0,12.0,0.14175166091138836
59.0,12.0,0.13136792112466444
60.0,12.0,0.13336313744705103
61.0,12.0,0.1160348069896423
62.0,12.0,0.134171687223917
63.0,12.0,0.1239042311773581
64.0,12.0,0.1340699632321482
65.0,12.0,0.127766633876949
66.0,12.0,0.12092629480904549
67.0,12.0,0.1260694692514452
68.0,12.0,0.10065513591075642
69.0,12.0,0.11679925105962766
70.0,12.0,0.11401112959564286
71.0,12.0,0.12496091379321611
72.0,12.0,0.11703287632184156
73.0,12.0,0.11954917769712092
74.0,12.0,0.1253705418596805
75.0,12.0,0.10765092722192898
76.0,12.0,0.11213139116060472
77.0,12.0,0.1015127391929847
78.0,12.0,0.12589695335432038
79.0,12.0,0.09833178474811155
80.0,12.0,0.10903617140913746
81.0,12.0,0.12262566539139186
82.0,12.0,0.12192961741141062
83.0,12.0,0.11650376603080795
84.0,12.0,0.13779604287530064
85.0,12.0,0.12001724797115404
86.0,12.0,0.12999518604365864
87.0,12.0,0.14233363437241042
88.0,12.0,0.11484442851484639
89.0,12.0,0.10523827406196334
90.0,12.0,0.09450560558840354
91.0,12.0,0.11854438807652451
92.0,12.0,0.13976859727240565
93.0,12.0,0.13374485880858797
94.0,12.0,0.11610512080785484
95.0,12.0,0.12573317778768975
96.0,12.0,0.09805166797651232
97.0,12.0,0.11631026281031837
98.0,12.0,0.11643966662830457
99.0,12.0,0.11261014777025224
