iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,beta0
0,19.199967962595874,0.12667157680476443,0.1642190419952385,,,1.2500000000000002,0.0
1,19.199967962595874,0.12667141386156272,0.29863129096338525,22.89176389475623,9.999999999999972e-07,1.250002236069732,0.0
2,19.199945063909468,0.12667092829155135,0.2771234579849988,22.891729448138815,2.980000000000002e-06,1.2500088995658156,0.0
3,19.199876826063065,0.12667012009494485,0.002250916964840144,22.891626797567948,4.960000000000007e-06,1.2500199905399219,0.0
4,19.199763249492968,0.12666898927644468,0.00181049999082461,22.89145594366993,6.939999999999998e-06,1.2500355090184367,0.0
5,19.19960433553663,0.12666753583812604,0.001942250004503876,22.89121688840607,8.919999999999989e-06,1.2500554551000769,0.0
6,19.199400085432153,0.12666575978299474,0.0018321670359000564,22.890909633568214,1.0899999999999994e-05,1.2500798289070818,0.0
7,19.199150500818455,0.12666366111735863,0.0016957080224528909,22.890534181530807,1.2879999999999999e-05,1.2501086305526736,0.0
8,19.19885558406812,0.12666123984727118,0.001757957972586155,22.890090535752794,1.4860000000000003e-05,1.2501418601898666,0.0
9,19.198515337788532,0.12665849597971723,0.0018362919799983501,22.889578700024984,1.6840000000000008e-05,1.250179517995198,0.0
10,19.19812976498696,0.12665542952261366,0.0017117089591920376,22.888998678720718,1.8819999999999986e-05,1.2502216041687264,0.0
11,19.19769886907148,0.1266520404848096,0.0017915000207722187,22.88835047679633,2.079999999999999e-05,1.2502681189340334,0.0
12,19.197222653851377,0.1266483288749016,0.0016724169836379588,22.887634099791097,2.2779999999999995e-05,1.2503190625544947,0.0
13,19.196701123368953,0.1266442947047906,0.0016677919775247574,22.886849553576063,2.476e-05,1.2503744352844652,0.0
14,19.19613428240069,0.12663993798731155,0.0016787920030765235,22.88599684510648,2.6740000000000005e-05,1.2504342374018222,0.0
15,19.19552213612311,0.12663525873386305,0.0016509999986737967,22.885075981920025,2.8719999999999996e-05,1.2504984692405077,0.0
16,19.194864689780246,0.1266302569567794,0.0017019580118358135,22.884086971636517,3.07e-05,1.250567131157988,0.0
17,19.19416194901654,0.12662493267170158,0.0016356250271201134,22.8830298224583,3.2680000000000006e-05,1.250640223502707,0.0
18,19.1934139202089,0.1266192858940225,0.001728750008624047,22.88190454367129,3.466000000000001e-05,1.2507177466629027,0.0
19,19.192620609968664,0.12661331664007258,0.00168020895216614,22.88071114489443,3.664e-05,1.2507997010503358,0.0
20,19.191782025306416,0.12660702492712136,0.0017227909993380308,22.87944963632792,3.8620000000000006e-05,1.2508860871002891,0.0
21,19.190898173633638,0.12660041077337797,0.0016351250233128667,22.878120028756765,4.0600000000000004e-05,1.250976905271568,0.0
22,19.189969062760355,0.1265934741979924,0.0016824579797685146,22.876722333547484,4.2579999999999996e-05,1.2510721560465003,0.0
23,19.188994700897215,0.12658621522046393,0.001718499988783151,22.875256562649582,4.4559999999999993e-05,1.2511718399390748,0.0
24,19.18797509657072,0.12657863386123488,0.0016573750181123614,22.87372272847002,4.654e-05,1.2512759574868038,0.0
25,19.186910258706952,0.12657073014406242,0.0016087080002762377,22.872120843998974,4.8519999999999996e-05,1.2513845092181664,0.0
26,19.1858001969645,0.12656250409127845,0.0016384589835070074,22.87045092331026,5.05e-05,1.251497495717719,0.0
27,19.18464492106782,0.12655395572675443,0.0016167499707080424,22.868712980559025,5.2480000000000006e-05,1.2516149175854008,0.0
28,19.18344444122381,0.12654508507471754,0.0016735839890316129,22.866907030609006,5.4460000000000004e-05,1.2517367754528146,0.0
29,19.18219876795517,0.12653589216152933,0.0016226660227403045,22.86503308878237,5.644000000000001e-05,1.2518630699588051,0.0
30,19.180907912349415,0.12652637701391006,0.0015759170055389404,22.86309117123233,5.842e-05,1.251993801773879,0.0
31,19.179571885810276,0.12651653965893972,0.0016792079550214112,22.861081294571854,6.04e-05,1.2521289716002075,0.0
32,19.178190700055705,0.12650638012583762,0.0016620419919490814,22.859003475870203,6.238000000000001e-05,1.2522685801472013,0.0
33,19.176764367369188,0.12649589844537112,0.001585707999765873,22.856857733030857,6.436e-05,1.2524126281396493,0.0
34,19.175292900514997,0.12648509464571,0.0015919170109555125,22.85464408466456,6.634e-05,1.2525611163747172,0.0
35,19.173776312156402,0.1264739687595381,0.001680249988567084,22.852362549214295,6.832000000000001e-05,1.25271404562424,0.0
36,19.172214615853743,0.12646252081931508,0.0016104580136016011,22.850013146457016,7.03e-05,1.2528714166998585,0.0
37,19.170607825398143,0.12645075085727853,0.0016065409872680902,22.847595896502018,7.228e-05,1.2530332304530256,0.0
38,19.168955954812176,0.126438658910185,0.0016714169760234654,22.84511081979102,7.426e-05,1.2531994877098505,0.0
39,19.1672590190142,0.12642624501101832,0.0016044999938458204,22.84255793809979,7.624e-05,1.2533701893851203,0.0
40,19.165517032654915,0.12641350919847,0.001592624990735203,22.83993727278609,7.822e-05,1.2535453363519842,0.0
41,19.163730011446095,0.12640045150746296,0.0015654590097256005,22.837248846790896,8.020000000000001e-05,1.2537249295722794,0.0
42,19.161897970831756,0.126387071977447,0.0015291669988073409,22.834492682637993,8.218e-05,1.2539089699824901,0.0
43,19.16002092715067,0.12637337064766194,0.0016628329758532345,22.83166880418432,8.416000000000001e-05,1.254097458558914,0.0
44,19.158098896971676,0.12635934755832454,0.0016389170195907354,22.828777235619576,8.614e-05,1.2542903963013712,0.0
45,19.1561318972592,0.12634500275063068,0.001560457982122898,22.825818001716378,8.812e-05,1.254487784233205,0.0
46,19.154119945373427,0.12633033626675788,0.0015357499942183495,22.822791127830353,9.010000000000001e-05,1.2546896234012799,0.0
47,19.15206305907023,0.1263153481486831,0.0015568750095553696,22.81969663990009,9.208000000000001e-05,1.254895914892285,0.0
48,19.149961256334223,0.12630003844173832,0.0016710420022718608,22.8165345641975,9.406e-05,1.2551066597838312,0.0
49,19.14781455587712,0.126284407192244,0.0016394999693147838,22.81330492807673,9.604e-05,1.255321859177047,0.0
50,19.14562297680522,0.12626845444395926,0.0016042920178733766,22.810007759474914,9.802e-05,1.2555415142454942,0.0
51,19.14338653812142,0.12625218024518972,0.0016429999959655106,22.806643086163426,0.0001,1.2557656261373464,0.0
52,19.1411052597205,0.12623590704440965,0.001765332999639213,22.803210937245098,9.999879371991704e-05,1.2559897553383004,0.0
53,19.1388243482478,0.126219635236303,0.0017484999843873084,22.799779325056306,9.999517493846056e-05,1.2562138964164304,0.0
54,19.136543858895955,0.12620336521310804,0.0016926670214161277,22.796348332706845,9.998914383200487e-05,1.2564380439704963,0.0
55,19.134263846492225,0.12618709736698533,0.0017534579965285957,22.792918042761745,9.998070069449754e-05,1.256662192597331,0.0
56,19.13198436583199,0.1261708320912015,0.0016267920145764947,22.789488537737288,9.996984593744525e-05,1.2568863368755272,0.0
57,19.129705471843117,0.1261545697777616,0.0015677500050514936,22.786059900351322,9.99565800898935e-05,1.2571104713980623,0.0
58,19.127427219255527,0.12613831081977642,0.0016744579770602286,22.782632213024655,9.994090379840098e-05,1.2573345907396716,0.0
59,19.125149662931516,0.12612205560791123,0.0017319170292466879,22.779205558379648,9.992281782700807e-05,1.2575586895057977,0.0
60,19.12287285736996,0.1261058045351208,0.0016801250167191029,22.77578001849202,9.990232305719945e-05,1.2577827622673252,0.0
