i,K,obj_val
0.0,1.0,0.2742593273649912
1.0,1.0,0.2645785184939421
2.0,1.0,0.28634461826515084
3.0,1.0,0.28766424218166425
4.0,1.0,0.26197654714707885
5.0,1.0,0.31214118101461397
6.0,1.0,0.29149663055870295
7.0,1.0,0.27306957350458544
8.0,1.0,0.27336612553965
9.0,1.0,0.2671583928397446
10.0,1.0,0.2573892535305891
11.0,1.0,0.31778760878545614
12.0,1.0,0.2954196914153934
13.0,1.0,0.28057660208505747
14.0,1.0,0.25300567143577835
15.0,1.0,0.2790472200463271
16.0,1.0,0.27958409778724597
17.0,1.0,0.3049843112552434
18.0,1.0,0.23646506875645978
19.0,1.0,0.2709305860656212
20.0,1.0,0.262096349917046
21.0,1.0,0.28774181846765723
22.0,1.0,0.27348689343180604
23.0,1.0,0.28209962335143846
24.0,1.0,0.2566413061763289
25.0,1.0,0.3242703130916701
26.0,1.0,0.3017295975610326
27.0,1.0,0.27327896838212995
28.0,1.0,0.2535714860619248
29.0,1.0,0.30689838874539177
30.0,1.0,0.26542851073023144
31.0,1.0,0.2747744873279757
32.0,1.0,0.29885185486504473
33.0,1.0,0.27358043205832455
34.0,1.0,0.27498977821199183
35.0,1.0,0.3040834973960672
36.0,1.0,0.30827732231897476
37.0,1.0,0.24002143014076505
38.0,1.0,0.2797602077314853
39.0,1.0,0.2714196178897608
40.0,1.0,0.27900744999250204
41.0,1.0,0.264407332256529
42.0,1.0,0.30192239575103696
43.0,1.0,0.2856738065101918
44.0,1.0,0.29663743410985705
45.0,1.0,0.27367382915856814
46.0,1.0,0.27985329559993005
47.0,1.0,0.3104519340155443
48.0,1.0,0.28966976091980534
49.0,1.0,0.3041835754077106
50.0,1.0,0.2924666252341021
51.0,1.0,0.2646570321368267
52.0,1.0,0.2750307627068952
53.0,1.0,0.2559535037946194
54.0,1.0,0.2408856625731995
55.0,1.0,0.2556541864347871
56.0,1.0,0.28021239509512064
57.0,1.0,0.2838963048782837
58.0,1.0,0.284161888980246
59.0,1.0,0.279942878251802
60.0,1.0,0.3270204881984503
61.0,1.0,0.271303140408333
62.0,1.0,0.29026251245674206
63.0,1.0,0.2914314661659666
64.0,1.0,0.3035515181203095
65.0,1.0,0.2964359658583785
66.0,1.0,0.2878053486020058
67.0,1.0,0.2657862546207567
68.0,1.0,0.26206427769203483
69.0,1.0,0.304297959850928
70.0,1.0,0.2819978449655044
71.0,1.0,0.30212646498739926
72.0,1.0,0.28071708374058624
73.0,1.0,0.24951754106323215
74.0,1.0,0.28299954169233343
75.0,1.0,0.25987081331346723
76.0,1.0,0.2918088896624032
77.0,1.0,0.23267842620081308
78.0,1.0,0.2820137424000643
79.0,1.0,0.22208166630597792
80.0,1.0,0.25178346905423804
81.0,1.0,0.2882757680516128
82.0,1.0,0.27222485439425537
83.0,1.0,0.2823346150106619
84.0,1.0,0.290389916451365
85.0,1.0,0.29104348651251705
86.0,1.0,0.30678384060400243
87.0,1.0,0.32437944243777067
88.0,1.0,0.2797339910527441
89.0,1.0,0.27893280295764405
90.0,1.0,0.24970596672457013
91.0,1.0,0.2988794123056997
92.0,1.0,0.28526034810596523
93.0,1.0,0.3083053742569125
94.0,1.0,0.25555736067330737
95.0,1.0,0.27539642405642506
96.0,1.0,0.24874311666103016
97.0,1.0,0.2882488092642666
98.0,1.0,0.26464543961957515
99.0,1.0,0.26951557840534646
0.0,2.0,0.24718590000563873
1.0,2.0,0.24230857297973007
2.0,2.0,0.2632624566092104
3.0,2.0,0.26467133349738886
4.0,2.0,0.23863019112649608
5.0,2.0,0.2856717077706249
6.0,2.0,0.2655522405917904
7.0,2.0,0.2502580181608211
8.0,2.0,0.2506813436868015
9.0,2.0,0.24411887083644163
10.0,2.0,0.23478829716553729
11.0,2.0,0.2941531635997771
12.0,2.0,0.26977070231198913
13.0,2.0,0.25395025122131715
14.0,2.0,0.23193710194854533
15.0,2.0,0.25488362836680056
16.0,2.0,0.25622917223757663
17.0,2.0,0.2792642463283953
18.0,2.0,0.21643533405715398
19.0,2.0,0.2483770319293792
20.0,2.0,0.24477893607989246
21.0,2.0,0.260934052398339
22.0,2.0,0.2532488021345854
23.0,2.0,0.2591569778746976
24.0,2.0,0.23651171817497102
25.0,2.0,0.2981746040722688
26.0,2.0,0.275462051702647
27.0,2.0,0.25059548257424413
28.0,2.0,0.232430272555257
29.0,2.0,0.2816859859408666
30.0,2.0,0.242386974684354
31.0,2.0,0.2524264400257554
32.0,2.0,0.2740615507887928
33.0,2.0,0.2524657304188234
34.0,2.0,0.2543658529612166
35.0,2.0,0.28283587367937446
36.0,2.0,0.2841235000864769
37.0,2.0,0.2227047651264603
38.0,2.0,0.2559151049266338
39.0,2.0,0.24964356780634717
40.0,2.0,0.25736351039688043
41.0,2.0,0.24227824367923434
42.0,2.0,0.2753721029185524
43.0,2.0,0.2641677027686238
44.0,2.0,0.27319883496561975
45.0,2.0,0.2507767894853307
46.0,2.0,0.25915089650417894
47.0,2.0,0.28444618197493754
48.0,2.0,0.2649526625926909
49.0,2.0,0.28147796043424306
50.0,2.0,0.2684617916515853
51.0,2.0,0.24095153009914483
52.0,2.0,0.24799324818198565
53.0,2.0,0.23323497931085285
