repeat,K,mean,worst,cvar_0.01,cvar_0.05,cvar_0.1
0,1,0.30044376047868204,0.3650759748182064,0.3647353594190458,0.3463661713977417,0.3369977208398157
0,2,0.22228716972067858,0.28476199080589165,0.2821775297596656,0.26514394065007046,0.25698741963205496
0,3,0.19363043070350286,0.25234233011451906,0.24895628128555045,0.23297706552065306,0.22578999963249208
0,4,0.16705314241015387,0.2203111877737154,0.21764619903220908,0.20386574216262882,0.19699285497555777
0,5,0.1471433732724802,0.19649419998698808,0.19382724704490203,0.1821929158330634,0.1757138695973554
0,6,0.13130933584517201,0.1767480601365189,0.17464602579456484,0.16482597486975775,0.1588341737552976
0,7,0.11908371436809694,0.16117979168967023,0.15972346649821045,0.15142864339070872,0.14586840418000188
0,8,0.10932528119524995,0.14835881277976787,0.14789623253550988,0.14050038114675653,0.13532803026139845
0,9,0.10137047397519933,0.1383003491166059,0.13795390423337434,0.13137663781288028,0.12653428644100648
0,10,0.09469280013065873,0.13040782203098397,0.12938193470741816,0.12374683998391478,0.11898307433463065
0,11,0.088946436947508,0.12344025351175467,0.12192270113575586,0.11708134904752474,0.11241091127127548
0,12,0.08389798086862019,0.11718762083230053,0.11606747054808346,0.11116644689690283,0.10663626429713921
0,13,0.07939445057449841,0.11151348485588328,0.1107427631437189,0.10581499633464009,0.1014387268291527
0,14,0.07533550257610014,0.1063297936869492,0.10586112950753639,0.10094177012930257,0.09675292883904338
0,15,0.07165453183232684,0.10157850180561087,0.10136625454601371,0.09648851421285823,0.09248009050377415
0,16,0.06830548912353068,0.09722193607184237,0.09722034737307354,0.092409528908558,0.08857196236076785
0,17,0.06525411117385316,0.09357253205252636,0.0933954755684545,0.08867363864030367,0.08503240061416298
0,18,0.06247234023846121,0.09018701762898246,0.09013651200596706,0.08525299587708926,0.08178779586590147
0,19,0.05993504887681342,0.08731481271114139,0.0871812544467615,0.08214761020095435,0.07881235533642635
0,20,0.057618384536006706,0.08478090866122145,0.08445838727599245,0.0793542954735992,0.07610112231828606
0,21,0.05549919770420146,0.0824565067239238,0.08194381315686919,0.076833513541876,0.07363400372939105
0,22,0.053555128246127,0.08031491854877865,0.07961328007088037,0.07452617072886436,0.07135764077128727
0,23,0.05176501835470757,0.0783321174189145,0.07744361351025217,0.07239125517687597,0.06924845024486229
0,24,0.050109407104122906,0.07648759419402767,0.0754137145538224,0.07040664478098253,0.06728486095401533
1,1,0.30420742896690284,0.37061427144081005,0.36458885483193176,0.3497697639462619,0.34022991370346056
1,2,0.22604811535914426,0.28742471471389974,0.28520086207685874,0.26995547707370826,0.26014437019988834
1,3,0.19694801596756448,0.2551225320999959,0.2545780852374677,0.23756858532624986,0.229376002550515
1,4,0.1699156498105714,0.22715396342523023,0.22483173111651697,0.20737626891999777,0.20063108776141347
1,5,0.14975235829038677,0.20606373799320096,0.2025607880889953,0.18561403739468058,0.17924249038049078
1,6,0.13370360840542714,0.1883916717010162,0.1843416825731212,0.16816984798834894,0.1621217707312948
1,7,0.12131161130033236,0.17423540031779386,0.16992858390684046,0.15455289866621505,0.14885701501299597
1,8,0.11139859997928642,0.1623778185114034,0.15806269121399105,0.14344541115782772,0.13812411823702428
1,9,0.10328992326155997,0.15226000200637133,0.1480822539405026,0.13426665819748462,0.12925202062401014
1,10,0.09645682530044791,0.1433957471792944,0.13946367355760053,0.12657933171130603,0.12167101137895694
1,11,0.09055507597838,0.13548734816535338,0.13187027489216233,0.11986751657537667,0.11504642906190046
1,12,0.08535511735703472,0.12833703017604783,0.12507501478424388,0.11400750864238922,0.10917776026918372
1,13,0.08070794636910814,0.12181729416124151,0.11892612933716162,0.10870793274320234,0.1039446901548543
1,14,0.07651664218463537,0.11584360998284429,0.11331980255579421,0.10387885917606435,0.09921469324975933
1,15,0.0727169813563809,0.11035730576253092,0.10818259700199107,0.09946114341798144,0.09489010438834117
1,16,0.06926407087960385,0.10531419817391333,0.10345995332383423,0.0954130924526909,0.09094004038175751
1,17,0.0661236099874721,0.10067757524424234,0.09910893666409382,0.0917019540902239,0.0873893628189016
1,18,0.06326650359073756,0.09641419571321783,0.09509377670631536,0.08829964555918182,0.08416767322392407
1,19,0.06066588739570346,0.09249233247434133,0.0913832180777241,0.08527949298660191,0.08123017330085033
1,20,0.05829581557859626,0.08888112571368242,0.08813190091389199,0.08254994410954633,0.07853495149538178
1,21,0.056131014515335725,0.08555069283472191,0.08524428809886413,0.08003256075721085,0.07609088475470469
1,22,0.054147228032147755,0.08268007321988785,0.08257633125679319,0.07770142607407889,0.07383102660331156
1,23,0.05232179316410012,0.08058644529963499,0.08010339311737609,0.07553274029861899,0.07173343592094945
1,24,0.050634194947725586,0.07863672030257751,0.07780329857646122,0.07350543383083942,0.06977810161483029
2,1,0.30459692651102593,0.37571709701660444,0.3659689526142885,0.3461940314415345,0.3386046022742763
2,2,0.22657519120901337,0.2960217750266969,0.28452128905410845,0.26731479527674057,0.2589749940070394
2,3,0.19749027542529787,0.2637706299688358,0.2525568350069318,0.23519274635622414,0.22765573401606343
2,4,0.17055264846304916,0.23243985945651452,0.22209616588016695,0.20500058193504028,0.19869979552900993
