iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
0,2.983588400574986,0.0078281832812867,0.2292414169642143,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,2.983588400574986,0.0078282003069007,0.40129454201087356,40.79686282193008,1.0000000000000006e-06,1.2500022360676855,1.250002236065283,1.2499977639343287,1.2499977639343476,1.2499977639343773,1.2499977639343118,1.2499977639343018,1.2499977639343087,1.2499977639343396,1.2499977639343698,1.2499977639343223,1.2499977639343653,1.2499977639343067,1.2499977639343187
2,2.983591294161173,0.007828220397138302,0.37890087498817593,40.79660122750411,1.1800000000000006e-06,1.2500048746299477,1.2500048746543784,1.249995125378257,1.2499951253786015,1.2499951253801471,1.249995125379116,1.2499951253792803,1.2499951253794848,1.2499951253794939,1.249995125376189,1.249995125380039,1.2499951253786605,1.2499951253796124,1.2499951253788424
3,2.9835947085817067,0.00782824355199137,0.02517337497556582,40.796298084224134,1.3600000000000005e-06,1.2500079156876052,1.2500079158037853,1.249992084331379,1.249992084333361,1.249992084338828,1.2499920843354264,1.2499920843361558,1.2499920843370877,1.2499920843376924,1.2499920843235843,1.249992084338693,1.2499920843330188,1.2499920843376493,1.2499920843342005
4,2.983598643826775,0.007828269771446331,0.02415341598680243,40.7959350653685,1.5400000000000005e-06,1.2500113592417421,1.2500113595614857,1.2499886407931367,1.249988640798588,1.2499886408138567,1.2499886408043164,1.2499886408063203,1.2499886408088499,1.2499886408101288,1.2499886407723033,1.2499886408128036,1.2499886407985659,1.2499886408106518,1.2499886408008596
5,2.9836030998834193,0.007828299055442307,0.024455874983686954,40.7955432502575,1.7200000000000005e-06,1.2500152052935432,1.2500152060404395,1.2499847947623173,1.2499847947744902,1.249984794808529,1.2499847947868197,1.249984794791324,1.2499847947971425,1.2499847947989131,1.2499847947168052,1.2499847948050877,1.2499847947736913,1.2499847948013103,1.2499847947788967
6,2.9836080767238666,0.007828331403985353,0.02413308300310746,40.79508842031514,1.9000000000000004e-06,1.2500194538458163,1.250019455299775,1.2499805462345697,1.2499805462582736,1.2499805463250702,1.2499805462819538,1.2499805462908908,1.2499805463022444,1.2499805463052571,1.2499805461458653,1.249980546316726,1.2499805462572895,1.2499805463105043,1.2499805462664824
7,2.983613574336487,0.00782836681697297,0.02433633297914639,40.79460480392881,2.0800000000000004e-06,1.250024104897469,1.2500241074970528,1.249975895208761,1.249975895250629,1.2499758953700602,1.2499758952926558,1.2499758953089128,1.24997589532899,1.2499758953338969,1.2499758950530762,1.2499758953536626,1.2499758952478675,1.2499758953442788,1.2499758952652704
8,2.9836195926805806,0.007828405294342892,0.024434708000626415,40.794042308642055,2.2600000000000004e-06,1.2500291584494094,1.250029162768172,1.24997084167995,1.2499708417496016,1.2499708419482194,1.2499708418201128,1.2499708418474813,1.2499708418806204,1.2499708418887514,1.2499708414245072,1.2499708419207152,1.2499708417463609,1.249970841906391,1.2499708417748492
9,2.983626131723868,0.007828446835996775,0.024557665979955345,40.79347031865707,2.440000000000001e-06,1.2500346145010948,1.2500346212916158,1.2499653856442021,1.2499653857546804,1.249965386067891,1.2499653858664002,1.2499653859097348,1.2499653859623152,1.2499653859740498,1.2499653852437436,1.2499653860239894,1.2499653857502977,1.2499653860028885,1.2499653857952702
10,2.9836331914228165,0.00782849144181091,0.024187250004615635,40.79283510031951,2.6200000000000003e-06,1.250040473055286,1.2500404833162218,1.2499595270927448,1.2499595272609894,1.2499595277351636,1.2499595274304767,1.2499595274959803,1.249959527575782,1.2499595275922921,1.24995952649025,1.249959527667685,1.2499595272519244,1.2499595276374125,1.2499595273227673
11,2.9836407717224227,0.007828539111681814,0.02465341700008139,40.792160392331226,2.8000000000000003e-06,1.2500467341110526,1.2500467490406457,1.249953266019897,1.249953266266417,1.2499532669585456,1.249953266513737,1.2499532666096786,1.249953266726654,1.2499532667504978,1.249953265143918,1.2499532668599038,1.2499532662480586,1.2499532668172673,1.2499532663564847
12,2.983648872575094,0.007828589845398887,0.02398329199058935,40.79143351148912,2.9800000000000003e-06,1.2500533976700052,1.2500534188268784,1.2499466024148922,1.2499466027653297,1.2499466037470581,1.2499466031161728,1.2499466032524464,1.2499466034190025,1.2499466034527673,1.2499466011735965,1.2499466036070659,1.249946602734739,1.2499466035481408,1.2499466028930144
