K,obj,val,solvetime
1,obj_val,9.34865534127441,0.003011369
2,obj_val,5.609182181944604,0.005004247
3,obj_val,4.00655114297419,0.009781675
4,obj_val,3.116200673576674,0.017844698
5,obj_val,2.5496140083141916,0.033098198
6,obj_val,2.1573617085402774,0.11360041
7,obj_val,1.8697100468706007,0.099741231
8,obj_val,1.6497410695870989,0.177126314
9,obj_val,1.4760814485165408,0.220178298
10,obj_val,1.3354998000922083,0.30058798
11,obj_val,1.2193670606872893,0.371418019
12,obj_val,1.1218156433896078,0.488019975
13,obj_val,1.0387162739104632,0.57075222
14,obj_val,0.967078842240575,0.833040012
15,obj_val,0.9046850160854905,1.010236089
16,obj_val,0.8498540144270005,1.218440943
17,obj_val,0.8012894456812051,1.413742282
18,obj_val,0.7579751005427087,1.801096802
19,obj_val,0.7191032556968393,3.427553257
20,obj_val,0.6840237668457837,3.858057215
21,obj_val,0.6522075362007624,4.380074356
22,obj_val,0.6232193437299309,4.82524707
23,obj_val,0.5966982891150597,5.335776026
24,obj_val,0.5723421753040252,5.433386647
25,obj_val,0.5498963730491937,6.099365486
26,obj_val,0.5291445740292736,6.610913194
27,obj_val,0.5099020113823258,8.156358416
28,obj_val,0.4920097990247214,8.99287417
29,obj_val,0.4753306141094953,10.493497913
30,obj_val,0.4597451544038252,12.958903245
31,obj_val,0.4451492485809225,12.957103141
32,obj_val,0.43145154482894316,14.1855917
33,obj_val,0.41857161850618363,16.401306155
34,obj_val,0.4064383485124463,17.982673048
35,obj_val,0.3949886564022725,21.404028681
36,obj_val,0.3841663173573943,24.116002357
37,obj_val,0.3739212011790019,24.728251329
38,obj_val,0.36420828982172776,26.159821281
39,obj_val,0.35498715983793394,32.626541797
40,obj_val,0.34622141050526,38.089820293
41,obj_val,0.33787808376591216,40.326920746
42,obj_val,0.32992741063142067,44.905289144
43,obj_val,0.32234226000579075,54.551344628
44,obj_val,0.3150980505174779,52.76107746
45,obj_val,0.30817223919095854,55.293010672
46,obj_val,0.3015443304292102,70.244704431
47,obj_val,0.2951954435597724,67.419688491
48,obj_val,0.2891084374421908,94.60702377
49,obj_val,0.28326732945170924,93.768943762
50,obj_val,0.27765757175200273,95.793507321
