iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
0,3.2248448618849768,0.008823653685642587,0.2218346670269966,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.2248448618849768,0.008823663874128328,0.49918650003382936,42.72708740722894,9.999999999999972e-07,1.2500022360695275,1.2499977639322875,1.2499977639322994,1.2500022360696943,1.2499977639322681,1.2500022360697098,1.2499977639322906,1.2499977639323838,1.249997763932293,1.2500022360696925,1.2499977639323159,1.2499977639323456,1.2499977639322821
2,3.224846305727169,0.0088236942357056,0.34121762501308694,42.72682786843131,2.980000000000002e-06,1.2500088995637937,1.2499911004649544,1.2499911004662214,1.250008899564609,1.2499911004659072,1.250008899567527,1.249991100466476,1.2499911004679116,1.2499911004661644,1.2500088995659153,1.2499911004644177,1.249991100466068,1.249991100464848
3,3.2248506083531865,0.008823744770164996,0.017924333980772644,42.72608219676946,4.960000000000007e-06,1.2500199905240177,1.2499800096121574,1.249980009626256,1.2500199905271119,1.2499800096202653,1.2500199905572933,1.2499800096264513,1.2499800096363847,1.249980009622951,1.2500199905416318,1.2499800096052873,1.2499800096261668,1.249980009609229
4,3.224857769709214,0.008823815476886042,0.01767833303892985,42.72485546568955,6.939999999999998e-06,1.2500355089378914,1.2499644914513064,1.249964491517684,1.2500355089576918,1.2499644914874068,1.2500355090974908,1.249964491512266,1.2499644915637869,1.2499644914982426,1.25003550903206,1.2499644914275136,1.2499644915219479,1.249964491437529
5,3.224867789669544,0.008823906355294214,0.017647249973379076,42.72312649517654,8.919999999999989e-06,1.2500554548417104,1.2499445460230592,1.249944546235897,1.2500554549049478,1.249944546134586,1.250055455347166,1.249944546211467,1.2499445463801777,1.2499445461686565,1.2500554551467287,1.2499445459489402,1.2499445462388492,1.2499445459786018
6,3.224880668097438,0.008824017404621829,0.017708875006064773,42.72089932848748,1.0899999999999994e-05,1.2500798282608625,1.249920173372182,1.2499201739111048,1.2500798284121448,1.249920173653404,1.250079829529298,1.249920173845278,1.2499201742732824,1.2499201737382186,1.250079829027632,1.2499201731887262,1.2499201739153145,1.249920173260353
7,3.2248964048147064,0.008824148623780653,0.017973166948650032,42.718174145153206,1.2879999999999999e-05,1.250108629164957,1.2498913735791912,1.2498913747529743,1.2501086294718469,1.249891374192353,1.2501086319053307,1.2498913746089662,1.2498913755349508,1.2498913743754523,1.2501086308155713,1.2498913731813655,1.2498913747583555,1.24989137333776
8,3.22491499958292,0.008824300011584808,0.017603375017642975,42.71496764708124,1.4860000000000003e-05,1.250141857481781,1.2498581467099423,1.2498581490052958,1.2501418580751251,1.2498581479081916,1.2501418628328977,1.2498581487230322,1.2498581505278807,1.2498581482660922,1.25014186070471,1.249858145930675,1.2498581490024212,1.249858146238018
9,3.224936452135526,0.00882447156666322,0.017704666999634355,42.7112626583404,1.6840000000000008e-05,1.2501795131058822,1.2498204928224577,1.2498204969628302,1.2501795141794745,1.2498204949824876,1.2501795227623678,1.2498204964525779,1.249820499700133,1.2498204956276608,1.2501795189255294,1.2498204914163231,1.2498204969412143,1.2498204919711693
