iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
0,3.8244168481514844,0.011458027723165416,0.2620517499744892,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,3.8244168481514844,0.011458036938754832,0.44140483398223296,19.256677618869578,9.999999999999159e-07,1.2500022360859173,1.2499977639161377,1.249997763916006,1.2499977639160105,1.249997763916,1.249997763916,1.2500022360859957,1.2500022360859266,1.2499977639160016,1.2500022360858591,1.2499977639161266
2,3.8244189202512167,0.011458230272858796,0.37638583400985226,19.256556178594877,2.097999999999987e-05,1.2500491494172017,1.2499508516528195,1.2499508516435598,1.2499508516490998,1.2499508516399036,1.2499508516521558,1.2500491493161932,1.250049149315315,1.2499508516517164,1.2500491493196564,1.2499508517241815
3,3.8244623917717844,0.011458607685550983,0.0125140409800224,19.254387851651856,4.095999999999993e-05,1.2501407429201408,1.2498592643775053,1.2498592654609142,1.249859265179288,1.2498592654275582,1.2498592660203216,1.2501407421802397,1.250140742868178,1.2498592657961805,1.250140742978904,1.249859265819134
4,3.8245472587479954,0.011459169099518,0.012322166992817074,19.25014029375814,6.0939999999999996e-05,1.2502770226095046,1.249723002499016,1.2497230095693939,1.249723007699095,1.2497230094139697,1.2497230130960808,1.250277019373559,1.2502770238350172,1.2497230116540883,1.2502770244335286,1.2497230107715707
5,3.8246735139899757,0.01145991439701523,0.011999749985989183,19.24380820767468,8.091999999999984e-05,1.2504580003946064,1.2495420640707495,1.2495420894269214,1.2495420826012607,1.249542088840008,1.2495421022328885,1.2504579881145468,1.250458004371225,1.2495420969790967,1.2504580065772484,1.2495420939692805
6,3.8248411469058543,0.011460843428236587,0.011942750017624348,19.23541118448538,0.0001008999999999999,1.250683691158873,1.2493164421361411,1.2493165117012799,1.249316492936554,1.249316510100775,1.249316546899191,1.2506836577844362,1.250683702418742,1.2493165324577022,1.2506837083889524,1.2493165238787656
7,3.8250501455627286,0.011461956005776755,0.01171929098200053,19.2249704093075,0.00012087999999999997,1.2509541154262636,1.249046123772173,1.2490462839503151,1.2490462406949994,1.249046280268665,1.2490463649246335,1.250954039988639,1.2509541425990596,1.2490463316735925,1.2509541561814175,1.2490463112351848
8,3.8253004960028303,0.011463251915975732,0.011625333980191499,19.21241336413692,0.00014085999999999992,1.2512692960322331,1.2487310872850592,1.2487314142104202,1.248731326118527,1.248731406813889,1.2487315791612816,1.2512691484893106,1.2512693569526363,1.2487315113408624,1.2512693838263735,1.2487314670210834
9,3.825592184879514,0.011464730903298246,0.0113957499852404,19.197790429564957,0.00016083999999999998,1.2516292652147971,1.2483713021427447,1.248371910455218,1.2483717470142728,1.2483718968750475,1.2483722173704745,1.2516289993811214,1.2516293856721126,1.2483720911011194,1.2516294350726598,1.2483720050478508
10,3.8259251967070247,0.011466392542186704,0.011513584002386779,19.18135092421688,0.00018081999999999983,1.252034113174778,1.2479667436619473,1.2479677817882933,1.2479674998705763,1.2479677572379944,1.2479683125008119,1.2520336091818178,1.2520342796941404,1.247968094183427,1.252034365060985,1.247967959857931
11,3.8262994861512913,0.011468236565709753,0.011680416006129235,19.162570860456704,0.0002007999999999999,1.2524838648106518,1.2475173502761,1.2475190354534367,1.2475185747605646,1.2475189940686289,1.2475199044205696,1.2524829987369868,1.2524840991122046,1.2475195467628313,1.2524842361805018,1.2475193395215545
12,3.826715049782961,0.01147026260727676,0.011673624976538122,19.141851382834474,0.00022077999999999996,1.252978578575133,1.2470230550675157,1.2470256785025047,1.2470249583395698,1.2470256124817356,1.247027039067517,1.25297719015103,1.2529789149888266,1.2470264786355492,1.2529791228299985,1.247026162115237
13,3.827171870033538,0.011472470283528841,0.014076124993152916,19.119049712295553,0.0002407599999999999,1.2535183143149067,1.2464837737773007,1.2464877169526296,1.2464866322880679,1.2464876161623042,1.2464897693699886,1.2535162078119464,1.2535188098686976,1.2464889230949487,1.2535191105788763,1.2464884452274005
14,3.827669933969214,0.011474859148275547,0.028989125043153763,19.094274181829604,0.00026074,1.2541031530034483,1.2458994099387946,1.2459051559350034,1.2459035731509054,1.2459050072878475,1.2459081554242726,1.2541000775461475,1.2541038790291787,1.245906917306875,1.254104297154101,1.2459062098857787
15,3.82820922279327,0.011477428739582953,0.015634666953701526,19.067457768379366,0.00028071999999999993,1.2547331780006945,1.2452698477289486,1.2452779988823943,1.2452757514821025,1.2452777858175461,1.2452822647857122,1.2547288275872461,1.2547342308567317,1.2452805017580129,1.2547347924485623,1.2452794760059607
16,3.828789722993389,0.011480178556675727,0.01634441700298339,19.038628500058145,0.0003007,1.2554084861029704,1.2445949541957082,1.2446062478650062,1.2446031313722217,1.2446059496233748,1.24461217303778,1.2554024879018377,1.2554099873623885,1.2446097210343563,1.2554107179196918,1.2446082636056905
17,3.8294114207460908,0.0114831080734896,0.02092812495538965,19.007785942911564,0.00032068000000000005,1.256129180518028,1.243874576827472,1.2438899030948463,1.243885670421912,1.2438894941152814,1.2438979641470904,1.256121090511791,1.2561312844404275,1.243894623582791,1.2561322075530175,1.243892592459682
18,3.8300743057364874,0.011486216723831036,0.017072124988771975,18.974977817485463,0.00034066,1.2568953794431224,1.2431085445641383,1.2431289630119442,1.2431233190878783,1.2431284120909034,1.2431397306599044,1.2568846691526576,1.2568982735228182,1.2431352618137195,1.2568994078897204,1.243132480958516
19,3.83077836724258,0.011489503917352638,0.01280320796649903,18.940180586828518,0.00036063999999999996,1.2577072088751728,1.2422966668079272,1.2423234239147654,1.2423160205542143,1.2423226933485036,1.2423375741640967,1.2576932594491075,1.2577111202133697,1.2423316923797907,1.2577124758113265,1.242327946888917
20,3.8315235980052678,0.011492969034293069,0.01315583399264142,18.903414890188703,0.0003806199999999999,1.2585648049688183,1.2414387319822042,1.2414732800512542,1.2414637104115962,1.2414723247756452,1.241491605714001,1.2585468987984088,1.2585700076410404,1.241483976209405,1.2585715789485759,1.2414790058760172
21,3.832309993136445,0.011496611439048598,0.015441458963323385,18.864675715126072,0.0004006,1.259468310654477,1.240534507439755,1.240578523087152,1.2405663166426208,1.2405772898062648,1.240601945720845,1.2594456267217184,1.2594751335719112,1.2405921781210052,1.2594768950278972,1.2405856698356539
22,3.8331375526614333,0.011500430456089705,0.015599875012412667,18.824035267654622,0.00042057999999999993,1.2604178840279543,1.2395837406679742,1.239639142970051,1.2396237590110935,1.2396375686841232,1.2396687248665048,1.260389484180756,1.260426713500778,1.2396563674900207,1.2604286136544747,1.23964794713017
23,3.83400627639972,0.011504425394041064,0.014598125009797513,18.78145994616414,0.0004405599999999999,1.2614136892947556,1.2385861579897386,1.2386551268229575,1.2386359490931524,1.2386531377150645,1.2386920837234352,1.2613785143463563,1.2614249802145796,1.2386766176725175,1.2614269322163043,1.2386658428356527
