source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9
data_l2o/19-02-39_0,0.2462285554375313,0.6680229027642809,0.6281130105624144,0.6396045678068626,0.63445208700016,0.6330783122253653,0.6248508264695162,0.6187240253899923,0.607508438372258,0.5988896471639511
