source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9
data_alista/22-29-17_0,0.3207927459710706,0.319659462405855,0.3203090010282435,0.3207378614132016,0.3208214906740006,0.320727207077081,0.3205552409970982,0.3203398992539856,0.3200846513562834,0.319826841431644
