source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9
data/21-17-32_29,0.262631850663945,0.7707408855663506,1.0803690091125642,0.3561355559128796,0.3456291895467631,0.0642193935588043,0.0787401193149815,0.2196844638600604,0.2490198388301984,0.3062480497192232
