source_dir,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,gamma_7,gamma_8,gamma_9
data_lpep/00-42-23_1,0.3314154814058691,0.3111887511930435,0.3001986155076561,0.298338966455773,0.2327930694589635,0.2419348005295931,0.2227129381365613,0.2386148278892594,0.2999074177646184,0.2318063456880189
