iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8
0,0.039874552702309496,0.004101449688187046,0.11485666601220146,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,0.0,0.2817535251253208,0.43404278278030195,0.5310638054044796,0.5987785940560387,0.6489233261224009,0.6876458540105603,0.7184998534591345,0.7436910466053832
1,0.04021583668922994,0.004101418872458474,0.0776692500221543,0.03128758868135309,9.999999999992654e-07,1.250002236605435,1.250002236604914,1.2500022366039913,1.250002236602379,1.2500022365994716,1.2500022365939316,1.2500022365821342,1.2500022365501124,1.2500022363669787,1.0002397251628037e-06,0.28175452536451395,0.4340437830192369,0.5310648056429341,0.598779594293632,0.648924326358356,0.6876468542428618,0.7185008536793959,0.7436910466053832
2,0.03851556955465098,0.004095258789071624,0.07731158297974616,0.02980438724231919,0.0002009799999999999,1.2504513051719934,1.2504508585054654,1.2504504779922174,1.2504500111696595,1.25044955545243,1.2504492912159122,1.2504493562497814,1.2504497337677374,1.250450158681508,0.00020177551990372604,0.28195508578612494,0.4342441726430163,0.5312649952515491,0.5989795808802522,0.6491241525422743,0.6878466064964435,0.7187006354771627,0.7436910466053832
3,0.03891312111082937,0.0040829858891990615,0.0032496670028194785,0.030262591576418522,0.0004009599999999988,1.2513473519283551,1.2513465541085562,1.251345629889317,1.2513443852009745,1.2513431249553968,1.2513423064115343,1.2513422803738168,1.2513430286893337,1.251343924996487,0.000602315301225927,0.28235544268519636,0.4346442814557483,0.5316647849367813,0.5993790320962025,0.6495233172462196,0.6882456046537875,0.7190996182046073,0.7436910466053832
4,0.040429401226200895,0.00406460781863507,0.003226083004847169,0.03121756525006056,0.0006009399999999995,1.2526922626797297,1.2526912058785293,1.2526901494939906,1.2526887104606688,1.2526871171146001,1.2526859775496924,1.2526858410634656,1.2526867397651875,1.2526878227647062,0.0012033132504984112,0.28295635755079085,0.43524514240484247,0.5322655538030685,0.5999796550892267,0.6501237810029872,0.6888459562101085,0.719699942001074,0.7436910466053832
5,0.03779862010319262,0.004040349270341418,0.003330000035930425,0.0292244560358946,0.0008009199999999984,1.2544832649871656,1.2544802264159014,1.254477028823645,1.2544737409438584,1.2544709413417603,1.2544697457478888,1.2544709540265409,1.2544741972819733,1.254477284919092,0.002002911211195159,0.28375507907688946,0.43604290207824875,0.5330624290144242,0.6007758114957458,0.6509195360521226,0.6896417475527085,0.7204961926369121,0.7436910466053832
6,0.04041327420636414,0.004010162654832328,0.0032157920068129897,0.03130762667327414,0.001000899999999999,1.256726886828695,1.256721888729871,1.2567162619939147,1.2567112138722072,1.2567074664028741,1.2567064173091982,1.256709000394986,1.2567144234357952,1.256719217687392,0.0030039568691047425,0.2847553617275934,0.4370421950562586,0.5340609263380437,0.6017737223664296,0.6519171625843763,0.6906394745508362,0.7214943728916074,0.7436910466053832
7,0.03977164621589205,0.003974241837864772,0.0031829579966142774,0.030636665515069755,0.0012008799999999997,1.2594225498852265,1.2594140723079426,1.2594052162233342,1.259397924148331,1.259393170723617,1.2593928430010282,1.2593980957133344,1.2594075379092116,1.259415774147403,0.0042055644564456445,0.2859557253744247,0.4382412467421729,0.5352589673780963,0.6029710681897564,0.653114271226132,0.6918369194708149,0.722692674211436,0.7436910466053832
8,0.03824125085792937,0.003932894590788168,0.0030974579858593643,0.030458062749013283,0.0014008600000000003,1.2625723892732874,1.2625567869814414,1.2625413714710625,1.2625282496790644,1.2625186395397285,1.2625151173978248,1.2625192767381346,1.2625292031619255,1.2625374903841204,0.005608060680382991,0.28735559062993576,0.43963851748171556,0.5366538932043954,0.6043638814697265,0.6545054121774168,0.6932270429682355,0.7240824861643236,0.7436910466053832
9,0.03916994668583416,0.0038861165671558087,0.0030183339840732515,0.030259370458625947,0.0016008399999999992,1.2661729116674243,1.2661520603387961,1.2661316423157492,1.2661142377090662,1.2661011824838977,1.266095543104153,1.2660991334841625,1.2661094095980145,1.2661170248805513,0.0072093421890254954,0.2889555661571913,0.44123636919034465,0.5382499442070391,0.6059583410303935,0.656098647369339,0.69481958528487,0.7256748862474101,0.7436910466053832
10,0.03733310256590855,0.0038343846674670817,0.0031970840063877404,0.029556221029377907,0.0018008199999999981,1.270223319840159,1.270196811507792,1.270168898385649,1.2701432532722443,1.270121858760456,1.2701086972185558,1.270106285530488,1.2701118147800259,1.27011412298522,0.009008151887829784,0.290753392606901,0.4430308775530853,0.5400411478545776,0.6077461765787907,0.6578833394655551,0.6966017072995585,0.727455240686488,0.7436910466053832
11,0.039766204353552624,0.0037775988111410333,0.003235084004700184,0.03092313857635634,0.0020007999999999988,1.274734412168821,1.2747038587633486,1.274670586227674,1.274637831997872,1.2746086990764356,1.2745883438048398,1.2745799107034539,1.274580056159337,1.2745754040576125,0.011008614441090588,0.2927545536306259,0.4450293303046208,0.5420368154013537,0.6097388621618092,0.6598731671271767,0.6985891430143624,0.729440947087587,0.7436910466053832
12,0.04052877743470679,0.0037159451495562394,0.003004833997692913,0.03089361577187192,0.0022007799999999994,1.2797070660172574,1.2796741048482492,1.2796385879735874,1.2796022868049002,1.2795695799463165,1.2795464985597143,1.2795360517395657,1.279533607199232,1.2795229766758491,0.0132106148486468,0.2949592334616193,0.4472324357663748,0.544238585391653,0.6119392535118494,0.6620723543816199,0.7007874549430536,0.7316387007809138,0.7436910466053832
