iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
0,1.624123493787857,0.007061936085499783,0.7701207706704736,,,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263,1.2426494076450263
1,1.624123493787857,0.00706195864915001,1.1261973222717643,6.347468021030699,9.999999999999972e-07,1.2426471781615671,1.2426471781615849,1.242647178161574,1.2426471781616863,1.242647178161582,1.2426471781615636,1.2426471781617874,1.2426471781615707,1.2426471781615824,1.2426471781620776,1.2426471781617305,1.24264717816157,1.2426471781615671,1.2426471781615775,1.242647178161569
2,1.6241262674429704,0.007062025888672357,0.9973516929894686,6.346568804199948,2.980000000000002e-06,1.2426405343252462,1.2426405343561695,1.2426405343318025,1.2426405341504376,1.2426405343126434,1.242640534370807,1.2426405342845461,1.2426405343245654,1.2426405343505083,1.2426405349081198,1.2426405346687897,1.2426405343213165,1.242640534308843,1.2426405343076192,1.24264053435307
3,1.6241345329104737,0.007062137803961627,0.056884126737713814,6.347007647449898,4.960000000000007e-06,1.2426294761423424,1.2426294762432224,1.2426294762139778,1.2426294761798646,1.2426294761122711,1.2426294762461743,1.242629476168741,1.2426294761009196,1.242629476149279,1.2426294802638096,1.2426294768984065,1.2426294761510726,1.242629476092075,1.2426294761460688,1.2426294762138288
4,1.624148290115016,0.00706229434655604,0.05635711085051298,6.338549151165874,6.939999999999998e-06,1.2426140039778863,1.2426140043653584,1.2426140046068685,1.2426140043205098,1.2426140043070384,1.2426140050386727,1.242614004133261,1.2426140042687517,1.2426140047651084,1.2426140823402758,1.2426140047371317,1.2426140048952266,1.2426140043530314,1.2426140046389686,1.2426140044421303
5,1.6241675335163759,0.007062495569109738,0.05777621502056718,6.34384457439032,8.919999999999989e-06,1.2425941177117412,1.2425941182369153,1.2425941188913079,1.2425941185138516,1.2425941184693767,1.2425941197333836,1.2425941184045932,1.2425941182504703,1.2425941194332462,1.2425942739262952,1.2425941182985698,1.242594119829643,1.2425941185371736,1.2425941192047005,1.2425941186391842
6,1.6241922689720212,0.007062741422309893,0.05647138273343444,6.3377574540508865,1.0899999999999994e-05,1.2425698176136815,1.242569818729113,1.242569820075765,1.2425698187273235,1.2425698195477903,1.2425698219438643,1.2425698176360078,1.2425698191592782,1.2425698220916355,1.2425701281304238,1.2425698160600602,1.242569822468769,1.2425698196556583,1.2425698212650702,1.2425698196490689
7,1.6242224908161547,0.0070630320171440235,0.05712710786610842,6.348741934839435,1.2879999999999999e-05,1.2425411027795759,1.242541104643569,1.2425411061702445,1.24254110420181,1.2425411057630396,1.2425411085990876,1.2425411081882174,1.2425411047275206,1.2425411090600418,1.242541502088019,1.2425411019890178,1.2425411093211562,1.242541106044776,1.2425411081091051,1.2425411059168094
8,1.6242582113611164,0.007063367297912426,0.060045484919101,6.344069870234396,1.4860000000000003e-05,1.2425079737518112,1.242507977039841,1.2425079788846851,1.242507976728377,1.242507978473364,1.2425079815513929,1.242507989891165,1.2425079759780038,1.2425079824710228,1.242508473005878,1.242507978200337,1.2425079820932845,1.2425079789607765,1.2425079809477728,1.2425079785906348
9,1.6242994240648025,0.007063747306004466,0.05628524022176862,6.34656987979544,1.6840000000000008e-05,1.2424704304712662,1.2424704360651129,1.242470437728277,1.242470435008377,1.2424704377872082,1.2424704398199744,1.2424704637607622,1.2424704319058086,1.242470441426286,1.2424709995404069,1.2424704420206252,1.242470440005483,1.2424704380915992,1.2424704399946611,1.242470437209345
10,1.62434613341302,0.007064172043466684,0.056727875024080276,6.347744783308288,1.8819999999999986e-05,1.2424284723810841,1.2424284820510276,1.2424284826533492,1.2424284825472818,1.2424284836270083,1.2424284831721208,1.242428535447355,1.242428472637404,1.2424284859657544,1.2424290808356693,1.242428498571634,1.242428482526505,1.2424284832884598,1.2424284850964087,1.242428482007481
11,1.6243983392250891,0.007064641581883988,0.056009489111602306,6.35151168735517,2.079999999999999e-05,1.2423820988348768,1.242382114455056,1.2423821130738573,1.2423821219176174,1.2423821152016696,1.2423821098557977,1.2423822084343512,1.242382096678398,1.2423821139032483,1.2423826278531207,1.2423821523431442,1.242382107993517,1.2423821139508393,1.242382115234652,1.2423821119474112
12,1.6244560492119016,0.007065155930643638,0.056229409761726856,6.352192908618212,2.2779999999999995e-05,1.2423313095926545,1.2423313336437436,1.2423313289706757,1.2423313520874641,1.242331333047897,1.2423313197860664,1.242331484377648,1.2423313039556754,1.242331325867765,1.2423316378441422,1.2423314084467927,1.242331316729638,1.24233133007505,1.2423313307555925,1.2423313274096308
13,1.6245192642315425,0.007065715067549835,0.05763619299978018,6.3514836471801255,2.476e-05,1.2422761047710242,1.2422761404509335,1.2422761306070962,1.2422761734826888,1.2422761380453022,1.242276113921912,1.2422763684478124,1.24227609429841,1.24227612315052,1.2422761520395529,1.2422762668304375,1.2422761095488548,1.2422761331351455,1.2422761321995108,1.24227612919308
14,1.624587981387251,0.0070663189303830755,0.05845953989773989,6.348903116637121,2.6740000000000005e-05,1.2422164846269048,1.242216536427385,1.2422165210350125,1.2422165910788947,1.2422165320272818,1.2422164942745768,1.2422168601202834,1.2422164696132694,1.2422165098918523,1.2422162623767958,1.242216723963708,1.242216488718666,1.242216524869185,1.2422165230234974,1.2422165188310406
15,1.624662193125373,0.007066967567903052,0.05642738286405802,6.351645090368184,2.8719999999999996e-05,1.2421524483044122,1.242152521368157,1.2421524992722897,1.242152607690246,1.2421525148082957,1.242152459569362,1.242152975690076,1.2421524271359354,1.2421524833168374,1.2421519023920726,1.2421527935403784,1.2421524516707307,1.242152504623769,1.2421525007025673,1.2421524957475651
16,1.6247419042281612,0.007067661039052092,0.0574435219168663,6.354285064210993,3.07e-05,1.2420839959351475,1.2420840959959687,1.2420840642658004,1.242084222581089,1.2420840865190181,1.2420840075023707,1.242084715921756,1.2420839651883775,1.242084041853867,1.2420830178868036,1.2420844766678445,1.2420839956416132,1.2420840721802684,1.2420840650333107,1.242084059333575
17,1.624827120975954,0.007068399374705272,0.05738123133778572,6.3556739706948155,3.2680000000000006e-05,1.2420111261558435,1.2420112612884024,1.2420112167234354,1.2420114366780186,1.242011246436587,1.2420111376316096,1.2420120935881407,1.242011082627885,1.2420111848952733,1.2420095722643087,1.2420117807523938,1.2420111202452442,1.242011227949651,1.2420112158558798,1.2420112095762563
18,1.6249178462446952,0.007069182675048979,0.05711919907480478,6.358443393410743,3.466000000000001e-05,1.241933837382814,1.2419340162328973,1.2419339546330916,1.2419342526861263,1.2419339954661544,1.2419338483015345,1.2419351230992226,1.2419337773693637,1.2419339106565772,1.2419314321915647,1.2419347150848077,1.241933823187241,1.2419339712530528,1.2419339520016115,1.2419339458038803
19,1.6250140906429928,0.007070010923567477,0.0560993691906333,6.359962725354575,3.664e-05,1.2418521288948352,1.24185236268257,1.2418522794235034,1.2418526829689676,1.2418523326729844,1.2418521382126284,1.2418538146009994,1.241852048314656,1.241852219205432,1.2418486247928078,1.2418532868233416,1.2418521042271038,1.2418523027176174,1.2418522737241988,1.2418522679441706
20,1.6251158512586246,0.007070884020373541,0.05633196234703064,6.357775660345347,3.8620000000000006e-05,1.2417660004576834,1.2417663033289237,1.2417661928017187,1.2417667237850596,1.2417662623591665,1.2417660113969917,1.2417681772876596,1.2417658962348144,1.2417661155757755,1.2417613049827154,1.2417674900840063,1.2417659653845579,1.2417662260669917,1.2417661845278547,1.2417661786963683
21,1.6252231162679731,0.007071802123128597,0.05646462272852659,6.3626224347230975,4.0600000000000004e-05,1.2416754494935096,1.241675836461547,1.241675691847523,1.2416763833146403,1.2416757824331786,1.241675462841539,1.2416782323808566,1.2416753168706607,1.2416755962285353,1.241669261820187,1.2416773386204745,1.241675402608903,1.2416757381855899,1.2416756813717107,1.2416756759671275
22,1.6253359024236467,0.007072765127963255,0.05644337274134159,6.361073647248278,4.2579999999999996e-05,1.2415804758443216,1.2415809653012875,1.2415807810398807,1.2415816694602348,1.2415808967130497,1.2415804950490463,1.2415839883313453,1.2415803118613649,1.2415806663732794,1.2415726460012773,1.241582824365833,1.2415804198061797,1.2415808424826682,1.2415807689909657,1.2415807618621697
23,1.625454196924208,0.007073773294493583,0.05674241483211517,6.3695810349647415,4.4559999999999993e-05,1.2414810741718583,1.2414816871201815,1.2414814544879593,1.2414825825639464,1.2414815991593073,1.2414810996276155,1.2414854727237021,1.24148087155811,1.241481313391072,1.2414711433808496,1.2414839681232952,1.2414810019389584,1.2414815327773248,1.2414814381439436,1.2414814313679556
24,1.6255780280497174,0.007074826647388216,0.05663770390674472,6.370502305202106,4.654e-05,1.2413772418394788,1.2413780023898473,1.241377712598981,1.2413791360367779,1.2413778913336309,1.2413772776274916,1.2413827088516138,1.2413769955080687,1.241377541880405,1.2413647060971398,1.241380776484146,1.2413771511992682,1.2413778098238033,1.2413776884136687,1.2413776854191232
25,1.6257073971183083,0.007075925433420432,0.057098628021776676,6.377620565180724,4.8519999999999996e-05,1.2412689738673073,1.24126991112572,1.241269551643163,1.2412713426466215,1.2412697701035358,1.241269020060869,1.2412756968943461,1.2412686769140806,1.241269346243513,1.2412530657349088,1.2412732323460374,1.2412688584541975,1.2412696681832822,1.241269515809635,1.2412695196930856
26,1.6258423307148209,0.007077069853047222,0.05576523579657078,6.384384197918129,5.05e-05,1.2411562609653692,1.241157414285971,1.2411569704613665,1.2411592110733203,1.2411572336487313,1.2411563220554982,1.2411644592167135,1.2411559082199284,1.241156724133239,1.2411360059293228,1.2411613206328516,1.2411561099663473,1.241157102311848,1.2411569137780536,1.241156930073679
27,1.6259828495424542,0.007078261558519636,0.056318400893360376,6.421508321555898,5.2480000000000006e-05,1.2410390659699084,1.2410404857362651,1.241039930720316,1.2410427600822311,1.2410402508217726,1.2410391376886272,1.241048944763795,1.241038647625493,1.2410396347489883,1.2410117247938124,1.2410448994576335,1.241038836948519,1.2410400682620992,1.241039830512428,1.2410398813403851
28,1.6261291381441327,0.007079504999589165,0.056700495071709156,6.567094280135649,5.4460000000000004e-05,1.2409172759437863,1.2409189870153523,1.240918323401989,1.2409220832787025,1.2409187242980453,1.2409172602895382,1.240928870952612,1.2409167159836412,1.2409178987025764,1.2408765256557621,1.2409230967359526,1.240916699861235,1.2409183969582316,1.2409180846054217,1.2409182120396278
29,1.6262816893861824,0.0070807983433037475,0.05706174811348319,6.511001741532958,5.644000000000001e-05,1.240791025798906,1.240792939850067,1.2407922349332736,1.2407970892207316,1.2407927324578671,1.2407907546376011,1.2408043863295881,1.240790208556499,1.240791571422008,1.2407316384317555,1.2407964372144917,1.2407898165743838,1.2407922204039274,1.2407918080005058,1.240791993796357
30,1.62644030141745,0.007082136459077346,0.05629233131185174,6.406229584015918,5.842e-05,1.2406603850210582,1.2406624864253688,1.2406617605936159,1.2406677373054265,1.2406623552628728,1.2406598142798535,1.2406757530226844,1.2406592684025295,1.2406608261608658,1.240582249061524,1.240665636567836,1.240658498462325,1.2406616756021214,1.240661155243118,1.2406613736723424
31,1.626604400703546,0.007083518614618342,0.05695164715871215,6.394917154837566,6.04e-05,1.2405253528223328,1.2405276517566521,1.2405269058551847,1.2405340240762726,1.2405276056442778,1.2405244658044339,1.2405430877436745,1.2405239078613657,1.2405256828942972,1.2404291082868144,1.2405308048419983,1.2405227836080146,1.240526774619732,1.240526136743792,1.240526370720987
32,1.6267739027452222,0.007084944414469336,0.05692930705845356,6.389723013620323,6.238000000000001e-05,1.240385925920425,1.2403884498637643,1.2403876752419571,1.2403959595977854,1.240388488344307,1.2403847208698324,1.24040643314837,1.2403841323926703,1.2403861547684079,1.2402726713968986,1.2403919906334162,1.240382691663127,1.2403875231493406,1.2403867628710827,1.240386992040091
33,1.6269487616371283,0.007086414287707039,0.057055408135056496,6.396888310776988,6.436e-05,1.2402420928151974,1.2402448766459835,1.2402440615524861,1.2402535822919578,1.2402449920896061,1.240240564538589,1.2402658081766043,1.2402399304232068,1.2402422319122763,1.2401124314077552,1.2402491725214722,1.2402382040001902,1.240243912186938,1.2402430201320058,1.24024323112619
34,1.6271290231385709,0.007087927812380565,0.05681432597339153,6.3911759157005905,6.634e-05,1.2400938518536098,1.2400969465302945,1.240096068509592,1.2401068726562534,1.240097129111437,1.240092012540324,1.2401212449914243,1.240091305178643,1.240093930924159,1.2399489325089768,1.2401023788551775,1.240089337069559,1.2400959501964184,1.2400949181041678,1.2400950973635185
