tau,sigma,theta
0.09438843221169876,0.10838324300789623,0.9782004799070354
0.09439128160250074,0.10839367039253107,0.9781916559434433
0.09440290814785975,0.10841452017235792,0.9781842708769275
0.09444758976011848,0.10848606049893861,0.9781775609090703
0.09509655972331128,0.09472623156943324,0.9783010796477246
0.10836685691592338,0.09427387665839494,0.9778686182308886
0.10838822407989886,0.10837941247948805,1.022176002418849
