tau,sigma,theta
0.10592891050255575,0.1994971532923066,0.7679682954082172
0.14607728930750566,0.18547909395979773,0.7847726050361458
0.18997144194405927,0.15253452682125349,0.808582807659318
0.1529512072633598,0.09124414876815612,0.7289614843698461
0.15971004946482775,0.040735914893618524,0.7896269949114111
