tau,sigma,theta
0.07351166413592819,0.13620794927237465,0.9035027504769426
0.11400068817102904,0.1356803299031614,0.8994439117971019
0.13150925261256127,0.13451491089558124,0.8986737655869717
0.13433930591838128,0.1255799343427259,0.8988417046681363
