tau,sigma,theta
0.09438657752221791,0.10838993177976701,0.9781739420163569
0.09438605883357282,0.10839837119300394,0.9781701196232613
0.0943864726361775,0.10841651205542964,0.9781680004422104
0.09438834517195695,0.10848227693803496,0.9781673779353033
0.09447454291521329,0.09473460542608783,0.9783021628528924
0.1083257834561521,0.09426307655615344,0.977863144234318
0.10832901279935254,0.10832997429757157,1.0220510720004878
0.10829971827370574,0.10829552730654242,1.021935985206396
0.10826553964716598,0.10825362778803385,1.0218098221000131
