tau,sigma,theta
0.09159022516222981,0.11141737355258732,0.9692771293770667
0.09162303849593513,0.1114432367894291,0.9692527837893055
0.0918389350226245,0.11149243405108525,0.9692283306035169
0.09578736804416019,0.11160757842032466,0.9691367653372667
0.11064925208347143,0.0916914172241516,0.9692171129502467
0.11138804289491444,0.09157923072767062,0.969093211814278
