iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
0,0.039370300912012574,0.010015232323192683,0.1373857090366073,,,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002,1.2500000000000002
1,0.035045262041927726,0.0100152017917343,0.04768041701754555,0.02451965416491264,9.999999999999159e-07,1.2500022360847975,1.2500022360839869,1.2500022360830936,1.2500022360820624,1.2500022360808245,1.2500022360792844,1.250002236077286,1.2500022360745482,1.2500022360705125,1.2500022360638754,1.2500022360507264,1.2500022360115202
2,0.03876384765083344,0.010014560487787946,0.047756167012266815,0.026520348987488118,2.097999999999987e-05,1.250049205101044,1.2500492091826885,1.250049212034436,1.250049212933636,1.2500492124531446,1.2500492110290908,1.2500492089668,1.2500492064841628,1.2500492037355713,1.2500492008187303,1.2500491977477224,1.2500491941970686
3,0.03901124989543428,0.010013308259148838,0.0025388330104760826,0.025681148721835648,4.095999999999993e-05,1.2501408710819848,1.250140895483189,1.2501409144273838,1.2501409262191632,1.250140934904812,1.2501409417607001,1.2501409473338854,1.250140951954763,1.250140955857431,1.2501409591849433,1.250140961891701,1.2501409630026972
4,0.03822529578669652,0.010011445791767878,0.0024963339674286544,0.025508924438674564,6.0939999999999996e-05,1.2502772317858613,1.2502771901149508,1.2502772475175725,1.250277304192869,1.2502773539239391,1.2502773971993597,1.250277435124453,1.2502774687031213,1.2502774987400926,1.2502775257961922,1.25027755000174,1.250277569622722
5,0.03725728810007065,0.01000897674272638,0.002792874991428107,0.025426926295186735,8.091999999999984e-05,1.250458310881318,1.2504580795196674,1.2504581221357103,1.2504581966029868,1.2504582690307358,1.2504583334565897,1.2504583896314663,1.2504584385765933,1.2504584814487603,1.2504585191535558,1.2504585519326257,1.2504585769604257
6,0.03655585093315852,0.010005904133171706,0.00256454199552536,0.024700177754986254,0.0001008999999999999,1.2506836921149145,1.2506833702183109,1.2506833975398066,1.2506834657030874,1.2506835349215828,1.2506835981566633,1.2506836547746536,1.2506837055284667,1.250683751346737,1.2506837928904346,1.2506838299558258,1.2506838578692119
7,0.04009340838410555,0.010002212809621661,0.002527165983337909,0.02667586928607528,0.00012087999999999997,1.2509544201671374,1.2509539176111801,1.250953977435159,1.250954102089273,1.2509542287781275,1.250954346358472,1.250954453691888,1.2509545517923577,1.2509546419662252,1.2509547251607722,1.250954801126675,1.2509548633953353
8,0.03832885055473472,0.009997910717036535,0.0026403749943710864,0.0259433418080955,0.00014085999999999992,1.2512700252067472,1.2512694515361016,1.2512695743860875,1.251269764132586,1.2512699460100487,1.2512701100272634,1.2512702575343841,1.251270391548979,1.25127051477401,1.2512706290281315,1.2512707343027787,1.251270822187366
9,0.03587707021171615,0.009993017555281031,0.002500208967830986,0.024910380647017727,0.00016083999999999998,1.2516299087234217,1.2516292258285757,1.2516292621718361,1.2516293600985515,1.2516294450921144,1.2516295115448686,1.2516295640838933,1.2516296076343678,1.2516296458798086,1.2516296809927279,1.2516297126425784,1.2516297296603989
10,0.040200759075876835,0.009987501105454117,0.0023821249487809837,0.026649906678314107,0.00018081999999999983,1.2520352729336024,1.2520347490006773,1.2520348196502922,1.2520349179507593,1.2520349852396917,1.2520350250687662,1.2520350473447759,1.2520350599626335,1.2520350683130714,1.2520350755017582,1.2520350813343128,1.252035072010912
11,0.03877515279547927,0.009981372878981513,0.0025306669995188713,0.02604785761029887,0.0002007999999999999,1.2524856551964811,1.2524853983079385,1.2524855916445747,1.2524857568385372,1.2524858604349929,1.2524859176954526,1.2524859454508128,1.252485955947923,1.2524859574390963,1.2524859548995402,1.2524859489869784,1.2524859235673882
12,0.03826420660202576,0.009974645410191524,0.0027174160350114107,0.025086564341686827,0.00022077999999999996,1.2529799821443999,1.2529801584138929,1.2529806200311333,1.2529809693300054,1.252981207035882,1.2529813679477766,1.252981480175052,1.2529815627606484,1.252981628291319,1.2529816845597241,1.2529817336844993,1.2529817573461386
13,0.036585448860333165,0.009967331255674103,0.002585583017207682,0.025102881876188886,0.0002407599999999999,1.2535186587348845,1.2535189267806515,1.253519531281873,1.253519984753159,1.2535202947146677,1.2535205073740077,1.2535206586168985,1.2535207722310668,1.2535208636880741,1.2535209424766915,1.2535210112448798,1.253521048453955
14,0.03891231242916698,0.009959408533308541,0.0024289169814437628,0.02555249503672902,0.00026074,1.2541019774563318,1.2541024900440718,1.2541034391059698,1.2541041771780184,1.2541047242083707,1.2541051411131443,1.2541054736751227,1.2541057520022023,1.254105995662654,1.25410621677221,1.2541064191894007,1.2541065784059857
15,0.03567390559234932,0.009950920361973209,0.0026988330064341426,0.02486318584871081,0.00028071999999999993,1.2547296245768509,1.2547296101567929,1.2547304948347409,1.2547312136933382,1.25473174185295,1.2547321360284671,1.2547324433454814,1.2547326954443523,1.2547329129092022,1.2547331083193098,1.254733285104787,1.2547334142445201
16,0.040853625470155856,0.009941803890218022,0.002559915999881923,0.026397202122355867,0.0003007,1.2554034230684648,1.2554029288836988,1.2554040590409767,1.2554050301845696,1.2554057832297492,1.255406379513244,1.2554068724209526,1.255407298257989,1.2554076807927261,1.2554080346275494,1.255408363879521,1.2554086355747291
17,0.039107415346926175,0.009932076297026856,0.002604207955300808,0.026391994749850108,0.00032068000000000005,1.2561234450183,1.2561226221000086,1.2561240300985899,1.2561252268856777,1.2561261483556099,1.25612687792986,1.2561274844370953,1.256128013497077,1.2561284942893103,1.256128944361483,1.2561293687079294,1.2561297299567415
18,0.03610028502304335,0.009921794830970871,0.002587875002063811,0.025338046406481348,0.00034066,1.25688868546136,1.2568860842140468,1.2568871054014499,1.256888061360789,1.2568887757593397,1.2568893122551446,1.2568897351558395,1.2568900890276178,1.256890402761785,1.256890693558776,1.2568909652625115,1.2568911745372129
19,0.03541961515816521,0.009910969255286972,0.0024967920035123825,0.023941784207439018,0.00036063999999999996,1.2576953322268956,1.2576913440982007,1.2576919959986483,1.2576926588886224,1.2576931024129967,1.2576933846663756,1.2576935685797717,1.2576936975907227,1.2576937994025954,1.257693889888772,1.2576939708581942,1.2576939920188426
20,0.03478664948586457,0.009899610465389513,0.002512540959287435,0.024116321733032228,0.0003806199999999999,1.2585444784591384,1.258538595075306,1.2585386578340234,1.258538770356544,1.258538676601468,1.2585384454460584,1.2585381436541427,1.2585378140589822,1.2585374820342743,1.2585371605237612,1.2585368476572918,1.2585364844193512
21,0.038500983836817805,0.00988765411297746,0.002497499983292073,0.025846739876694027,0.0004006,1.2594401453459867,1.2594321665288062,1.2594313533322579,1.2594307561320706,1.259430045784032,1.2594292707865562,1.2594284838263408,1.2594277165899517,1.2594269856445972,1.259426296856385,1.2594256418936527,1.2594249508334998
