K,mean,worst,cvar_0.01,cvar_0.05,cvar_0.1
1,0.6656479845596397,1.2802806804633526,1.276273094264133,1.1613831225530111,1.0655476360964755
2,0.5636831613806623,1.0838978084112507,1.0804457305232034,0.9833509866618577,0.9022166660427864
3,0.45449227449243446,0.8737116517574176,0.8708306289231588,0.7926473911648039,0.7272656045904217
4,0.34813635714027574,0.669018859107011,0.6666658871233431,0.6068431505300506,0.5568284821095061
5,0.252242576494925,0.48445710218627325,0.48257035258849645,0.43928177478121866,0.4031309927736997
6,0.1716956573716137,0.32942460351534786,0.3279266166777398,0.2985157540794393,0.27400883266955844
7,0.10866948366711399,0.20811409179227205,0.20691943454267261,0.18835747198230626,0.17296159746325043
8,0.06299499106076356,0.12020087791832945,0.11922234833316622,0.10851946700856223,0.09972708011320228
9,0.03274948557101487,0.06198241624508723,0.06114622367986271,0.055646223919425405,0.051233265083315625
10,0.014945917910510791,0.027711576464248114,0.02695896118121807,0.02452158570729926,0.022710640935880707
11,0.006202139764986021,0.01088144338631118,0.01022655235828061,0.009255557447714178,0.008771551404979882
12,0.003291320695079936,0.005281975546200395,0.004890809624584677,0.004487887366073019,0.00431698089081463
13,0.003519367214098813,0.005727467841456677,0.005314554105914498,0.00483534035771324,0.0046434295784951955
14,0.00491421028064188,0.008421720208601489,0.007881327206030086,0.007072520913720107,0.006758654451746682
15,0.006249001313649045,0.011002308629248702,0.01034082658241454,0.00936880819480514,0.008869962426558048
16,0.0069415154985054284,0.01234753307758621,0.011638839868176439,0.0105817378947781,0.009976148687508866
17,0.006883362717383184,0.012247940761983449,0.011541418398501972,0.010494197335824105,0.009894714457156058
18,0.006249654906555491,0.011040194589584868,0.010380405630017816,0.009409190597918836,0.008902354033852767
19,0.005329213402992961,0.009280068132797989,0.008704279097073924,0.007831192196223786,0.007456602627239866
20,0.004399292497759784,0.007501399039741398,0.00701081282115469,0.006282517991080467,0.006018193784571073
21,0.003653631205770487,0.006077419204383393,0.0056551552695836785,0.005101000277002766,0.004897910491904115
22,0.003179270033891659,0.005175887968009763,0.00479722021695011,0.004386699280247661,0.004221706953704784
23,0.002969205390331261,0.0047834272145567645,0.0044306873919986315,0.004083303535444491,0.00393359992931953
24,0.0029549287924069776,0.004768236821805057,0.004416880008417416,0.0040694862797866485,0.003920767713131081
25,0.0030438628752558327,0.0049524247907359285,0.004588581284183654,0.004208512219353308,0.004053250845694171
26,0.003150835141219469,0.005171420532981466,0.004798825350550651,0.004374518561758479,0.004211622462945066
27,0.003217417628720729,0.0053130060727566465,0.004935342495797367,0.004484997863227815,0.004314066045653406
28,0.0032180730825423433,0.005328316638013529,0.0049515990446419335,0.004494968350637428,0.00432320809358679
29,0.0031559761353965616,0.00522281686986667,0.004852847765625853,0.004409226696800936,0.004243480962425463
30,0.003052696197714144,0.005038015280805771,0.004678548044666978,0.004260874909276702,0.0041054372550936675
31,0.0029361357763594705,0.004827680895843456,0.004479902352526717,0.0040965783052133,0.003949781645731487
32,0.0028306273331658014,0.004638680828952791,0.0043016486298326625,0.003948797664358535,0.0038097763152969413
33,0.002751074669850915,0.004499620993607225,0.004178525497587559,0.0038394297304058236,0.0037062902217678316
34,0.0027013750796482106,0.004417939903727089,0.004107971710994611,0.003774315249077435,0.003644831163681899
35,0.0026764319655356583,0.004383724698425857,0.004078023072289726,0.0037457806134650494,0.00361818771684697
36,0.0026660395470373575,0.0043772489471613045,0.004072255181992651,0.0037390359343955322,0.003612107412078272
37,0.002659143316645407,0.0043772806625751726,0.004072080823944619,0.003737596980231083,0.0036109539430282584
38,0.0026470576678232984,0.004367764936466383,0.004063477970888386,0.0037285505622467697,0.0036025151372181866
39,0.0026252072594476787,0.00433909407469401,0.004038547512882349,0.003704985977167904,0.0035804213819923742
40,0.0025932539267713895,0.004290646582428583,0.003996827561623537,0.003667186102119127,0.0035440913458107486
41,0.002553990454874018,0.004228048426859688,0.00394324783632139,0.0036190954388765515,0.0034974075482513494
42,0.002511683500375399,0.004159082082472161,0.00388427235150078,0.003566414411788036,0.00344642457588765
43,0.0024704333548691325,0.00409156854187178,0.0038268014283923766,0.0035153754756654387,0.0033970435022126085
44,0.002433066968887889,0.004031108002426514,0.0037754573105711836,0.0034699581169422115,0.0033530974567309415
45,0.0024005034809610176,0.003979376772459372,0.0037315946515345463,0.0034318928492910092,0.0033158749205593244
46,0.00237215986166542,0.003935204885013385,0.0036942327666187463,0.0034001684135963155,0.0032844155604074875
47,0.0023464667298547914,0.003896005846899189,0.0036609607776446297,0.0033719654264233755,0.0032564713760979006
48,0.002321468370960597,0.00385783002701893,0.0036284856337994555,0.003344660983770409,0.0032294781147147547
49,0.002295589361163369,0.0038174936750477798,0.003594919336498772,0.003316030744504974,0.0032011851768376396
50,0.002267859465820054,0.003775016378604836,0.003558898376147335,0.003284709371230964,0.003170169006779827
